# Matter power spectrum P(k) at redshift z=0
# for k=1.01776e-05 to 10.8586 h/Mpc,
# number of wavenumbers equal to 728
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       8.223468950220e-01       1.045302120316e+02 
       8.254729494965e-01       1.036351389346e+02 
       8.285990040060e-01       1.027513819843e+02 
       8.317250585502e-01       1.018784776952e+02 
       8.348511131285e-01       1.010157104260e+02 
       8.379771677406e-01       1.001624228616e+02 
       8.411032223862e-01       9.931845950710e+01 
       8.442292770649e-01       9.848398877587e+01 
       8.473553317763e-01       9.765947483720e+01 
       8.504813865200e-01       9.684514841548e+01 
       8.536074412957e-01       9.604086775691e+01 
       8.567334961031e-01       9.524611493425e+01 
       8.598595509417e-01       9.446036676192e+01 
       8.629856058113e-01       9.368304429566e+01 
       8.661116607116e-01       9.291401786505e+01 
       8.692377156421e-01       9.215351686870e+01 
       8.723637706026e-01       9.140193571704e+01 
       8.754898255927e-01       9.065939798289e+01 
       8.786158806121e-01       8.992598428527e+01 
       8.817419356605e-01       8.920093527450e+01 
       8.848679907377e-01       8.848385467860e+01 
       8.879940458432e-01       8.777433662831e+01 
       8.911201009769e-01       8.707214616737e+01 
       8.942461561383e-01       8.637782417079e+01 
       8.973722113273e-01       8.569094015399e+01 
       9.004982665435e-01       8.501229361259e+01 
       9.036243217866e-01       8.434177100405e+01 
       9.067503770564e-01       8.367869730980e+01 
       9.098764323526e-01       8.302267725185e+01 
       9.130024876749e-01       8.237326943070e+01 
       9.161285430230e-01       8.173051884175e+01 
       9.192545983968e-01       8.109456830787e+01 
       9.223806537958e-01       8.046568318142e+01 
       9.255067092199e-01       7.984443813649e+01 
       9.286327646689e-01       7.923008749970e+01 
       9.317588201424e-01       7.862188556851e+01 
       9.348848756402e-01       7.802037401937e+01 
       9.380109311621e-01       7.742479910807e+01 
       9.411369867078e-01       7.683512677833e+01 
       9.442630422771e-01       7.625159076615e+01 
       9.473890978698e-01       7.567447671428e+01 
       9.505151534856e-01       7.510346730847e+01 
       9.536412091243e-01       7.453923311990e+01 
       9.567672647857e-01       7.398135217021e+01 
       9.598933204696e-01       7.342872195110e+01 
       9.630193761757e-01       7.288134815110e+01 
       9.661454319038e-01       7.233931754657e+01 
       9.692714876537e-01       7.180277276198e+01 
       9.723975434252e-01       7.127151455202e+01 
       9.755235992181e-01       7.074664699418e+01 
       9.786496550322e-01       7.022806144443e+01 
       9.817757108673e-01       6.971417556750e+01 
       9.849017667231e-01       6.920533889163e+01 
       9.880278225995e-01       6.870124788343e+01 
       9.911538784963e-01       6.820178552570e+01 
       9.942799344134e-01       6.770747813437e+01 
       9.974059903504e-01       6.721836877944e+01 
       1.000532046307e+00       6.673451804136e+01 
       1.003658102284e+00       6.625577198249e+01 
       1.006784158280e+00       6.578189743573e+01 
       1.009910214295e+00       6.531249826265e+01 
       1.013036270329e+00       6.484737645527e+01 
       1.016162326382e+00       6.438669600415e+01 
       1.019288382454e+00       6.393041751186e+01 
       1.022414438545e+00       6.347884787269e+01 
       1.025540494654e+00       6.303204201166e+01 
       1.028666550781e+00       6.258966581331e+01 
       1.031792606926e+00       6.215181391117e+01 
       1.034918663089e+00       6.171797990235e+01 
       1.038044719270e+00       6.128801695779e+01 
       1.041170775468e+00       6.086196640267e+01 
       1.044296831684e+00       6.044002327917e+01 
       1.047422887917e+00       6.002235224008e+01 
       1.050548944167e+00       5.960899455733e+01 
       1.053675000434e+00       5.919982833294e+01 
       1.056801056718e+00       5.879455561709e+01 
       1.059927113019e+00       5.839290529476e+01 
       1.063053169336e+00       5.799476872533e+01 
       1.066179225670e+00       5.760019265756e+01 
       1.069305282019e+00       5.720937756962e+01 
       1.072431338385e+00       5.682242278894e+01 
       1.075557394767e+00       5.643941729544e+01 
       1.078683451164e+00       5.606016362647e+01 
       1.081809507577e+00       5.568444394231e+01 
       1.084935564006e+00       5.531200427544e+01 
       1.088061620450e+00       5.494279139975e+01 
       1.091187676910e+00       5.457678217841e+01 
       1.094313733384e+00       5.421418798169e+01 
       1.097439789873e+00       5.385513314762e+01 
       1.100565846378e+00       5.349966160261e+01 
       1.367842016088e+00       3.209180938163e+01 
       1.720985182451e+00       1.852863765509e+01 
       2.166579374803e+00       1.058891959863e+01 
       2.727561803545e+00       6.003563164837e+00 
       3.433796866714e+00       3.379383204435e+00 
       4.322894134445e+00       1.889744955202e+00 
       5.442201278349e+00       1.050448370716e+00 
       6.851325485412e+00       5.807538533401e-01 
       8.625307758058e+00       3.194537295231e-01 
       1.085861912116e+01       1.749099773181e-01 
