# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 4000, i.e. number of multipoles equal to 3999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 1583       5.612599368937e-11       2.526715062008e-12      -3.467122331262e-13       9.216767475654e-15       1.130455976978e-15       1.321493273550e-16       3.899528249233e-17 
 1584       5.588280278237e-11       2.532554248897e-12      -3.879382853372e-13       9.206732151100e-15       1.127691664838e-15       1.299177251634e-16       3.907015543742e-17 
 1585       5.564348453097e-11       2.538152084462e-12      -4.296062423425e-13       9.196734093391e-15       1.124935583313e-15       1.277123552204e-16       3.914006639203e-17 
 1586       5.540806837792e-11       2.543505350168e-12      -4.716952958552e-13       9.186774369403e-15       1.122187700554e-15       1.255339111058e-16       3.920507410018e-17 
 1587       5.517658385209e-11       2.548610814791e-12      -5.141845272878e-13       9.176854050443e-15       1.119447984346e-15       1.233830894659e-16       3.926523767433e-17 
 1588       5.494906056857e-11       2.553465234407e-12      -5.570529075752e-13       9.166974212255e-15       1.116716402106e-15       1.212605900180e-16       3.932061659598e-17 
 1589       5.472552822879e-11       2.558065352367e-12      -6.002792969989e-13       9.157135935027e-15       1.113992920883e-15       1.191671155555e-16       3.937127071631e-17 
 1590       5.450601662058e-11       2.562407899285e-12      -6.438424450106e-13       9.147340303395e-15       1.111277507357e-15       1.171033719515e-16       3.941726025679e-17 
 1591       5.429055561831e-11       2.566489593013e-12      -6.877209900556e-13       9.137588406450e-15       1.108570127840e-15       1.150700681644e-16       3.945864580982e-17 
 1592       5.407917518297e-11       2.570307138631e-12      -7.318934593968e-13       9.127881337749e-15       1.105870748271e-15       1.130679162420e-16       3.949548833929e-17 
 1593       5.387190536230e-11       2.573857228421e-12      -7.763382689385e-13       9.118220195312e-15       1.103179334221e-15       1.110976313261e-16       3.952784918126e-17 
 1594       5.366877629083e-11       2.577136541856e-12      -8.210337230495e-13       9.108606081638e-15       1.100495850886e-15       1.091599316570e-16       3.955579004456e-17 
 1595       5.346981819005e-11       2.580141745575e-12      -8.659580143875e-13       9.099040103705e-15       1.097820263094e-15       1.072555385785e-16       3.957937301138e-17 
 1596       5.327506136846e-11       2.582869493371e-12      -9.110892237224e-13       9.089523372979e-15       1.095152535295e-15       1.053851765421e-16       3.959866053794e-17 
 1597       5.308452679292e-11       2.585317157400e-12      -9.564061986350e-13       9.080056848441e-15       1.092492634412e-15       1.035493562326e-16       3.961370794903e-17 
 1598       5.289819770794e-11       2.587485029179e-12      -1.001891198770e-12       9.070640864083e-15       1.089840538394e-15       1.017477217621e-16       3.962454084542e-17 
 1599       5.271604775660e-11       2.589374138714e-12      -1.047527274465e-12       9.061275597096e-15       1.087196227737e-15       9.997969750532e-17       3.963117749073e-17 
 1600       5.253805038540e-11       2.590985525118e-12      -1.093297389936e-12       9.051961224455e-15       1.084559682647e-15       9.824470443027e-17       3.963363629899e-17 
 1601       5.236417884392e-11       2.592320236623e-12      -1.139184423146e-12       9.042697922919e-15       1.081930883036e-15       9.654216009262e-17       3.963193583484e-17 
 1602       5.219440618447e-11       2.593379330601e-12      -1.185171165669e-12       9.033485869028e-15       1.079309808529e-15       9.487147863013e-17       3.962609481384e-17 
 1603       5.202870526174e-11       2.594163873577e-12      -1.231240322554e-12       9.024325239104e-15       1.076696438457e-15       9.323207075701e-17       3.961613210273e-17 
 1604       5.186704873249e-11       2.594674941246e-12      -1.277374512191e-12       9.015216209250e-15       1.074090751857e-15       9.162334375838e-17       3.960206671970e-17 
 1605       5.170940905516e-11       2.594913618490e-12      -1.323556266177e-12       9.006158955346e-15       1.071492727476e-15       9.004470148458e-17       3.958391783461e-17 
 1606       5.155575848958e-11       2.594880999395e-12      -1.369768029178e-12       8.997153653052e-15       1.068902343764e-15       8.849554434560e-17       3.956170476931e-17 
 1607       5.140606909659e-11       2.594578187265e-12      -1.415992158797e-12       8.988200477802e-15       1.066319578878e-15       8.697526930548e-17       3.953544699791e-17 
 1608       5.126031273770e-11       2.594006294639e-12      -1.462210925438e-12       8.979299604811e-15       1.063744410681e-15       8.548326987667e-17       3.950516414698e-17 
 1609       5.111846107477e-11       2.593166443309e-12      -1.508406512170e-12       8.970451209064e-15       1.061176816739e-15       8.401893611446e-17       3.947087599588e-17 
 1610       5.098048556964e-11       2.592059764333e-12      -1.554561014593e-12       8.961655465322e-15       1.058616774323e-15       8.258165461132e-17       3.943260247699e-17 
 1611       5.084635748381e-11       2.590687398056e-12      -1.600656440705e-12       8.952912548119e-15       1.056064260406e-15       8.117080849134e-17       3.939036367601e-17 
 1612       5.071604787809e-11       2.589050494122e-12      -1.646674710762e-12       8.944222631760e-15       1.053519251665e-15       7.978577740460e-17       3.934417983219e-17 
 1613       5.058952761226e-11       2.587150211492e-12      -1.692597657149e-12       8.935585890322e-15       1.050981724479e-15       7.842593752153e-17       3.929407133859e-17 
 1614       5.046676734472e-11       2.584987718461e-12      -1.738407024239e-12       8.927002497651e-15       1.048451654929e-15       7.709066152737e-17       3.924005874239e-17 
 1615       5.034773753213e-11       2.582564192671e-12      -1.784084468263e-12       8.918472627361e-15       1.045929018795e-15       7.577931861650e-17       3.918216274513e-17 
 1616       5.023240842912e-11       2.579880821133e-12      -1.829611557173e-12       8.909996452834e-15       1.043413791560e-15       7.449127448685e-17       3.912040420296e-17 
 1617       5.012075008792e-11       2.576938800237e-12      -1.874969770506e-12       8.901574147220e-15       1.040905948406e-15       7.322589133430e-17       3.905480412693e-17 
 1618       5.001273235798e-11       2.573739335774e-12      -1.920140499252e-12       8.893205883433e-15       1.038405464212e-15       7.198252784706e-17       3.898538368325e-17 
 1619       4.990832488568e-11       2.570283642947e-12      -1.965105045715e-12       8.884891834152e-15       1.035912313560e-15       7.076053920007e-17       3.891216419353e-17 
 1620       4.980749711399e-11       2.566572946391e-12      -2.009844623381e-12       8.876632171819e-15       1.033426470726e-15       6.955927704936e-17       3.883516713510e-17 
 1621       4.971021828207e-11       2.562608480189e-12      -2.054340356783e-12       8.868427068640e-15       1.030947909687e-15       6.837808952650e-17       3.875441414121e-17 
 1622       4.961645742499e-11       2.558391487885e-12      -2.098573281365e-12       8.860276696580e-15       1.028476604114e-15       6.721632123294e-17       3.866992700136e-17 
 1623       4.952618337336e-11       2.553923222506e-12      -2.142524343346e-12       8.852181227366e-15       1.026012527376e-15       6.607331323440e-17       3.858172766151e-17 
 1624       4.943936475297e-11       2.549204946572e-12      -2.186174399586e-12       8.844140832485e-15       1.023555652539e-15       6.494840305529e-17       3.848983822438e-17 
 1625       4.935596998449e-11       2.544237932116e-12      -2.229504217455e-12       8.836155683181e-15       1.021105952361e-15       6.384092467310e-17       3.839428094970e-17 
 1626       4.927596728309e-11       2.539023460700e-12      -2.272494474689e-12       8.828225950456e-15       1.018663399297e-15       6.275020851276e-17       3.829507825448e-17 
 1627       4.919932465813e-11       2.533562823430e-12      -2.315125759265e-12       8.820351805066e-15       1.016227965496e-15       6.167558144106e-17       3.819225271328e-17 
 1628       4.912600991277e-11       2.527857320975e-12      -2.357378569259e-12       8.812533417526e-15       1.013799622799e-15       6.061636676101e-17       3.808582705846e-17 
 1629       4.905599064369e-11       2.521908263579e-12      -2.399233312712e-12       8.804770958102e-15       1.011378342742e-15       5.957188420628e-17       3.797582418048e-17 
 1630       4.898923424070e-11       2.515716971081e-12      -2.440670307500e-12       8.797064596815e-15       1.008964096552e-15       5.854144993553e-17       3.786226712812e-17 
 1631       4.892570788640e-11       2.509284772929e-12      -2.481669781193e-12       8.789414503437e-15       1.006556855147e-15       5.752437652685e-17       3.774517910877e-17 
 1632       4.886537855587e-11       2.502613008199e-12      -2.522211870922e-12       8.781820847491e-15       1.004156589139e-15       5.651997297212e-17       3.762458348870e-17 
 1633       4.880821301630e-11       2.495703025606e-12      -2.562276623247e-12       8.774283798251e-15       1.001763268828e-15       5.552754467143e-17       3.750050379331e-17 
 1634       4.875417782665e-11       2.488556183527e-12      -2.601843994016e-12       8.766803524738e-15       9.993768642047e-16       5.454639342743e-17       3.737296370743e-17 
 1635       4.870323933734e-11       2.481173850013e-12      -2.640893848238e-12       8.759380195723e-15       9.969973449494e-16       5.357581743976e-17       3.724198707552e-17 
 1636       4.865536025214e-11       2.473557804906e-12      -2.679408177048e-12       8.752013857610e-15       9.946246827671e-16       5.261519832833e-17       3.710760001783e-17 
 1637       4.861048928123e-11       2.465711450083e-12      -2.717377770596e-12       8.744704066897e-15       9.922588584167e-16       5.166426306562e-17       3.696983729877e-17 
 1638       4.856857139496e-11       2.457638610069e-12      -2.754795604563e-12       8.737450254427e-15       9.898998547433e-16       5.072282437554e-17       3.682873601602e-17 
 1639       4.852955125268e-11       2.449343130950e-12      -2.791654628438e-12       8.730251847197e-15       9.875476543478e-16       4.979069391543e-17       3.668433349017e-17 
 1640       4.849337320221e-11       2.440828880410e-12      -2.827947765477e-12       8.723108268350e-15       9.852022395866e-16       4.886768227433e-17       3.653666726512e-17 
 1641       4.845998127939e-11       2.432099747764e-12      -2.863667912674e-12       8.716018937170e-15       9.828635925709e-16       4.795359897124e-17       3.638577510845e-17 
 1642       4.842931920752e-11       2.423159643995e-12      -2.898807940717e-12       8.708983269075e-15       9.805316951660e-16       4.704825245348e-17       3.623169501175e-17 
 1643       4.840133039693e-11       2.414012501783e-12      -2.933360693961e-12       8.702000675607e-15       9.782065289917e-16       4.615145009493e-17       3.607446519099e-17 
 1644       4.837595794445e-11       2.404662275543e-12      -2.967318990385e-12       8.695070564434e-15       9.758880754206e-16       4.526299819431e-17       3.591412408689e-17 
 1645       4.835314463290e-11       2.395112941461e-12      -3.000675621561e-12       8.688192339334e-15       9.735763155786e-16       4.438270197353e-17       3.575071036526e-17 
 1646       4.833283293064e-11       2.385368497524e-12      -3.033423352617e-12       8.681365400195e-15       9.712712303442e-16       4.351036557591e-17       3.558426291741e-17 
 1647       4.831496499100e-11       2.375432963557e-12      -3.065554922201e-12       8.674589143005e-15       9.689728003477e-16       4.264579206452e-17       3.541482086042e-17 
 1648       4.829948265188e-11       2.365310381255e-12      -3.097063042445e-12       8.667862959847e-15       9.666810059710e-16       4.178878342045e-17       3.524242353761e-17 
 1649       4.828632743516e-11       2.355004814221e-12      -3.127940398931e-12       8.661186238893e-15       9.643958273470e-16       4.093914054108e-17       3.506711051880e-17 
 1650       4.827544054626e-11       2.344520347997e-12      -3.158179650655e-12       8.654558364395e-15       9.621172443593e-16       4.009666323843e-17       3.488892160075e-17 
 1651       4.826676287364e-11       2.333861090100e-12      -3.187773429988e-12       8.647978716682e-15       9.598452366416e-16       3.926115023738e-17       3.470789680746e-17 
 1652       4.826023498827e-11       2.323031170055e-12      -3.216714342647e-12       8.641446672150e-15       9.575797835773e-16       3.843239917401e-17       3.452407639058e-17 
 1653       4.825579714316e-11       2.312034739432e-12      -3.244994967652e-12       8.634961603259e-15       9.553208642989e-16       3.761020659388e-17       3.433750082971e-17 
 1654       4.825338927288e-11       2.300875971876e-12      -3.272607857295e-12       8.628522878522e-15       9.530684576875e-16       3.679436795029e-17       3.414821083284e-17 
 1655       4.825295099302e-11       2.289559063145e-12      -3.299545537104e-12       8.622129862504e-15       9.508225423727e-16       3.598467760262e-17       3.395624733663e-17 
 1656       4.825442159972e-11       2.278088231142e-12      -3.325800505807e-12       8.615781915810e-15       9.485830967315e-16       3.518092881456e-17       3.376165150683e-17 
 1657       4.825774006918e-11       2.266467715951e-12      -3.351365235293e-12       8.609478395084e-15       9.463500988884e-16       3.438291375247e-17       3.356446473861e-17 
 1658       4.826284505713e-11       2.254701779871e-12      -3.376232170583e-12       8.603218652997e-15       9.441235267148e-16       3.359042348361e-17       3.336472865692e-17 
 1659       4.826967489838e-11       2.242794707448e-12      -3.400393729788e-12       8.597002038243e-15       9.419033578281e-16       3.280324797446e-17       3.316248511688e-17 
 1660       4.827816760630e-11       2.230750805514e-12      -3.423842304078e-12       8.590827895536e-15       9.396895695919e-16       3.202117608901e-17       3.295777620408e-17 
 1661       4.828826087231e-11       2.218574403216e-12      -3.446570257642e-12       8.584695565596e-15       9.374821391149e-16       3.124399558703e-17       3.275064423502e-17 
 1662       4.829989206539e-11       2.206269852054e-12      -3.468569927657e-12       8.578604385148e-15       9.352810432509e-16       3.047149312239e-17       3.254113175741e-17 
 1663       4.831299823162e-11       2.193841525913e-12      -3.489833624249e-12       8.572553686915e-15       9.330862585980e-16       2.970345424133e-17       3.232928155054e-17 
 1664       4.832751609363e-11       2.181293821099e-12      -3.510353630459e-12       8.566542799609e-15       9.308977614985e-16       2.893966338075e-17       3.211513662566e-17 
 1665       4.834338205013e-11       2.168631156374e-12      -3.530122202207e-12       8.560571047927e-15       9.287155280377e-16       2.817990386651e-17       3.189874022633e-17 
 1666       4.836053217543e-11       2.155857972986e-12      -3.549131568256e-12       8.554637752544e-15       9.265395340445e-16       2.742395791171e-17       3.168013582878e-17 
 1667       4.837890221890e-11       2.142978734708e-12      -3.567373930176e-12       8.548742230105e-15       9.243697550899e-16       2.667160661499e-17       3.145936714226e-17 
 1668       4.839842760450e-11       2.129997927870e-12      -3.584841462310e-12       8.542883793219e-15       9.222061664871e-16       2.592262995882e-17       3.123647810943e-17 
 1669       4.841904343031e-11       2.116920061395e-12      -3.601526311736e-12       8.537061750454e-15       9.200487432910e-16       2.517680680776e-17       3.101151290668e-17 
 1670       4.844068446798e-11       2.103749666831e-12      -3.617420598234e-12       8.531275406329e-15       9.178974602975e-16       2.443391490681e-17       3.078451594453e-17 
 1671       4.846328516225e-11       2.090491298386e-12      -3.632516414249e-12       8.525524061309e-15       9.157522920430e-16       2.369373087964e-17       3.055553186795e-17 
 1672       4.848677963050e-11       2.077149532965e-12      -3.646805824855e-12       8.519807011795e-15       9.136132128044e-16       2.295603022692e-17       3.032460555675e-17 
 1673       4.851110166218e-11       2.063728970198e-12      -3.660280867719e-12       8.514123550123e-15       9.114801965981e-16       2.222058732460e-17       3.009178212595e-17 
 1674       4.853618471836e-11       2.050234232483e-12      -3.672933553067e-12       8.508472964552e-15       9.093532171796e-16       2.148717542218e-17       2.985710692610e-17 
 1675       4.856196510117e-11       2.036669868679e-12      -3.684757993645e-12       8.502854513399e-15       9.072322500013e-16       2.075566108341e-17       2.962062306727e-17 
 1676       4.858839149341e-11       2.023040064231e-12      -3.695756815016e-12       8.497267347202e-15       9.051172781040e-16       2.002628841390e-17       2.938236396653e-17 
 1677       4.861541550126e-11       2.009348928584e-12      -3.705934801186e-12       8.491710585862e-15       9.030082862756e-16       1.929939731276e-17       2.914236073611e-17 
 1678       4.864298849156e-11       1.995600591318e-12      -3.715296769741e-12       8.486183344436e-15       9.009052590976e-16       1.857532925789e-17       2.890064465409e-17 
 1679       4.867106159145e-11       1.981799202177e-12      -3.723847571904e-12       8.480684733134e-15       8.988081809447e-16       1.785442730831e-17       2.865724716470e-17 
 1680       4.869958568799e-11       1.967948931098e-12      -3.731592092593e-12       8.475213857302e-15       8.967170359843e-16       1.713703610647e-17       2.841219987856e-17 
 1681       4.872851142781e-11       1.954053968245e-12      -3.738535250472e-12       8.469769817424e-15       8.946318081763e-16       1.642350188061e-17       2.816553457292e-17 
 1682       4.875778921677e-11       1.940118524037e-12      -3.744681998009e-12       8.464351709109e-15       8.925524812724e-16       1.571417244706e-17       2.791728319194e-17 
 1683       4.878736921954e-11       1.926146829175e-12      -3.750037321531e-12       8.458958623085e-15       8.904790388161e-16       1.500939721255e-17       2.766747784693e-17 
 1684       4.881720135932e-11       1.912143134679e-12      -3.754606241279e-12       8.453589645189e-15       8.884114641418e-16       1.430952717658e-17       2.741615081660e-17 
 1685       4.884723531741e-11       1.898111711913e-12      -3.758393811464e-12       8.448243856364e-15       8.863497403751e-16       1.361491493374e-17       2.716333454732e-17 
 1686       4.887742053288e-11       1.884056852614e-12      -3.761405120322e-12       8.442920332649e-15       8.842938504317e-16       1.292591467600e-17       2.690906165338e-17 
 1687       4.890770620220e-11       1.869982868930e-12      -3.763645290168e-12       8.437618145168e-15       8.822437770175e-16       1.224288219506e-17       2.665336491724e-17 
 1688       4.893804127891e-11       1.855894093440e-12      -3.765119477457e-12       8.432336360128e-15       8.801995026280e-16       1.156617488472e-17       2.639627728979e-17 
 1689       4.896837447319e-11       1.841794879192e-12      -3.765832872831e-12       8.427074038809e-15       8.781610095480e-16       1.089615174311e-17       2.613783189057e-17 
 1690       4.899865425158e-11       1.827689599730e-12      -3.765790701181e-12       8.421830237556e-15       8.761282798510e-16       1.023317337511e-17       2.587806200810e-17 
 1691       4.902882883656e-11       1.813582649123e-12      -3.764998221699e-12       8.416604007771e-15       8.741012953992e-16       9.577601994638e-18       2.561700110004e-17 
 1692       4.905884620622e-11       1.799478441999e-12      -3.763460727936e-12       8.411394395907e-15       8.720800378428e-16       8.929801426963e-18       2.535468279353e-17 
 1693       4.908865409387e-11       1.785381413571e-12      -3.761183547856e-12       8.406200443459e-15       8.700644886196e-16       8.290137111062e-18       2.509114088536e-17 
 1694       4.911819998773e-11       1.771296019669e-12      -3.758172043889e-12       8.401021186956e-15       8.680546289547e-16       7.658976101929e-18       2.482640934233e-17 
 1695       4.914743113051e-11       1.757226736772e-12      -3.754431612991e-12       8.395855657957e-15       8.660504398602e-16       7.036687072910e-18       2.456052230140e-17 
 1696       4.917629451908e-11       1.743178062035e-12      -3.749967686698e-12       8.390702883038e-15       8.640519021348e-16       6.423640318025e-18       2.429351407000e-17 
 1697       4.920473690411e-11       1.729154513321e-12      -3.744785731178e-12       8.385561883788e-15       8.620589963632e-16       5.820207754299e-18       2.402541912628e-17 
 1698       4.923270478971e-11       1.715160629230e-12      -3.738891247291e-12       8.380431676800e-15       8.600717029158e-16       5.226762924086e-18       2.375627211935e-17 
 1699       4.926014443304e-11       1.701200969131e-12      -3.732289770642e-12       8.375311273665e-15       8.580900019484e-16       4.643680997399e-18       2.348610786956e-17 
 1700       4.928700184401e-11       1.687280113191e-12      -3.724986871636e-12       8.370199680961e-15       8.561138734018e-16       4.071338774235e-18       2.321496136871e-17 
 1701       4.931322278484e-11       1.673402662404e-12      -3.716988155537e-12       8.365095900249e-15       8.541432970014e-16       3.510114686904e-18       2.294286778036e-17 
 1702       4.933875276976e-11       1.659573238624e-12      -3.708299262517e-12       8.359998928065e-15       8.521782522566e-16       2.960388802355e-18       2.266986244004e-17 
 1703       4.936353706464e-11       1.645796484594e-12      -3.698925867719e-12       8.354907755908e-15       8.502187184608e-16       2.422542824504e-18       2.239598085551e-17 
 1704       4.938752068660e-11       1.632077063973e-12      -3.688873681305e-12       8.349821370240e-15       8.482646746906e-16       1.896960096559e-18       2.212125870705e-17 
 1705       4.941064840366e-11       1.618419661373e-12      -3.678148448517e-12       8.344738752470e-15       8.463160998059e-16       1.384025603349e-18       2.184573184768e-17 
 1706       4.943286473441e-11       1.604828982382e-12      -3.666755949730e-12       8.339658878954e-15       8.443729724489e-16       8.841259736526e-19       2.156943630341e-17 
 1707       4.945411394762e-11       1.591309753599e-12      -3.654702000508e-12       8.334580720981e-15       8.424352710441e-16       3.976494825219e-19       2.129240827352e-17 
 1708       4.947434006187e-11       1.577866722662e-12      -3.641992451659e-12       8.329503244769e-15       8.405029737980e-16      -7.501394638847e-20       2.101468413080e-17 
 1709       4.949348684520e-11       1.564504658279e-12      -3.628633189290e-12       8.324425411459e-15       8.385760586984e-16      -5.334727384943e-19       2.073630042181e-17 
 1710       4.951149781478e-11       1.551228350257e-12      -3.614630134864e-12       8.319346177101e-15       8.366545035142e-16      -9.773336659552e-19       2.045729386714e-17 
 1711       4.952831623650e-11       1.538042609535e-12      -3.599989245254e-12       8.314264492654e-15       8.347382857950e-16      -1.406201845347e-18       2.017770136163e-17 
 1712       4.954388512463e-11       1.524952268210e-12      -3.584716512799e-12       8.309179303973e-15       8.328273828705e-16      -1.819680735334e-18       1.989755997468e-17 
 1713       4.955814724146e-11       1.511962179572e-12      -3.568817965360e-12       8.304089551802e-15       8.309217718505e-16      -2.217372134343e-18       1.961690695044e-17 
 1714       4.957105182691e-11       1.499076766720e-12      -3.552300607731e-12       8.298994242691e-15       8.290214313435e-16      -2.598942090716e-18       1.933577880266e-17 
 1715       4.958257485079e-11       1.486298664154e-12      -3.535175254562e-12       8.293892662405e-15       8.271263466295e-16      -2.964319253098e-18       1.905420858997e-17 
 1716       4.959269893271e-11       1.473630064651e-12      -3.517453721733e-12       8.288784164320e-15       8.252365045308e-16      -3.313498208643e-18       1.877222861782e-17 
 1717       4.960140662771e-11       1.461073169631e-12      -3.499147887282e-12       8.283668098662e-15       8.233518916962e-16      -3.646473724581e-18       1.848987134204e-17 
 1718       4.960868042615e-11       1.448630189168e-12      -3.480269691498e-12       8.278543812501e-15       8.214724946008e-16      -3.963240748583e-18       1.820716936910e-17 
 1719       4.961450275368e-11       1.436303342005e-12      -3.460831137022e-12       8.273410649748e-15       8.195982995455e-16      -4.263794409126e-18       1.792415545626e-17 
 1720       4.961885597110e-11       1.424094855564e-12      -3.440844288930e-12       8.268267951151e-15       8.177292926569e-16      -4.548130015854e-18       1.764086251185e-17 
 1721       4.962172237430e-11       1.412006965957e-12      -3.420321274837e-12       8.263115054286e-15       8.158654598869e-16      -4.816243059942e-18       1.735732359546e-17 
 1722       4.962308419417e-11       1.400041918000e-12      -3.399274284983e-12       8.257951293557e-15       8.140067870123e-16      -5.068129214462e-18       1.707357191815e-17 
 1723       4.962292359651e-11       1.388201965221e-12      -3.377715572333e-12       8.252776000191e-15       8.121532596347e-16      -5.303784334744e-18       1.678964084269e-17 
 1724       4.962122268195e-11       1.376489369876e-12      -3.355657452666e-12       8.247588502229e-15       8.103048631797e-16      -5.523204458743e-18       1.650556388376e-17 
 1725       4.961796348586e-11       1.364906402959e-12      -3.333112304672e-12       8.242388124526e-15       8.084615828972e-16      -5.726385807396e-18       1.622137470817e-17 
 1726       4.961312797827e-11       1.353455344212e-12      -3.310092570045e-12       8.237174188744e-15       8.066234038607e-16      -5.913324784994e-18       1.593710713508e-17 
 1727       4.960669806375e-11       1.342138482139e-12      -3.286610753575e-12       8.231946013346e-15       8.047903109671e-16      -6.084017979539e-18       1.565279513623e-17 
 1728       4.959865558140e-11       1.330958114018e-12      -3.262679423246e-12       8.226702913595e-15       8.029622889362e-16      -6.238462163111e-18       1.536847283612e-17 
 1729       4.958898230466e-11       1.319916545910e-12      -3.238311210325e-12       8.221444201547e-15       8.011393223107e-16      -6.376654292229e-18       1.508417451228e-17 
 1730       4.957765994132e-11       1.309016092675e-12      -3.213518809458e-12       8.216169186045e-15       7.993213954556e-16      -6.498591508219e-18       1.479993459545e-17 
 1731       4.956467013337e-11       1.298259077978e-12      -3.188314978767e-12       8.210877172718e-15       7.975084925581e-16      -6.604271137572e-18       1.451578766979e-17 
 1732       4.954999445696e-11       1.287647834308e-12      -3.162712539938e-12       8.205567463971e-15       7.957005976269e-16      -6.693690692312e-18       1.423176847315e-17 
 1733       4.953361442227e-11       1.277184702984e-12      -3.136724378318e-12       8.200239358986e-15       7.938976944925e-16      -6.766847870358e-18       1.394791189722e-17 
 1734       4.951551147344e-11       1.266872034167e-12      -3.110363443009e-12       8.194892153715e-15       7.920997668063e-16      -6.823740555887e-18       1.366425298780e-17 
 1735       4.949566698850e-11       1.256712186875e-12      -3.083642746961e-12       8.189525140871e-15       7.903067980406e-16      -6.864366819697e-18       1.338082694499e-17 
 1736       4.947406227928e-11       1.246707528994e-12      -3.056575367067e-12       8.184137609932e-15       7.885187714880e-16      -6.888724919575e-18       1.309766912341e-17 
 1737       4.945067859129e-11       1.236860437287e-12      -3.029174444256e-12       8.178728847127e-15       7.867356702615e-16      -6.896813300655e-18       1.281481503243e-17 
 1738       4.942549710368e-11       1.227173297409e-12      -3.001453183585e-12       8.173298135439e-15       7.849574772938e-16      -6.888630595784e-18       1.253230033637e-17 
 1739       4.939849892913e-11       1.217648503916e-12      -2.973424854337e-12       8.167844754597e-15       7.831841753372e-16      -6.864175625886e-18       1.225016085475e-17 
 1740       4.936966511376e-11       1.208288460279e-12      -2.945102790112e-12       8.162367981067e-15       7.814157469632e-16      -6.823447400325e-18       1.196843256246e-17 
 1741       4.933897663705e-11       1.199095578895e-12      -2.916500388920e-12       8.156867088058e-15       7.796521745621e-16      -6.766445117270e-18       1.168715159002e-17 
 1742       4.930641441176e-11       1.190072281098e-12      -2.887631113277e-12       8.151341345505e-15       7.778934403428e-16      -6.693168164054e-18       1.140635422376e-17 
 1743       4.927195928383e-11       1.181220997171e-12      -2.858508490301e-12       8.145790020074e-15       7.761395263325e-16      -6.603616117545e-18       1.112607690607e-17 
 1744       4.923559203231e-11       1.172544166360e-12      -2.829146111797e-12       8.140212375152e-15       7.743904143763e-16      -6.497788744504e-18       1.084635623561e-17 
 1745       4.919729336926e-11       1.164044236882e-12      -2.799557634362e-12       8.134607670842e-15       7.726460861368e-16      -6.375686001948e-18       1.056722896751e-17 
 1746       4.915704393968e-11       1.155723665939e-12      -2.769756779472e-12       8.128975163964e-15       7.709065230941e-16      -6.237308037518e-18       1.028873201361e-17 
 1747       4.911482432140e-11       1.147584919729e-12      -2.739757333575e-12       8.123314108042e-15       7.691717065450e-16      -6.082655189841e-18       1.001090244265e-17 
 1748       4.907061502501e-11       1.139630473460e-12      -2.709573148192e-12       8.117623753306e-15       7.674416176031e-16      -5.911727988891e-18       9.733777480532e-18 
 1749       4.902439649377e-11       1.131862811358e-12      -2.679218140003e-12       8.111903346683e-15       7.657162371984e-16      -5.724527156354e-18       9.457394510482e-18 
 1750       4.897614910353e-11       1.124284426681e-12      -2.648706290943e-12       8.106152131797e-15       7.639955460767e-16      -5.521053605996e-18       9.181791073311e-18 
 1751       4.892585316262e-11       1.116897821730e-12      -2.618051648301e-12       8.100369348959e-15       7.622795247995e-16      -5.301308444017e-18       8.907004867613e-18 
 1752       4.887348891182e-11       1.109705507862e-12      -2.587268324805e-12       8.094554235165e-15       7.605681537439e-16      -5.065292969426e-18       8.633073749988e-18 
 1753       4.881904251025e-11       1.102709484230e-12      -2.556369958333e-12       8.088706139184e-15       7.588614145404e-16      -4.813044639017e-18       8.360032314834e-18 
 1754       4.876252404819e-11       1.095909669228e-12      -2.525368085897e-12       8.082824867892e-15       7.571592944022e-16      -4.544745289864e-18       8.087901602082e-18 
 1755       4.870394968446e-11       1.089305455974e-12      -2.494273756274e-12       8.076910342819e-15       7.554617818315e-16      -4.260613820895e-18       7.816699303984e-18 
 1756       4.864333567419e-11       1.082896232391e-12      -2.463098069229e-12       8.070962485316e-15       7.537688651842e-16      -3.960870312030e-18       7.546443177826e-18 
 1757       4.858069836897e-11       1.076681381188e-12      -2.431852175596e-12       8.064981216562e-15       7.520805326694e-16      -3.645736025951e-18       7.277151046006e-18 
 1758       4.851605421698e-11       1.070660279863e-12      -2.400547277345e-12       8.058966457555e-15       7.503967723491e-16      -3.315433409863e-18       7.008840796121e-18 
 1759       4.844941976314e-11       1.064832300685e-12      -2.369194627659e-12       8.052918129118e-15       7.487175721385e-16      -2.970186097271e-18       6.741530381050e-18 
 1760       4.838081164927e-11       1.059196810689e-12      -2.337805531003e-12       8.046836151897e-15       7.470429198047e-16      -2.610218909736e-18       6.475237819041e-18 
 1761       4.831024661421e-11       1.053753171671e-12      -2.306391343201e-12       8.040720446357e-15       7.453728029675e-16      -2.235757858652e-18       6.209981193789e-18 
