# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 4000, i.e. number of multipoles equal to 3999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  161       5.985446770251e-10       1.274267411507e-13      -5.619435590543e-12       1.085885743378e-15       2.665649171190e-12       5.185080000719e-13      -3.125964771162e-15 
  162       6.023218638281e-10       1.262899664243e-13      -5.585851640122e-12       1.100781288880e-15       2.618070822979e-12       5.112788167878e-13      -3.066653311561e-15 
  163       6.060598621827e-10       1.251199872233e-13      -5.548870858636e-12       1.115802928981e-15       2.571494946144e-12       5.041669187286e-13      -3.007732229882e-15 
  164       6.097576714337e-10       1.239190440272e-13      -5.508474034817e-12       1.130950707623e-15       2.525922494788e-12       4.971729859803e-13      -2.949202746059e-15 
  165       6.134142756048e-10       1.226894841920e-13      -5.464643883122e-12       1.146224644391e-15       2.481351606030e-12       4.902973243589e-13      -2.891063760987e-15 
  166       6.170286431308e-10       1.214337634056e-13      -5.417365081585e-12       1.161624734088e-15       2.437777538338e-12       4.835398569165e-13      -2.833311803878e-15 
  167       6.205997265895e-10       1.201544471421e-13      -5.366624309661e-12       1.177150946310e-15       2.395192609872e-12       4.769001154476e-13      -2.775940979620e-15 
  168       6.241264624345e-10       1.188542121172e-13      -5.312410286080e-12       1.192803225022e-15       2.353586136820e-12       4.703772319952e-13      -2.718942916134e-15 
  169       6.276077707271e-10       1.175358477426e-13      -5.254713806690e-12       1.208581488135e-15       2.312944371740e-12       4.639699303568e-13      -2.662306711724e-15 
  170       6.310425548683e-10       1.162022575816e-13      -5.193527782312e-12       1.224485627082e-15       2.273250441896e-12       4.576765175911e-13      -2.606018882439e-15 
  171       6.344297013314e-10       1.148564608031e-13      -5.128847276584e-12       1.240515506392e-15       2.234484287599e-12       4.514948755237e-13      -2.550063309429e-15 
  172       6.377680793943e-10       1.135015936374e-13      -5.060669543813e-12       1.256670963265e-15       2.196622600546e-12       4.454224522534e-13      -2.494421186298e-15 
  173       6.410565408712e-10       1.121409108304e-13      -4.988994066821e-12       1.272951807152e-15       2.159638762159e-12       4.394562536586e-13      -2.439070966460e-15 
  174       6.442939198455e-10       1.107777870988e-13      -4.913822594797e-12       1.289357819328e-15       2.123502781922e-12       4.335928349031e-13      -2.383988310501e-15 
  175       6.474790324012e-10       1.094157185852e-13      -4.835159181142e-12       1.305888752468e-15       2.088181235721e-12       4.278282919427e-13      -2.329146033529e-15 
  176       6.506106763562e-10       1.080583243124e-13      -4.753010221321e-12       1.322544330221e-15       2.053637204186e-12       4.221582530311e-13      -2.274514052531e-15 
  177       6.536876309934e-10       1.067093476389e-13      -4.667384490710e-12       1.339324246791e-15       2.019830211026e-12       4.165778702260e-13      -2.220059333732e-15 
  178       6.567086567939e-10       1.053726577137e-13      -4.578293182447e-12       1.356228166508e-15       1.986716161369e-12       4.110818108958e-13      -2.165745839951e-15 
  179       6.596724951684e-10       1.040522509307e-13      -4.485749945277e-12       1.373255723404e-15       1.954247280103e-12       4.056642492252e-13      -2.111534477953e-15 
  180       6.625779514254e-10       1.027521085399e-13      -4.389769564731e-12       1.390406481373e-15       1.922381681421e-12       4.003200960438e-13      -2.057393526638e-15 
  181       6.654241516073e-10       1.014757537828e-13      -4.290363810358e-12       1.407679811975e-15       1.891113056898e-12       3.950488153731e-13      -2.003330958505e-15 
  182       6.682103056026e-10       1.002266622663e-13      -4.187545330308e-12       1.425075006080e-15       1.860443234354e-12       3.898508956450e-13      -1.949364592252e-15 
  183       6.709356257843e-10       9.900840356172e-14      -4.081329010963e-12       1.442591311847e-15       1.830372732708e-12       3.847266347379e-13      -1.895511828880e-15 
  184       6.735993270483e-10       9.782464213026e-14      -3.971732009784e-12       1.460227934160e-15       1.800900735793e-12       3.796761360430e-13      -1.841789637656e-15 
  185       6.762006268519e-10       9.667913824788e-14      -3.858773788163e-12       1.477984034053e-15       1.772025066170e-12       3.746993045323e-13      -1.788214542074e-15 
  186       6.787387452535e-10       9.557574893039e-14      -3.742476144280e-12       1.495858728145e-15       1.743742158940e-12       3.697958428253e-13      -1.734802605810e-15 
  187       6.812129049506e-10       9.451842885863e-14      -3.622863245949e-12       1.513851088068e-15       1.716047035554e-12       3.649652472564e-13      -1.681569418686e-15 
  188       6.836223313187e-10       9.351123130344e-14      -3.499961663472e-12       1.531960139898e-15       1.688933277632e-12       3.602068039422e-13      -1.628530082627e-15 
  189       6.859662524508e-10       9.255830905085e-14      -3.373800402494e-12       1.550184863585e-15       1.662393000773e-12       3.555195848486e-13      -1.575699197620e-15 
  190       6.882438991951e-10       9.166391532708e-14      -3.244410936849e-12       1.568524192387e-15       1.636416828365e-12       3.509024438581e-13      -1.523090847678e-15 
  191       6.904545051947e-10       9.083240472368e-14      -3.111827241416e-12       1.586977012298e-15       1.610993865405e-12       3.463540128370e-13      -1.470718586794e-15 
  192       6.925973069262e-10       9.006823412260e-14      -2.976085824969e-12       1.605542161476e-15       1.586111672306e-12       3.418726977027e-13      -1.418595424903e-15 
  193       6.946715437380e-10       8.937596362125e-14      -2.837225763030e-12       1.624218429679e-15       1.561756238713e-12       3.374566744905e-13      -1.366733813844e-15 
  194       6.966764578899e-10       8.876025745762e-14      -2.695288730721e-12       1.643004557693e-15       1.537911957316e-12       3.331038854216e-13      -1.315145633316e-15 
  195       6.986112945912e-10       8.822588493536e-14      -2.550319035612e-12       1.661899236762e-15       1.514561597661e-12       3.288120349697e-13      -1.263842176838e-15 
  196       7.004753020399e-10       8.777772134884e-14      -2.402363650581e-12       1.680901108019e-15       1.491686279965e-12       3.245785859283e-13      -1.212834137711e-15 
  197       7.022677314615e-10       8.742074890826e-14      -2.251472246656e-12       1.700008761917e-15       1.469265448930e-12       3.204007554783e-13      -1.162131594976e-15 
  198       7.039878371475e-10       8.716005766473e-14      -2.097697225874e-12       1.719220737661e-15       1.447276847552e-12       3.162755112546e-13      -1.111743999373e-15 
  199       7.056348764946e-10       8.700084643533e-14      -1.941093754132e-12       1.738535522636e-15       1.425696490940e-12       3.121995674140e-13      -1.061680159301e-15 
  200       7.072081100431e-10       8.694842372824e-14      -1.781719794034e-12       1.757951551838e-15       1.404498640123e-12       3.081693807019e-13      -1.011948226780e-15 
  201       7.087068560008e-10       8.700795327793e-14      -1.619633145538e-12       1.777467231995e-15       1.383660844445e-12       3.041820068499e-13      -9.625561949464e-16 
  202       7.101306580728e-10       8.718366847112e-14      -1.454882263990e-12       1.797081017020e-15       1.363179524587e-12       3.002377461167e-13      -9.135134593604e-16 
  203       7.114791297084e-10       8.747960352511e-14      -1.287514848801e-12       1.816791336853e-15       1.343055453448e-12       2.963376793569e-13      -8.648293412783e-16 
  204       7.127519008930e-10       8.789984400325e-14      -1.117580800562e-12       1.836596572769e-15       1.323288776483e-12       2.924828232944e-13      -8.165125736900e-16 
  205       7.139486183473e-10       8.844852698522e-14      -9.451322450486e-13       1.856495056875e-15       1.303879000494e-12       2.886741291326e-13      -7.685712887896e-16 
  206       7.150689457275e-10       8.912984123733e-14      -7.702235572358e-13       1.876485071621e-15       1.284824982426e-12       2.849124811640e-13      -7.210130054472e-16 
  207       7.161125638248e-10       8.994802738275e-14      -5.929113853004e-13       1.896564849295e-15       1.266124918156e-12       2.811986953808e-13      -6.738446166803e-16 
  208       7.170791707658e-10       9.090737807182e-14      -4.132546746324e-13       1.916732571534e-15       1.247776331290e-12       2.775335180839e-13      -6.270723771250e-16 
  209       7.179684822119e-10       9.201223815231e-14      -2.313146918424e-13       1.936986368826e-15       1.229776061955e-12       2.739176244939e-13      -5.807018905078e-16 
  210       7.187802315590e-10       9.326700483971e-14      -4.715504876975e-14       1.957324320009e-15       1.212120255593e-12       2.703516173601e-13      -5.347380971171e-16 
  211       7.195141701379e-10       9.467612788748e-14       1.391582735085e-13       1.977744451780e-15       1.194804351752e-12       2.668360255711e-13      -4.891852612743e-16 
  212       7.201700674135e-10       9.624410975734e-14       3.275569006700e-13       1.998244738197e-15       1.177823072883e-12       2.633713027645e-13      -4.440469588055e-16 
  213       7.207477111852e-10       9.797550578958e-14       5.179700411381e-13       2.018823100180e-15       1.161170413131e-12       2.599578259367e-13      -3.993260645132e-16 
  214       7.212469077863e-10       9.987492437325e-14       7.103244620743e-13       2.039477405020e-15       1.144839627129e-12       2.565958940532e-13      -3.550247396471e-16 
  215       7.216674822839e-10       1.019470271165e-13       9.045444653693e-13       2.060205465877e-15       1.128823218791e-12       2.532857266581e-13      -3.111444193765e-16 
  216       7.220092786790e-10       1.041965290169e-13       1.100551863635e-12       2.081005041285e-15       1.113112930105e-12       2.500274624846e-13      -2.676858002607e-16 
  217       7.222721601061e-10       1.066281986316e-13       1.298265956196e-12       2.101873834659e-15       1.097699729927e-12       2.468211580643e-13      -2.246488277216e-16 
  218       7.224560090331e-10       1.092468582477e-13       1.497603505082e-12       2.122809493794e-15       1.082573802776e-12       2.436667863378e-13      -1.820326835141e-16 
  219       7.225607274611e-10       1.120573840523e-13       1.698478711018e-12       2.143809610373e-15       1.067724537623e-12       2.405642352641e-13      -1.398357731984e-16 
  220       7.225862371244e-10       1.150647063033e-13       1.900803189418e-12       2.164871719465e-15       1.053140516690e-12       2.375133064308e-13      -9.805571361090e-17 
  221       7.225324796899e-10       1.182738094991e-13       2.104485946374e-12       2.185993299035e-15       1.038809504238e-12       2.345137136640e-13      -5.668932033609e-17 
  222       7.223994169575e-10       1.216897325491e-13       2.309433354652e-12       2.207171769442e-15       1.024718435362e-12       2.315650816384e-13      -1.573259517769e-17 
  223       7.221870310595e-10       1.253175689442e-13       2.515549129677e-12       2.228404492946e-15       1.010853404788e-12       2.286669444870e-13       2.481928636968e-17 
  224       7.218953427313e-10       1.291621178426e-13       2.722739392077e-12       2.249688889558e-15       9.972023577976e-13       2.258187838273e-13       6.497014362082e-17 
  225       7.215244670141e-10       1.332268120542e-13       2.930928266626e-12       2.271022793887e-15       9.837633784486e-13       2.230201484354e-13       1.047171394273e-16 
  226       7.210745615206e-10       1.375147214530e-13       3.140043239873e-12       2.292404120283e-15       9.705369126147e-13       2.202705395765e-13       1.440560923114e-16 
  227       7.205458089281e-10       1.420288952077e-13       3.350010151927e-12       2.313830748324e-15       9.575231090082e-13       2.175693709915e-13       1.829832959231e-16 
  228       7.199384172211e-10       1.467723611216e-13       3.560753184558e-12       2.335300522606e-15       9.447218144060e-13       2.149159676014e-13       2.214955271782e-16 
  229       7.192526199341e-10       1.517481249712e-13       3.772194849298e-12       2.356811252518e-15       9.321325688773e-13       2.123095642103e-13       2.595900543957e-16 
  230       7.184886763949e-10       1.569591698453e-13       3.984255975546e-12       2.378360712023e-15       9.197546010103e-13       2.097493042097e-13       2.972646454364e-16 
  231       7.176468719668e-10       1.624084554845e-13       4.196855698672e-12       2.399946639443e-15       9.075868231388e-13       2.072342382823e-13       3.345175758407e-16 
  232       7.167275182920e-10       1.680989176198e-13       4.409911448114e-12       2.421566737234e-15       8.956278265702e-13       2.047633231055e-13       3.713476369663e-16 
  233       7.157309535343e-10       1.740334673122e-13       4.623338935485e-12       2.443218671769e-15       8.838758768114e-13       2.023354200555e-13       4.077541441269e-16 
  234       7.146575426217e-10       1.802149902917e-13       4.837052142675e-12       2.464900073120e-15       8.723289087966e-13       1.999492939106e-13       4.437369447292e-16 
  235       7.135076774897e-10       1.866463462961e-13       5.050963309952e-12       2.486608534837e-15       8.609845221141e-13       1.976036115559e-13       4.792964264118e-16 
  236       7.122817773239e-10       1.933303684107e-13       5.264982924065e-12       2.508341613728e-15       8.498399762330e-13       1.952969406861e-13       5.144335251826e-16 
  237       7.109802888028e-10       2.002698624067e-13       5.479019706348e-12       2.530096829640e-15       8.388921857307e-13       1.930277485099e-13       5.491497335572e-16 
  238       7.096036863408e-10       2.074676060812e-13       5.692980600820e-12       2.551871665243e-15       8.281377155195e-13       1.907944004535e-13       5.834471086964e-16 
  239       7.081524723310e-10       2.149263485954e-13       5.906770762289e-12       2.573663565803e-15       8.175727760739e-13       1.885951588647e-13       6.173282805447e-16 
  240       7.066271773882e-10       2.226488098144e-13       6.120293544456e-12       2.595469938972e-15       8.071932186574e-13       1.864281817163e-13       6.507964599681e-16 
  241       7.050283605915e-10       2.306376796462e-13       6.333450488013e-12       2.617288154560e-15       7.969945305498e-13       1.842915213103e-13       6.838554468917e-16 
  242       7.033566097273e-10       2.388956173804e-13       6.546141308752e-12       2.639115544322e-15       7.869718302737e-13       1.821831229814e-13       7.165096384385e-16 
  243       7.016125415321e-10       2.474252510279e-13       6.758263885660e-12       2.660949401734e-15       7.771198628222e-13       1.801008238008e-13       7.487640370666e-16 
  244       6.997968019355e-10       2.562291766596e-13       6.969714249028e-12       2.682786981778e-15       7.674329948850e-13       1.780423512803e-13       7.806242587076e-16 
  245       6.979100663030e-10       2.653099577459e-13       7.180386568550e-12       2.704625500719e-15       7.579052100766e-13       1.760053220756e-13       8.120965409045e-16 
  246       6.959530396787e-10       2.746701244953e-13       7.390173141427e-12       2.726462135885e-15       7.485301041621e-13       1.739872406905e-13       8.431877509498e-16 
  247       6.939264570282e-10       2.843121731941e-13       7.598964380468e-12       2.748294025453e-15       7.393008802851e-13       1.719854981806e-13       8.739053940232e-16 
  248       6.918310834819e-10       2.942385655451e-13       7.806648802193e-12       2.770118268223e-15       7.302103441943e-13       1.699973708571e-13       9.042576213300e-16 
  249       6.896677145771e-10       3.044517280070e-13       8.013113014938e-12       2.791931923404e-15       7.212508994703e-13       1.680200189903e-13       9.342532382386e-16 
