# Matter power spectrum P(k) at redshift z=1
# for k=1.01776e-05 to 10.8586 h/Mpc,
# number of wavenumbers equal to 728
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.439978964030e-01       1.293046920737e+03 
       1.471237979760e-01       1.230489816754e+03 
       1.502497084804e-01       1.171790045209e+03 
       1.533756265073e-01       1.118278634112e+03 
       1.565015510793e-01       1.070865129524e+03 
       1.596274814905e-01       1.029791894808e+03 
       1.627534172078e-01       9.948950743319e+02 
       1.658793578107e-01       9.656331131983e+02 
       1.690053029541e-01       9.411229257703e+02 
       1.721312523448e-01       9.202216172387e+02 
       1.752572057270e-01       9.017599667723e+02 
       1.783831628730e-01       8.846565151631e+02 
       1.815091235768e-01       8.678845615093e+02 
       1.846350876502e-01       8.503941068871e+02 
       1.877610549200e-01       8.315075611904e+02 
       1.908870252256e-01       8.108714674084e+02 
       1.940129984178e-01       7.884647890096e+02 
       1.971389743573e-01       7.645365346122e+02 
       2.002649529141e-01       7.396011082940e+02 
       2.033909339662e-01       7.142676611066e+02 
       2.065169173992e-01       6.891888959099e+02 
       2.096429031059e-01       6.649282218394e+02 
       2.127688909852e-01       6.419831570444e+02 
       2.158948809419e-01       6.207417098029e+02 
       2.190208728865e-01       6.014099005860e+02 
       2.221468667345e-01       5.840701725702e+02 
       2.252728624060e-01       5.687183080090e+02 
       2.283988598258e-01       5.551796926278e+02 
       2.315248589224e-01       5.432218259996e+02 
       2.346508596284e-01       5.325063910235e+02 
       2.377768618800e-01       5.226621717695e+02 
       2.409028656166e-01       5.132914869065e+02 
       2.440288707807e-01       5.040723768462e+02 
       2.471548773179e-01       4.946975707756e+02 
       2.502808851764e-01       4.850132737960e+02 
       2.534068943069e-01       4.748824677602e+02 
       2.565329046628e-01       4.643102120718e+02 
       2.596589161994e-01       4.533485046196e+02 
       2.627849288744e-01       4.420804277550e+02 
       2.659109426475e-01       4.306940150035e+02 
       2.690369574800e-01       4.193632805282e+02 
       2.721629733354e-01       4.082676460230e+02 
       2.752889901785e-01       3.976111325274e+02 
       2.784150079759e-01       3.875330757786e+02 
       2.815410266957e-01       3.781320194730e+02 
       2.846670463073e-01       3.694388422210e+02 
       2.877930667814e-01       3.614445582739e+02 
       2.909190880901e-01       3.540984079010e+02 
       2.940451102068e-01       3.473070744815e+02 
       2.971711331056e-01       3.409804565507e+02 
       3.002971567621e-01       3.349975552030e+02 
       3.034231811528e-01       3.292655750783e+02 
       3.065492062550e-01       3.236604854546e+02 
       3.096752320471e-01       3.181012128146e+02 
       3.128012585084e-01       3.125193286252e+02 
       3.159272856188e-01       3.068521399849e+02 
       3.190533133592e-01       3.010907456520e+02 
       3.221793417112e-01       2.952466799392e+02 
       3.253053706570e-01       2.893561114500e+02 
       3.284314001797e-01       2.834673996809e+02 
       3.315574302627e-01       2.776287810351e+02 
       3.346834608904e-01       2.719057761848e+02 
       3.378094920476e-01       2.663404482316e+02 
       3.409355237195e-01       2.609749045274e+02 
       3.440615558922e-01       2.558327856323e+02 
       3.471875885521e-01       2.509398187923e+02 
       3.503136216860e-01       2.463054157366e+02 
       3.534396552813e-01       2.419266036046e+02 
       3.565656893258e-01       2.377742066996e+02 
       3.596917238078e-01       2.338176809916e+02 
       3.628177587159e-01       2.300245287130e+02 
       3.659437940391e-01       2.263480073301e+02 
       3.690698297668e-01       2.227585829213e+02 
       3.721958658889e-01       2.192245896155e+02 
       3.753219023954e-01       2.157315498649e+02 
       3.784479392767e-01       2.122528600770e+02 
       3.815739765236e-01       2.087947141753e+02 
       3.847000141272e-01       2.053504293653e+02 
       3.878260520788e-01       2.019231598161e+02 
       3.909520903699e-01       1.985227564285e+02 
       3.940781289926e-01       1.951575646472e+02 
       3.972041679389e-01       1.918413672257e+02 
       4.003302072013e-01       1.885989571022e+02 
       4.034562467723e-01       1.854410896654e+02 
       4.065822866448e-01       1.823798345925e+02 
       4.097083268118e-01       1.794157212625e+02 
       4.128343672668e-01       1.765490288455e+02 
       4.159604080031e-01       1.737743700599e+02 
       4.190864490144e-01       1.710926371272e+02 
       4.222124902946e-01       1.685007333632e+02 
       4.253385318378e-01       1.659842332968e+02 
       4.284645736381e-01       1.635452424274e+02 
       4.315906156900e-01       1.611649666761e+02 
       4.347166579880e-01       1.588395340774e+02 
       4.378427005269e-01       1.565560272672e+02 
       4.409687433014e-01       1.543072439507e+02 
       4.440947863066e-01       1.520825950076e+02 
       4.472208295377e-01       1.498839259683e+02 
       4.503468729899e-01       1.477082594235e+02 
       4.534729166586e-01       1.455614003785e+02 
       4.565989605393e-01       1.434451243683e+02 
       4.597250046278e-01       1.413558732781e+02 
       4.628510489198e-01       1.393006762381e+02 
       4.659770934112e-01       1.372831593390e+02 
       4.691031380980e-01       1.353055598729e+02 
       4.722291829763e-01       1.333753327598e+02 
       4.753552280423e-01       1.314872172882e+02 
       4.784812732924e-01       1.296551805744e+02 
       4.816073187228e-01       1.278698420410e+02 
       4.847333643302e-01       1.261316865802e+02 
       4.878594101111e-01       1.244349213268e+02 
       4.909854560621e-01       1.227768315948e+02 
       4.941115021801e-01       1.211550266370e+02 
       4.972375484619e-01       1.195617138248e+02 
       5.003635949045e-01       1.179988259361e+02 
       5.034896415047e-01       1.164626678258e+02 
       5.066156882597e-01       1.149509344758e+02 
       5.097417351666e-01       1.134608116669e+02 
       5.128677822226e-01       1.119908922925e+02 
       5.159938294251e-01       1.105399958403e+02 
       5.191198767713e-01       1.091083927260e+02 
       5.222459242587e-01       1.076981244479e+02 
       5.253719718848e-01       1.063111061581e+02 
       5.284980196470e-01       1.049490998329e+02 
       5.316240675430e-01       1.036129771039e+02 
       5.347501155704e-01       1.023026814232e+02 
       5.378761637270e-01       1.010193661116e+02 
       5.410022120104e-01       9.975574594784e+01 
       5.441282604185e-01       9.851748822640e+01 
       5.472543089491e-01       9.730442718544e+01 
       5.503803576002e-01       9.611567859759e+01 
       5.535064063696e-01       9.494926910356e+01 
       5.566324552555e-01       9.380312590120e+01 
       5.597585042558e-01       9.268004847150e+01 
       5.628845533686e-01       9.157571300559e+01 
       5.660106025921e-01       9.048861312343e+01 
       5.691366519245e-01       8.941782654546e+01 
       5.722627013639e-01       8.836325476975e+01 
       5.753887509085e-01       8.732501984796e+01 
       5.785148005568e-01       8.630319077263e+01 
       5.816408503069e-01       8.529728465580e+01 
       5.847669001574e-01       8.430644734673e+01 
       5.878929501065e-01       8.332992061561e+01 
       5.910190001527e-01       8.236734064245e+01 
       5.941450502944e-01       8.141898268907e+01 
       5.972711005302e-01       8.048538908628e+01 
       6.003971508586e-01       7.956751535281e+01 
       6.035232012781e-01       7.866561816560e+01 
       6.066492517874e-01       7.777949160102e+01 
       6.097753023850e-01       7.690846593521e+01 
       6.129013530696e-01       7.605159248047e+01 
       6.160274038398e-01       7.520814505619e+01 
       6.191534546944e-01       7.437771554292e+01 
       6.222795056321e-01       7.356048940138e+01 
       6.254055566517e-01       7.275651928354e+01 
       6.285316077518e-01       7.196559018754e+01 
       6.316576589314e-01       7.118718660745e+01 
       6.347837101892e-01       7.042037422007e+01 
       6.379097615240e-01       6.966426171510e+01 
       6.410358129349e-01       6.891838059769e+01 
       6.441618644205e-01       6.818256168599e+01 
       6.472879159800e-01       6.745712510575e+01 
       6.504139676121e-01       6.674251059331e+01 
       6.535400193159e-01       6.603880531065e+01 
       6.566660710903e-01       6.534567747065e+01 
       6.597921229343e-01       6.466272145061e+01 
       6.629181748469e-01       6.398930377277e+01 
       6.660442268272e-01       6.332510337230e+01 
       6.691702788742e-01       6.267019096935e+01 
       6.722963309870e-01       6.202489050017e+01 
       6.754223831646e-01       6.138947974572e+01 
       6.785484354062e-01       6.076393164673e+01 
       6.816744877109e-01       6.014792550675e+01 
       6.848005400778e-01       5.954086553837e+01 
       6.879265925060e-01       5.894206129154e+01 
       6.910526449948e-01       5.835128787665e+01 
       6.941786975433e-01       5.776840177124e+01 
       6.973047501507e-01       5.719359270317e+01 
       7.004308028162e-01       5.662704441662e+01 
       7.035568555390e-01       5.606869769492e+01 
       7.066829083185e-01       5.551822466600e+01 
       7.098089611537e-01       5.497520690740e+01 
       7.129350140440e-01       5.443911988696e+01 
       7.160610669888e-01       5.390972994110e+01 
       7.191871199871e-01       5.338711348041e+01 
       7.223131730384e-01       5.287148915771e+01 
       7.254392261420e-01       5.236311199317e+01 
       7.285652792972e-01       5.186203228147e+01 
       7.316913325034e-01       5.136792829378e+01 
       7.348173857598e-01       5.088043912846e+01 
       7.379434390658e-01       5.039913824237e+01 
       7.410694924209e-01       4.992378940472e+01 
       7.441955458244e-01       4.945446791220e+01 
       7.473215992756e-01       4.899137147715e+01 
       7.504476527741e-01       4.853460991091e+01 
       7.535737063191e-01       4.808420765169e+01 
       7.566997599102e-01       4.763990965003e+01 
       7.598258135467e-01       4.720127322471e+01 
       7.629518672281e-01       4.676795475366e+01 
       7.660779209538e-01       4.633980837617e+01 
       7.692039747234e-01       4.591685579911e+01 
       7.723300285362e-01       4.549936782967e+01 
       7.754560823917e-01       4.508734751105e+01 
       7.785821362895e-01       4.468063959734e+01 
       7.817081902290e-01       4.427958690058e+01 
       7.848342442097e-01       4.388330284894e+01 
       7.879602982312e-01       4.349164716822e+01 
       7.910863522928e-01       4.310451454176e+01 
       7.942124063943e-01       4.272201654830e+01 
       7.973384605351e-01       4.234407151133e+01 
       8.004645147147e-01       4.197124517526e+01 
       8.035905689326e-01       4.160330110771e+01 
       8.067166231885e-01       4.124003039779e+01 
       8.098426774820e-01       4.088100155156e+01 
       8.129687318124e-01       4.052626488262e+01 
       8.160947861795e-01       4.017549193353e+01 
       8.192208405829e-01       3.982875481852e+01 
