# s8 = 0.8195 
#  k, 0.95*s8, 0.97*s8, 1.*s8, 1.03*s8, 1.05*s8
7.124200000000000671e-05 1.167492561992948197e+02 1.217167591777468516e+02 1.293620567305206066e+02 1.372402059854092897e+02 1.426216675453989353e+02
7.347700000000000140e-05 1.202812237689391566e+02 1.253990065863655019e+02 1.332755942038106980e+02 1.413920778908227476e+02 1.469363426097013132e+02
7.578200000000000051e-05 1.239188776268643295e+02 1.291914370738134892e+02 1.373062355976335880e+02 1.456681853455295368e+02 1.513801247463910329e+02
7.815899999999999486e-05 1.276656270081762017e+02 1.330976049329562443e+02 1.414577584578129859e+02 1.500725359478938117e+02 1.559571786997388472e+02
8.061100000000000459e-05 1.315282903830864427e+02 1.371246187495247000e+02 1.457377178759960543e+02 1.546131448946442219e+02 1.606758339582856649e+02
8.313999999999999342e-05 1.355034585164892178e+02 1.412689242306533970e+02 1.501423363063592262e+02 1.592860045874164996e+02 1.655319257777610744e+02
8.574800000000000640e-05 1.396013591137020455e+02 1.455411842549387416e+02 1.546829463863734304e+02 1.641031378213035623e+02 1.705379483909767373e+02
8.843799999999999589e-05 1.438254014098307039e+02 1.499449531152461930e+02 1.593633256618622625e+02 1.690685521946696497e+02 1.756980665422031791e+02
9.121199999999999339e-05 1.481755854048751928e+02 1.544802308115757512e+02 1.641834741328257223e+02 1.741822477075148186e+02 1.810122802314403430e+02
9.407300000000000547e-05 1.526553203339414893e+02 1.591505716367928187e+02 1.691471693450875193e+02 1.794482319582033085e+02 1.864847542029589818e+02
9.702399999999999805e-05 1.572714246672410354e+02 1.639630841766283993e+02 1.742619663902948162e+02 1.848745201434637977e+02 1.921238179453000043e+02
1.000699999999999957e-04 1.620273076398798651e+02 1.689213227239478954e+02 1.795316428142713505e+02 1.904651198616604688e+02 1.979336362027341352e+02
1.032099999999999961e-04 1.669263784869637561e+02 1.740288415716168231e+02 1.849599761628406895e+02 1.962240387111577604e+02 2.039183737195318997e+02
1.064400000000000041e-04 1.719720464435984866e+02 1.792891950125005849e+02 1.905507439818265709e+02 2.021552842903197700e+02 2.100821952399637951e+02
1.097799999999999959e-04 1.771711299799957544e+02 1.847094916323301845e+02 1.963115013628761574e+02 2.082668717958753462e+02 2.164334302525709575e+02
1.132299999999999984e-04 1.825304475663672861e+02 1.902968400168365122e+02 2.022498033976368390e+02 2.145668164245529113e+02 2.229804082458946084e+02
1.167800000000000034e-04 1.880465899676071331e+02 1.960476858731540233e+02 2.083618725402849066e+02 2.210511105779882541e+02 2.297189644756640803e+02
1.204400000000000056e-04 1.937331941241386630e+02 2.019762463727446971e+02 2.146628189741148844e+02 2.277357846496384468e+02 2.366657579189616456e+02
1.242199999999999999e-04 1.995868508008560980e+02 2.080789672227429890e+02 2.211488651533031771e+02 2.346168310411393634e+02 2.438166238315167789e+02
1.281200000000000134e-04 2.056211969381828339e+02 2.143700655946107361e+02 2.278351212611443373e+02 2.417102801459480474e+02 2.511882211904116957e+02
1.321399999999999918e-04 2.118362325361187004e+02 2.208495414883480521e+02 2.347215872976384787e+02 2.490161319640646127e+02 2.587805499956464246e+02
1.362799999999999895e-04 2.182387760648755091e+02 2.275245034896857135e+02 2.418158183544326789e+02 2.565424016922175383e+02 2.666019397357620164e+02
1.405599999999999959e-04 2.248356459946648158e+02 2.344020601843547240e+02 2.491253695231742995e+02 2.642971045271356729e+02 2.746607198992996928e+02
1.449599999999999945e-04 2.316302515605925123e+02 2.414857658652204861e+02 2.566540183496869645e+02 2.722842480671828866e+02 2.829610552305298938e+02
1.495099999999999966e-04 2.386294112328702681e+02 2.487827291180140321e+02 2.644093199256180355e+02 2.805118475090882271e+02 2.915112752179938980e+02
1.542000000000000076e-04 2.458399434817098381e+02 2.563000585284661383e+02 2.723988293426147038e+02 2.889879180495799460e+02 3.003197093502328130e+02
1.590399999999999952e-04 2.532652575422168582e+02 2.640413083894424631e+02 2.806263241465006786e+02 2.977164672870225104e+02 3.093905223715169654e+02
1.640300000000000135e-04 2.609189903548148095e+02 2.720206958724047013e+02 2.891069145205704558e+02 3.067135256148731628e+02 3.187403732589289120e+02
1.691700000000000083e-04 2.687977326843978858e+02 2.802346666844874790e+02 2.978368229190003262e+02 3.159750854347674363e+02 3.283650972681979283e+02
1.744799999999999964e-04 2.769185307064950621e+02 2.887009922900180072e+02 3.068349370709086656e+02 3.255211847385269834e+02 3.382855181206768407e+02
1.799500000000000101e-04 2.852813844211065657e+02 2.974196726889963429e+02 3.161012569762953603e+02 3.353518235261517475e+02 3.485016358163656491e+02
1.856000000000000119e-04 2.938965215335497305e+02 3.064013707600187786e+02 3.256471152726312539e+02 3.454790245927345609e+02 3.590259445880760154e+02
1.914200000000000070e-04 3.027707605140364535e+02 3.156531950888164033e+02 3.354800670515638785e+02 3.559108031350041301e+02 3.698667739243492179e+02
1.974300000000000122e-04 3.119109198327781201e+02 3.251822542611201357e+02 3.456076674047403117e+02 3.666551743496889344e+02 3.810324533137261369e+02
2.036200000000000054e-04 3.213272271950922914e+02 3.349992111555261545e+02 3.560412489696314537e+02 3.777241610318819767e+02 3.925354769890185480e+02
2.100100000000000035e-04 3.310265010711909213e+02 3.451111743577657194e+02 3.667883668378847233e+02 3.891257783783118498e+02 4.043841744387677863e+02
2.165900000000000117e-04 3.410257876366027858e+02 3.555359153321657573e+02 3.778679087386180413e+02 4.008800643807998654e+02 4.165993693843263372e+02
2.233899999999999872e-04 3.513216776562222776e+02 3.662698797858610078e+02 3.892760971260080964e+02 4.129830114409820681e+02 4.291768970814239310e+02
2.303999999999999896e-04 3.618903064843085531e+02 3.772881876687933413e+02 4.009864891792892649e+02 4.254065663703080418e+02 4.420876043201664061e+02
2.376199999999999916e-04 3.728339511740365992e+02 3.886974677669263087e+02 4.131124112731707214e+02 4.382709571197067930e+02 4.554564334286707776e+02
2.450800000000000049e-04 3.840503346722314291e+02 4.003910912942964160e+02 4.255405370329434049e+02 4.514559557382495996e+02 4.691584420788201442e+02
2.527599999999999856e-04 3.956417340320678591e+02 4.124756870368672708e+02 4.383841928333163196e+02 4.650817901768652973e+02 4.833185725987312367e+02
2.606899999999999994e-04 4.075740569024878823e+02 4.249157120659843940e+02 4.516056032160531117e+02 4.791083844519106947e+02 4.978951775456984592e+02
2.688699999999999922e-04 4.198473032834913283e+02 4.377111663816477289e+02 4.652047681811537814e+02 4.935357385633861327e+02 5.128882569197221528e+02
2.773100000000000131e-04 4.324955655261364313e+02 4.508975929125116977e+02 4.792194631868548527e+02 5.084039284949342914e+02 5.283394581635074019e+02
2.860000000000000129e-04 4.455188436304234187e+02 4.644749916585766414e+02 4.936496882331560982e+02 5.237129542465553413e+02 5.442487812770546043e+02
2.949800000000000252e-04 4.589512299474104680e+02 4.784789055484972096e+02 5.085332187782941560e+02 5.395028918018923605e+02 5.606578737030694128e+02
3.042300000000000061e-04 4.727586321260393447e+02 4.928737916536181274e+02 5.238322793640325017e+02 5.557336651773021003e+02 5.775250879988458337e+02
3.137699999999999994e-04 4.870092348684265176e+02 5.077307358312493193e+02 5.396224209068437858e+02 5.724854263400706031e+02 5.949337190497953998e+02
3.236199999999999949e-04 5.016689458235140364e+02 5.230141951527360789e+02 5.558658679484919958e+02 5.897180993065551320e+02 6.128421194132124583e+02
3.337699999999999977e-04 5.167377649913015603e+02 5.387241696180783492e+02 5.725626204889769042e+02 6.074316840767554595e+02 6.312502890890968956e+02
3.442399999999999974e-04 5.322838770739057281e+02 5.549317450845851454e+02 5.897882294447709910e+02 6.257063326179575142e+02 6.502415229628600173e+02
3.550399999999999888e-04 5.482731897202685332e+02 5.716013786236019314e+02 6.075049193576383004e+02 6.445019689465185593e+02 6.697741735917962842e+02
3.661700000000000263e-04 5.647738876325065576e+02 5.888041560924381201e+02 6.257882411440515398e+02 6.638987450297242958e+02 6.899315358613167746e+02
3.776599999999999857e-04 5.817177861085028781e+02 6.064689916337842988e+02 6.445626438875376607e+02 6.838165089002887953e+02 7.106303148860102965e+02
3.895099999999999756e-04 5.991730698503744179e+02 6.246669711049498801e+02 6.639036785045700526e+02 7.043354125254982137e+02 7.319538055512884966e+02
4.017199999999999959e-04 6.171738312091792977e+02 6.434336374345892864e+02 6.838491204533843302e+02 7.254955318889954015e+02 7.539436552998561183e+02
4.143300000000000260e-04 6.356859778338592832e+02 6.627334476940480954e+02 7.043611942757445377e+02 7.472567910071372808e+02 7.765582166890081908e+02
4.273200000000000219e-04 6.547436020754730635e+02 6.826019448119808430e+02 7.254776754298870856e+02 7.696592658635672706e+02 7.998391371614503669e+02
4.407300000000000171e-04 6.743467039340201836e+02 7.030391287883875293e+02 7.471985639158117465e+02 7.927029564582848025e+02 8.237864167171825329e+02
4.545500000000000170e-04 6.945634681116174534e+02 7.241160854805771123e+02 7.695994106499916825e+02 8.164680147585759187e+02 8.484833502416158808e+02
4.688100000000000058e-04 7.153257099061480631e+02 7.457617290312407476e+02 7.926046647159535041e+02 8.408742887971551454e+02 8.738466428493388776e+02
4.835199999999999785e-04 7.367357063707875113e+02 7.680826882263424977e+02 8.163276524884070113e+02 8.660420065249511481e+02 9.000012368684689363e+02
4.986899999999999840e-04 7.587593651544767681e+02 7.910434201372270309e+02 8.407305985091155662e+02 8.919310919583207351e+02 9.269054848563001769e+02
5.143300000000000172e-04 7.814307786082747498e+02 8.146794676925492240e+02 8.658512782363155793e+02 9.185816210809073254e+02 9.546010342555380248e+02
5.304599999999999593e-04 8.047499467321813427e+02 8.389908308923095319e+02 8.916896916700070506e+02 9.459935938927102370e+02 9.830878850661827073e+02
5.471000000000000169e-04 8.287509618772544400e+02 8.640130526651622631e+02 9.182836142684262768e+02 9.742070863773732299e+02 1.012407684730939991e+03
5.642600000000000220e-04 8.534338240434948375e+02 8.897461330111071902e+02 9.456330460315731443e+02 1.003222098534895963e+03 1.042560433249809648e+03
5.819700000000000133e-04 8.788667179330186627e+02 9.162611577874538398e+02 9.738135378759207015e+02 1.033118782332564479e+03 1.073629425508202530e+03
6.002200000000000504e-04 9.050155511947673403e+02 9.435225840655476759e+02 1.002787314343232424e+03 1.063857061786735585e+03 1.105573014063414121e+03
6.190500000000000039e-04 9.319144161797999004e+02 9.715659547740427797e+02 1.032592150891744950e+03 1.095477012881052133e+03 1.138432846358148936e+03
6.384700000000000314e-04 9.595974052391741225e+02 1.000426812841594369e+03 1.063265822979694349e+03 1.128018711599157768e+03 1.172250569835113083e+03
6.585000000000000141e-04 9.880645183728905749e+02 1.030105158268202331e+03 1.094808330607080961e+03 1.161482157941052037e+03 1.207026184494306563e+03
6.791500000000000011e-04 1.017349847932006810e+03 1.060636533982521314e+03 1.127257449232140516e+03 1.195907427890377676e+03 1.242801337778435027e+03
7.004599999999999715e-04 1.047453393916523737e+03 1.092020939984550523e+03 1.160613178854873695e+03 1.231294521447135594e+03 1.279576029687498476e+03
7.224300000000000339e-04 1.078443341028557143e+03 1.124329462131600849e+03 1.194951070391753092e+03 1.267723590578610811e+03 1.317433555106907988e+03
7.450900000000000101e-04 1.110319689268107595e+03 1.157562100423670472e+03 1.230271123842778707e+03 1.305194635284803780e+03 1.356373914036663564e+03
7.684599999999999981e-04 1.143082438635175322e+03 1.191718854860760530e+03 1.266573339207950085e+03 1.343707655565714731e+03 1.396397106476764975e+03
7.925700000000000366e-04 1.176765681480817648e+03 1.226835268371525217e+03 1.303895491945504546e+03 1.383302727404985717e+03 1.437544779869918784e+03
8.174299999999999579e-04 1.211369417805035482e+03 1.262911340955964533e+03 1.342237582055441180e+03 1.423979850802617420e+03 1.479816934216124082e+03
8.430799999999999579e-04 1.246995924661003983e+03 1.300053701400042655e+03 1.381712935912469675e+03 1.465859253709538962e+03 1.523338511843497599e+03
8.695200000000000368e-04 1.283577017346605771e+03 1.338191263846450511e+03 1.422246002600117208e+03 1.508860784158464185e+03 1.568026217866629167e+03
8.968000000000000060e-04 1.321180880563957771e+03 1.377395114152496262e+03 1.463912333034856374e+03 1.553064594116678791e+03 1.613963347170928955e+03
9.249300000000000230e-04 1.359841606664118217e+03 1.417700795246835469e+03 1.506749702674923583e+03 1.598510759567826199e+03 1.661191547199103525e+03
9.539400000000000180e-04 1.399559195647087563e+03 1.459108307129468130e+03 1.550758111520318835e+03 1.645199280511906636e+03 1.709710817951151739e+03
9.838699999999999703e-04 1.440367739863923589e+03 1.501653192729048442e+03 1.595975335029278540e+03 1.693170232932561703e+03 1.759562806869779706e+03
1.014700000000000107e-03 1.482301331665685439e+03 1.545370994974231280e+03 1.642439148660039564e+03 1.742463692813435728e+03 1.810789161397693533e+03
1.046599999999999961e-03 1.525359971052372657e+03 1.590261713865016191e+03 1.690149552412601452e+03 1.793079660154528710e+03 1.863389881534892993e+03
1.079400000000000108e-03 1.569611842726101941e+03 1.636396435258713836e+03 1.739182097203436797e+03 1.845098286923126125e+03 1.917448262166789164e+03
1.113300000000000010e-03 1.615022854335814145e+03 1.683739616226667977e+03 1.789499007574308962e+03 1.898479497135584552e+03 1.972922655850675937e+03
1.148200000000000045e-03 1.661661190583626876e+03 1.732362342626188138e+03 1.841175834441692132e+03 1.953303442759191057e+03 2.029896357471965530e+03
1.184200000000000053e-03 1.709560943820598823e+03 1.782300157385928969e+03 1.894250353263821125e+03 2.009610199777587468e+03 2.088411014473362684e+03
1.221300000000000033e-03 1.758722114046729075e+03 1.833553060505891608e+03 1.948722564040696852e+03 2.067399768190774921e+03 2.148466626854868537e+03
1.259600000000000043e-03 1.809178793613076550e+03 1.886156594914729567e+03 2.004630242230555496e+03 2.126712223982396154e+03 2.210104842059187831e+03
1.299199999999999921e-03 1.860930982519640338e+03 1.940110760612442846e+03 2.061973387833396828e+03 2.187547567152450938e+03 2.273325660086320113e+03
1.339899999999999989e-03 1.914046865468538499e+03 1.995486643456341199e+03 2.120827551765693443e+03 2.249985949668224748e+03 2.338212375821677142e+03
1.381899999999999925e-03 1.968560534810828585e+03 2.052319786375078820e+03 2.181230509485682433e+03 2.314067447513361003e+03 2.404806636707965026e+03
1.425300000000000004e-03 2.024437898195452590e+03 2.110574646440001288e+03 2.243144485535127842e+03 2.379751984704217193e+03 2.473066795302478113e+03
1.469999999999999953e-03 2.081747140324526754e+03 2.170322309508418130e+03 2.306645030830500218e+03 2.447119713208077883e+03 2.543076146490626797e+03
1.516100000000000043e-03 2.140522353549109994e+03 2.231598318508983539e+03 2.371769920830038700e+03 2.516210709008588765e+03 2.614876337715117643e+03
1.563699999999999899e-03 2.200729445518143166e+03 2.294367130513042412e+03 2.438481380075504603e+03 2.586984896122103692e+03 2.688425721533244541e+03
1.612699999999999897e-03 2.262470693284801655e+03 2.358735374306559606e+03 2.506892734941608978e+03 2.659562502499552011e+03 2.763849240273123542e+03
1.663299999999999935e-03 2.325712004498027454e+03 2.424667506960880019e+03 2.576966209970114051e+03 2.733903452157293032e+03 2.841105246492050810e+03
1.715500000000000011e-03 2.390487471508878571e+03 2.492199071404658298e+03 2.648739580619256685e+03 2.810047821078969264e+03 2.920235387632730180e+03
1.769299999999999909e-03 2.456831186668413920e+03 2.561365610566549549e+03 2.722250622347272838e+03 2.888035685248222308e+03 3.001281311137868215e+03
1.824799999999999903e-03 2.524777242327691056e+03 2.632202667375207966e+03 2.797537110612400284e+03 2.967907120648695127e+03 3.084284664450171022e+03
1.882100000000000049e-03 2.594291546135651970e+03 2.704674698901978445e+03 2.874561269956400793e+03 3.049622051296745212e+03 3.169203800126932492e+03
1.941100000000000074e-03 2.665442282794413586e+03 2.778852791004170285e+03 2.953398651295748550e+03 3.133260629159660311e+03 3.256122013053563023e+03
2.001999999999999873e-03 2.738263544655033456e+03 2.854772486610439046e+03 3.034087030088679512e+03 3.218862930221080660e+03 3.345080950672769632e+03
2.064799999999999882e-03 2.812687147015396022e+03 2.932362699863474973e+03 3.116550855418721312e+03 3.306348802513721694e+03 3.435997318099140557e+03
2.129600000000000156e-03 2.888849459279733765e+03 3.011765602477896209e+03 3.200941229118818228e+03 3.395878549972153905e+03 3.529037705103497046e+03
2.196399999999999828e-03 2.966648204394871300e+03 3.092874565667739716e+03 3.287144824814262847e+03 3.487331944645452040e+03 3.624077169357724415e+03
2.265300000000000039e-03 3.046151567062926915e+03 3.175760675290313884e+03 3.375237193421526172e+03 3.580789138500896570e+03 3.721199005747232604e+03
2.336299999999999922e-03 3.127393639634957708e+03 3.260459474274274271e+03 3.465256110398845976e+03 3.676290207522134097e+03 3.820444861714727267e+03
2.409600000000000023e-03 3.210340329759906126e+03 3.346935419690965773e+03 3.557163800287984941e+03 3.773795075725522111e+03 3.921773089817503660e+03
2.485199999999999909e-03 3.294991637437770805e+03 3.435188511540387026e+03 3.650960263088942611e+03 3.873303743111059703e+03 4.025183690055559509e+03
2.563199999999999854e-03 3.381415747370670033e+03 3.525289835679849148e+03 3.746721049718194081e+03 3.974896361646031437e+03 4.130759957314308849e+03
2.643599999999999856e-03 3.469578567207544893e+03 3.617203849180697034e+03 3.844408384717501121e+03 4.078532855346796168e+03 4.238460244151044208e+03
2.726500000000000191e-03 3.559241450490986608e+03 3.710681751542347683e+03 3.943757839879209314e+03 4.183932692327853147e+03 4.347993018466827380e+03
2.811999999999999830e-03 3.650949874837928292e+03 3.806292229623275944e+03 4.045373822535100317e+03 4.291737088327487982e+03 4.460024639344948810e+03
2.900199999999999913e-03 3.744362916737787145e+03 3.903679854136935774e+03 4.148878578102811844e+03 4.401545283509271940e+03 4.574138632358350151e+03
2.991199999999999849e-03 3.839480576190563625e+03 4.002844625083325354e+03 4.254272106582341621e+03 4.513357277873207750e+03 4.690334997507033222e+03
3.085000000000000069e-03 3.935961929685674022e+03 4.103431113175901373e+03 4.361176653391326909e+03 4.626772311582860311e+03 4.808197260363939677e+03
3.181799999999999819e-03 4.034488824244284388e+03 4.206150176987753184e+03 4.470347727694496825e+03 4.742591904311092549e+03 4.928558369783183480e+03
3.281599999999999968e-03 4.134379412845229126e+03 4.310290957945790069e+03 4.581029820327124071e+03 4.860014536385046085e+03 5.050585376910653395e+03
3.384600000000000195e-03 4.236315542509673833e+03 4.416564314623105020e+03 4.693978440453931398e+03 4.979841727477576569e+03 5.175111230600459749e+03
3.490699999999999793e-03 4.339615366216451548e+03 4.524259388446605044e+03 4.808438078910196964e+03 5.101271957915828352e+03 5.301302981998491305e+03
3.600200000000000015e-03 4.444619807476147798e+03 4.633731608702834819e+03 4.924786490278281235e+03 5.224705987536227440e+03 5.429577105531804591e+03
3.713199999999999834e-03 4.550987942778177967e+03 4.744625546105248759e+03 5.042645919975818288e+03 5.349743056502347827e+03 5.559517126773341261e+03
