# s8 = 0.8195 
#  k, 0.95*s8, 0.97*s8, 1.*s8, 1.03*s8, 1.05*s8
9.407300000000000547e-05 1.022942048070938910e+02 1.066466673717391984e+02 1.133453792876386643e+02 1.202481128862558535e+02 1.249632806646215926e+02
9.702399999999999805e-05 1.053874525304519665e+02 1.098715280730219064e+02 1.167728005877584110e+02 1.238842641435528975e+02 1.287420126480036231e+02
1.000699999999999957e-04 1.085743658052558800e+02 1.131940396522606989e+02 1.203040064324165144e+02 1.276305204241506743e+02 1.326351670917391914e+02
1.032099999999999961e-04 1.118572291571507122e+02 1.166165838381862727e+02 1.239415281519675460e+02 1.314895672164223868e+02 1.366455347875442214e+02
1.064400000000000041e-04 1.152383271117814161e+02 1.201415423595292111e+02 1.276878970767661201e+02 1.354640900087411524e+02 1.407759065271346230e+02
1.097799999999999959e-04 1.187222287204380677e+02 1.237736786737508510e+02 1.315481758675213655e+02 1.395594597778534194e+02 1.450318638939423010e+02
1.132299999999999984e-04 1.223135030344106724e+02 1.275177562383124439e+02 1.355274271849425816e+02 1.437810475005055366e+02 1.494189884713991887e+02
1.167800000000000034e-04 1.260098655280542488e+02 1.313713933244833356e+02 1.396231196986750547e+02 1.481261676883243581e+02 1.539344894677892626e+02
1.204400000000000056e-04 1.298204543039488215e+02 1.353441168471861147e+02 1.438453787301372131e+02 1.526055622948025530e+02 1.585895300499762470e+02
1.242199999999999999e-04 1.337429848364494376e+02 1.394335450776900700e+02 1.481916729489744569e+02 1.572165458315670037e+02 1.633813194262443460e+02
1.281200000000000134e-04 1.377865952281361785e+02 1.436492049309178185e+02 1.526721276766051574e+02 1.619698602521104078e+02 1.683210207634571987e+02
1.321399999999999918e-04 1.419512854790089875e+02 1.479910964068693318e+02 1.572867429130293715e+02 1.668655055564328222e+02 1.734086340616148902e+02
1.362799999999999895e-04 1.462416246403579692e+02 1.524639829630058614e+02 1.620405813189561854e+02 1.719088527212805957e+02 1.786497409041491835e+02
1.405599999999999959e-04 1.506621817634730860e+02 1.570726280567887443e+02 1.669387055550948560e+02 1.771052727234001338e+02 1.840499228744920686e+02
1.449599999999999945e-04 1.552152413739994472e+02 1.618194134169485778e+02 1.719836469517999262e+02 1.824574510511645542e+02 1.896119707643593983e+02
1.495099999999999966e-04 1.599053725232270153e+02 1.667091025009466136e+02 1.771804681697806245e+02 1.879707586813203193e+02 1.953414661571831914e+02
1.542000000000000076e-04 1.647371442624459235e+02 1.717464587662441602e+02 1.825342318697461508e+02 1.936505665906136642e+02 2.012439906363951536e+02
1.590399999999999952e-04 1.697128411173010818e+02 1.769338639415718433e+02 1.880474693820510481e+02 1.994995602674179622e+02 2.073223349937112516e+02
1.640300000000000135e-04 1.748416011903726428e+02 1.822808449418521946e+02 1.937303060281137448e+02 2.055284816652258542e+02 2.135876623959954088e+02
1.691700000000000083e-04 1.801211399560156110e+02 1.877850200383547019e+02 1.995802104775796408e+02 2.117346452956641656e+02 2.200371820515315164e+02
1.744799999999999964e-04 1.855628800424550491e+02 1.934582978747323239e+02 2.056098393822216224e+02 2.181314786005989390e+02 2.266848479188993508e+02
1.799500000000000101e-04 1.911668214496909002e+02 1.993006784509852594e+02 2.118191927420397747e+02 2.247189815800299755e+02 2.335306599980988835e+02
1.856000000000000119e-04 1.969398177546583213e+02 2.053193069533052721e+02 2.182158645480978123e+02 2.315052106990769687e+02 2.405829906642778440e+02
1.914200000000000070e-04 2.028864380086473318e+02 2.115189468391537559e+02 2.248049174611050773e+02 2.384955369344863811e+02 2.478474215008683643e+02
1.974300000000000122e-04 2.090112512629479227e+02 2.179043615659919340e+02 2.315914141417705707e+02 2.456953312630043911e+02 2.553295340913020368e+02
2.036200000000000054e-04 2.153211110944951940e+02 2.244826963200116836e+02 2.385829485811581492e+02 2.531126501497506638e+02 2.630377008107267898e+02
2.100100000000000035e-04 2.218205865545792506e+02 2.312587145586743986e+02 2.457845834399770695e+02 2.607528645714716049e+02 2.709775032425746417e+02
2.165900000000000117e-04 2.285211002714250412e+02 2.382443249256331228e+02 2.532089753700000756e+02 2.686294019700330864e+02 2.791628953454250563e+02
2.233899999999999872e-04 2.354203677193877127e+02 2.454371456921572303e+02 2.608535930408728518e+02 2.767395768570619907e+02 2.875910863275622660e+02
2.303999999999999896e-04 2.425023972189520407e+02 2.528205047571324258e+02 2.687007171401131131e+02 2.850645908139459266e+02 2.962425406469745894e+02
2.376199999999999916e-04 2.498357245394686288e+02 2.604658539824775971e+02 2.768262875783585741e+02 2.936850084918805237e+02 3.052009820551402868e+02
2.450800000000000049e-04 2.573518139115868735e+02 2.683017415062737996e+02 2.851543644449715771e+02 3.025202652396703797e+02 3.143826868005812116e+02
2.527599999999999856e-04 2.651192011046573498e+02 2.763996191904400348e+02 2.937608876505899502e+02 3.116509257085108402e+02 3.238713786347753967e+02
2.606899999999999994e-04 2.731150408622300461e+02 2.847356697476701015e+02 3.026205438916675803e+02 3.210501350146701043e+02 3.336391496405634598e+02
2.688699999999999922e-04 2.813393331843047349e+02 2.933098931779637724e+02 3.117333331682046946e+02 3.307178931581482857e+02 3.436859998179456284e+02
2.773100000000000131e-04 2.898149233273316554e+02 3.021461067686274760e+02 3.211245687837469518e+02 3.406810550226771852e+02 3.540398370840810571e+02
2.860000000000000129e-04 2.985418112913108644e+02 3.112443105196613828e+02 3.307942507382945792e+02 3.509396206082566891e+02 3.647006614389698029e+02
2.949800000000000252e-04 3.075428423326926577e+02 3.206283217183718079e+02 3.407676923353934626e+02 3.615204447986189393e+02 3.756963807997713047e+02
3.042300000000000061e-04 3.167951711950266827e+02 3.302743230774522090e+02 3.510195802714977162e+02 3.723966727100319076e+02 3.869990872493261804e+02
3.137699999999999994e-04 3.263444883912133605e+02 3.402299491715153863e+02 3.616005411536989413e+02 3.836220141099592524e+02 3.986645966219531942e+02
3.236199999999999949e-04 3.361679486648025659e+02 3.504713827132550819e+02 3.724852616784515931e+02 3.951696141146693435e+02 4.106650010004929072e+02
3.337699999999999977e-04 3.462655520157942419e+02 3.609986237026713525e+02 3.836737418457555009e+02 4.070394727241618966e+02 4.230003003849453194e+02
3.442399999999999974e-04 3.566829889570888099e+02 3.718593067143766575e+02 3.952166082627023229e+02 4.192852997059008544e+02 4.357263106096293086e+02
3.550399999999999888e-04 3.673974142322361445e+02 3.830296144610648525e+02 4.070885476257464575e+02 4.318802401761544729e+02 4.488151237573854360e+02
3.661700000000000263e-04 3.784545183541365532e+02 3.945571815173485675e+02 4.193401865419796195e+02 4.448780039023861832e+02 4.623225556625324657e+02
3.776599999999999857e-04 3.898086108098896716e+02 4.063943733086151155e+02 4.319208984043098098e+02 4.582248811171322700e+02 4.761927904907515199e+02
3.895099999999999756e-04 4.015053821123958642e+02 4.185888244094773540e+02 4.448813098198292550e+02 4.719745815878567896e+02 4.904816440763618175e+02
4.017199999999999959e-04 4.135676775181054268e+02 4.311643521072414273e+02 4.582467340920834999e+02 4.861539601982914860e+02 5.052170243365220585e+02
4.143300000000000260e-04 4.259726517705679498e+02 4.440971391146009637e+02 4.719918579175268292e+02 5.007361620647042741e+02 5.203710233540732588e+02
4.273200000000000219e-04 4.387431501262339566e+02 4.574110027188627896e+02 4.861419945997052423e+02 5.157480420708272959e+02 5.359715490461751415e+02
4.407300000000000171e-04 4.518791725851033334e+02 4.711059429200262798e+02 5.006971441386185688e+02 5.311896002166604376e+02 5.520186014128269107e+02
4.545500000000000170e-04 4.654264096600762173e+02 4.852295942927044052e+02 5.157079331413588079e+02 5.471145462696674713e+02 5.685679962883481267e+02
4.688100000000000058e-04 4.793391708382525849e+02 4.997343222622846497e+02 5.311237350008339035e+02 5.634691704623846817e+02 5.855639178384193428e+02
4.835199999999999785e-04 4.936859918889829260e+02 5.146915786906859012e+02 5.470204896276817408e+02 5.803340374460077555e+02 6.030900898145193878e+02
4.986899999999999840e-04 5.084440275558168878e+02 5.300775462906019584e+02 5.633728837183566611e+02 5.976822923368046077e+02 6.211186042994883110e+02
5.143300000000000172e-04 5.236361230952047663e+02 5.459160423493385679e+02 5.802062305764043231e+02 6.155407900185073231e+02 6.396773692104857219e+02
5.304599999999999593e-04 5.392622785071467888e+02 5.622070668668968665e+02 5.975205302018246130e+02 6.339095304911156745e+02 6.587663845475117341e+02
5.471000000000000169e-04 5.553453390480926828e+02 5.789744371305822597e+02 6.153410958981637577e+02 6.528153686383618606e+02 6.784135582277256162e+02
5.642600000000000220e-04 5.718853047180430167e+02 5.962181531403950885e+02 6.336679276654215300e+02 6.722583044602456539e+02 6.986188902511274819e+02
5.819700000000000133e-04 5.889278660298978139e+02 6.139858494709483239e+02 6.525516521106900427e+02 6.922920477242311108e+02 7.194381964520357542e+02
6.002200000000000504e-04 6.064501777272068921e+02 6.322537088349351961e+02 6.719669559304229551e+02 7.128897435465858052e+02 7.408435689132916195e+02
6.190500000000000039e-04 6.244750850664206610e+02 6.510455485196621339e+02 6.919391524281668353e+02 7.340782468110420496e+02 7.628629155520540053e+02
6.384700000000000314e-04 6.430254333039889616e+02 6.703851858124355658e+02 7.124935549074670007e+02 7.558844124013317014e+02 7.855241442854824072e+02
6.585000000000000141e-04 6.621012224399123625e+02 6.902726207132557192e+02 7.336301633683237924e+02 7.783082403174547608e+02 8.088272551135768254e+02
6.791500000000000011e-04 6.817252977306402499e+02 7.107316705094289091e+02 7.553742911142829826e+02 8.013765854431426305e+02 8.328001559534969829e+02
7.004599999999999715e-04 7.018976591761735335e+02 7.317623352009546807e+02 7.777259381453446849e+02 8.250894477783962202e+02 8.574428468052424250e+02
7.224300000000000339e-04 7.226639972894121229e+02 7.534122493624465733e+02 8.007357310686006713e+02 8.495005370906784492e+02 8.828111435031323708e+02
7.450900000000000101e-04 7.440243120703560180e+02 7.756814129939039049e+02 8.244036698840511690e+02 8.746098533799897723e+02 9.089050460471662518e+02
7.684599999999999981e-04 7.659786035190055600e+02 7.985698260953266754e+02 8.487297545916959507e+02 9.004173966463300758e+02 9.357245544373445227e+02
7.925700000000000366e-04 7.885497168918104762e+02 8.221013059540215409e+02 8.737392984950806749e+02 9.269500217734312173e+02 9.632975765908266794e+02
8.174299999999999579e-04 8.117376521887708805e+02 8.462758525699885013e+02 8.994323015942060238e+02 9.542077287612930832e+02 9.916241125076123808e+02
8.430799999999999579e-04 8.356109451792378877e+02 8.711649178051465015e+02 9.258847037997093139e+02 9.822710822611119283e+02 1.020787885939179546e+03
8.695200000000000368e-04 8.601239053503104515e+02 8.967208670848832526e+02 9.530458785044988872e+02 1.011086372505423014e+03 1.050733081051210320e+03
8.968000000000000060e-04 8.853222232148892772e+02 9.229913349838107024e+02 9.809664523156665155e+02 1.040707309261690625e+03 1.081515513678022444e+03
9.249300000000000230e-04 9.112287440294244334e+02 9.500001387892359617e+02 1.009671738536758312e+03 1.071160747413646732e+03 1.113163091736776096e+03
9.539400000000000180e-04 9.378434677939159201e+02 9.777472785011586893e+02 1.039161737167773708e+03 1.102446686961291562e+03 1.145675815227471048e+03
9.838699999999999703e-04 9.651892397648142605e+02 1.006256571406885200e+03 1.069461761512259500e+03 1.134591982788356063e+03 1.179081592067266456e+03
1.014700000000000107e-03 9.932889051985692959e+02 1.035551834793722037e+03 1.100597124873761231e+03 1.167623489778573230e+03 1.213408330173321701e+03
1.046599999999999961e-03 1.022142464095181481e+03 1.065633068661668858e+03 1.132567827252278676e+03 1.201541207931942608e+03 1.248656029545637466e+03
1.079400000000000108e-03 1.051795606967551066e+03 1.096547907585339090e+03 1.165424495254904059e+03 1.236398847015927686e+03 1.284880506018531833e+03
1.113300000000000010e-03 1.082225488559227188e+03 1.128272534277425848e+03 1.199141815578090927e+03 1.272169552146796832e+03 1.322053851674845191e+03
1.148200000000000045e-03 1.113477799383110778e+03 1.160854583312541990e+03 1.233770414828931735e+03 1.308907033092013762e+03 1.360231882348897443e+03
1.184200000000000053e-03 1.145575384695652474e+03 1.194317871977993491e+03 1.269335606310972253e+03 1.346638144735309879e+03 1.399442505957846606e+03
1.221300000000000033e-03 1.178518244496851594e+03 1.228662400273781259e+03 1.305837390024212255e+03 1.385362887076686320e+03 1.439685722501694045e+03
1.259600000000000043e-03 1.212329224043158547e+03 1.263911985487211041e+03 1.343301079272197740e+03 1.425108114999874715e+03 1.480989439897598004e+03
1.299199999999999921e-03 1.247008323334573333e+03 1.300066627618282382e+03 1.381726674054928935e+03 1.465873828504874155e+03 1.523353658145559166e+03
1.339899999999999989e-03 1.282601232883996545e+03 1.337173961241609277e+03 1.421164800979497613e+03 1.507713737359149263e+03 1.566834193079896068e+03
1.381899999999999925e-03 1.319130797947878136e+03 1.375257803644497017e+03 1.461640773349449546e+03 1.550654696446430989e+03 1.611458952617768091e+03
1.425300000000000004e-03 1.356574173269768607e+03 1.414294337539639855e+03 1.503129277861239188e+03 1.594669850882988840e+03 1.657200028842016309e+03
1.469999999999999953e-03 1.394977049362566959e+03 1.454331197501650195e+03 1.545680941121957403e+03 1.639812910436285165e+03 1.704113237586958576e+03
1.516100000000000043e-03 1.434362271482724736e+03 1.495392200817834691e+03 1.589321076435152236e+03 1.686110729990052960e+03 1.752226486769755184e+03
1.563699999999999899e-03 1.474706994373791076e+03 1.537453530200886007e+03 1.634024370497275186e+03 1.733536454660559457e+03 1.801511868473246295e+03
1.612699999999999897e-03 1.516079753805116525e+03 1.580586637512725019e+03 1.679866763218966071e+03 1.782170649099000912e+03 1.852053106448909602e+03
1.663299999999999935e-03 1.558457704520251582e+03 1.624767705466043935e+03 1.726822941296677755e+03 1.831986458421645011e+03 1.903822292779587315e+03
1.715500000000000011e-03 1.601863691775645293e+03 1.670020551348149638e+03 1.774918218033956464e+03 1.883010737512224296e+03 1.956847335382436768e+03
1.769299999999999909e-03 1.646320560827749205e+03 1.716368992446348102e+03 1.824177906734348198e+03 1.935270341254469940e+03 2.011156142174618708e+03
1.824799999999999903e-03 1.691851156933012817e+03 1.763836846047946665e+03 1.874627320701399185e+03 1.988792124532114258e+03 2.066776621073292517e+03
1.882100000000000049e-03 1.738432634834985720e+03 1.812400294865637989e+03 1.926241146631562970e+03 2.043549232461424936e+03 2.123680864161298814e+03
1.941100000000000074e-03 1.786110685046568506e+03 1.862106973474034930e+03 1.979070011131931778e+03 2.099595374809866826e+03 2.181924687272954998e+03
2.001999999999999873e-03 1.834908152824211811e+03 1.912980699160444146e+03 2.033139227506052066e+03 2.156957406461170649e+03 2.241535998325422042e+03
2.064799999999999882e-03 1.884779347655014817e+03 1.964973837350253234e+03 2.088398169146830696e+03 2.215581617647872463e+03 2.302458981484381184e+03
2.129600000000000156e-03 1.935815650564778252e+03 2.018181657192686316e+03 2.144948089268451895e+03 2.275575427904900607e+03 2.364805268418468586e+03
2.196399999999999828e-03 1.987948525784151343e+03 2.072532706825826153e+03 2.202713047960278345e+03 2.336858272581059737e+03 2.428491135376207239e+03
2.265300000000000039e-03 2.041223663826035136e+03 2.128074620824284466e+03 2.261743671829401592e+03 2.399483861443812657e+03 2.493572398191915454e+03
2.336299999999999922e-03 2.095663909946879357e+03 2.184831216475367455e+03 2.322065274179367862e+03 2.463479049376890998e+03 2.560076964782752839e+03
2.409600000000000023e-03 2.151246418890234054e+03 2.242778676491769602e+03 2.383652541706630927e+03 2.528816981496564495e+03 2.627976927231560694e+03
2.485199999999999909e-03 2.207971190656099225e+03 2.301917000873489087e+03 2.446505474411190335e+03 2.595497657802831782e+03 2.697272285538337201e+03
2.563199999999999854e-03 2.265883915757375235e+03 2.362293824195141042e+03 2.510674698900138992e+03 2.663574788063157030e+03 2.768018855537402942e+03
2.643599999999999856e-03 2.324961748937611901e+03 2.423885329169417219e+03 2.576134901869930218e+03 2.733021517393808608e+03 2.840188729311597399e+03
2.726500000000000191e-03 2.385044773401657494e+03 2.486524794785173981e+03 2.642708890195742242e+03 2.803649861608662832e+03 2.913586551440805579e+03
2.811999999999999830e-03 2.446498513252715384e+03 2.550593297639313278e+03 2.710801676734310604e+03 2.875889498847430332e+03 2.988658848599578050e+03
2.900199999999999913e-03 2.509094515926284203e+03 2.615852664858770822e+03 2.780160128450175762e+03 2.949471880272791168e+03 3.065126541616319173e+03
2.991199999999999849e-03 2.572832781422362132e+03 2.682302896443546615e+03 2.850784245343338171e+03 3.024397005884747159e+03 3.142989630491030766e+03
3.085000000000000069e-03 2.637484857176449168e+03 2.749705819520578189e+03 2.922420894378336925e+03 3.100396326845978365e+03 3.221969036052116735e+03
3.181799999999999819e-03 2.703507648317548956e+03 2.818537779835990932e+03 2.995576341626092926e+03 3.178006940831121938e+03 3.302622916642767450e+03
3.281599999999999968e-03 2.770444249716656486e+03 2.888322431643659911e+03 3.069744321015686637e+03 3.256691750165542089e+03 3.384393113919794814e+03
3.384600000000000195e-03 2.838751566502777223e+03 2.959536120689710060e+03 3.145431098618035321e+03 3.336987852523874608e+03 3.467837786226384651e+03
3.490699999999999793e-03 2.907972693546904793e+03 3.031702501228015535e+03 3.222130408362222170e+03 3.418358150231481886e+03 3.552398775219350682e+03
3.600200000000000015e-03 2.978336083413544657e+03 3.105059746131638803e+03 3.300095383283706269e+03 3.501071192125684320e+03 3.638355160070285820e+03
3.713199999999999834e-03 3.049613283538191808e+03 3.179369682527518307e+03 3.379072890347026714e+03 3.584858429369161058e+03 3.725427861607597151e+03
