# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi                   9:dens[1]-dens[1]       10:phi-dens[1]        
 1267       1.026706033030e-10       3.754804756227e-12      -1.361055373321e-12       1.335883386836e-14       3.162444532993e-15       3.542389559861e-16      -9.644618933299e-17       0.000000000000e+00       0.000000000000e+00 
 1268       1.023227003870e-10       3.768999243418e-12      -1.440866086007e-12       1.334745010861e-14       3.153474145265e-15       3.575559101525e-16      -9.687893045715e-17       0.000000000000e+00       0.000000000000e+00 
 1269       1.019821808737e-10       3.782790029693e-12      -1.521585104057e-12       1.333611144448e-14       3.144536256440e-15       3.608331431756e-16      -9.729938776823e-17       0.000000000000e+00       0.000000000000e+00 
 1270       1.016490797010e-10       3.796172572242e-12      -1.603173888474e-12       1.332481977126e-14       3.135630738481e-15       3.640732254098e-16      -9.770703476336e-17       0.000000000000e+00       0.000000000000e+00 
 1271       1.013234318408e-10       3.809142309149e-12      -1.685593640890e-12       1.331357699403e-14       3.126757461254e-15       3.672787444277e-16      -9.810134191337e-17       0.000000000000e+00       0.000000000000e+00 
 1272       1.010052722991e-10       3.821694659360e-12      -1.768805303049e-12       1.330238502766e-14       3.117916292516e-15       3.704523050542e-16      -9.848177665701e-17       0.000000000000e+00       0.000000000000e+00 
 1273       1.006946361158e-10       3.833825022657e-12      -1.852769556290e-12       1.329124579684e-14       3.109107097916e-15       3.735965294013e-16      -9.884780339522e-17       0.000000000000e+00       0.000000000000e+00 
 1274       1.003915583644e-10       3.845528779618e-12      -1.937446821019e-12       1.328016123608e-14       3.100329740985e-15       3.767140569027e-16      -9.919888348536e-17       0.000000000000e+00       0.000000000000e+00 
 1275       1.000960741527e-10       3.856801291593e-12      -2.022797256199e-12       1.326913328973e-14       3.091584083135e-15       3.798075443482e-16      -9.953447523547e-17       0.000000000000e+00       0.000000000000e+00 
 1276       9.980821862178e-11       3.867637900670e-12      -2.108780758820e-12       1.325816391203e-14       3.082869983648e-15       3.828796659186e-16      -9.985403389847e-17       0.000000000000e+00       0.000000000000e+00 
 1277       9.952802694664e-11       3.878033929645e-12      -2.195356963389e-12       1.324725506708e-14       3.074187299678e-15       3.859331132198e-16      -1.001570116665e-16       0.000000000000e+00       0.000000000000e+00 
 1278       9.925553433581e-11       3.887984681987e-12      -2.282485241403e-12       1.323640872888e-14       3.065535886240e-15       3.889705953179e-16      -1.004428576649e-16       0.000000000000e+00       0.000000000000e+00 
 1279       9.899077603140e-11       3.897485441813e-12      -2.370124700831e-12       1.322562688136e-14       3.056915596209e-15       3.919948387735e-16      -1.007110179469e-16       0.000000000000e+00       0.000000000000e+00 
 1280       9.873378730898e-11       3.906531473851e-12      -2.458234185597e-12       1.321491151836e-14       3.048326280310e-15       3.950085876762e-16      -1.009609354875e-16       0.000000000000e+00       0.000000000000e+00 
 1281       9.848460347755e-11       3.915118023413e-12      -2.546772275057e-12       1.320426464369e-14       3.039767787118e-15       3.980146036795e-16      -1.011920501777e-16       0.000000000000e+00       0.000000000000e+00 
 1282       9.824325987949e-11       3.923240316360e-12      -2.635697283479e-12       1.319368827113e-14       3.031239963050e-15       4.010156660350e-16      -1.014037988190e-16       0.000000000000e+00       0.000000000000e+00 
 1283       9.800979189045e-11       3.930893559075e-12      -2.724967259525e-12       1.318318442443e-14       3.022742652358e-15       4.040145716275e-16      -1.015956151175e-16       0.000000000000e+00       0.000000000000e+00 
 1284       9.778423491933e-11       3.938072938429e-12      -2.814539985731e-12       1.317275513736e-14       3.014275697130e-15       4.070141350088e-16      -1.017669296780e-16       0.000000000000e+00       0.000000000000e+00 
 1285       9.756662440819e-11       3.944773621748e-12      -2.904372977985e-12       1.316240245370e-14       3.005838937277e-15       4.100171884332e-16      -1.019171699986e-16       0.000000000000e+00       0.000000000000e+00 
 1286       9.735698340565e-11       3.950991592575e-12      -2.994424622953e-12       1.315212821921e-14       2.997432220953e-15       4.130256672151e-16      -1.020459288572e-16       0.000000000000e+00       0.000000000000e+00 
 1287       9.715528513251e-11       3.956726168396e-12      -3.084657605548e-12       1.314193345491e-14       2.989055435928e-15       4.160378543555e-16      -1.021534715789e-16       0.000000000000e+00       0.000000000000e+00 
 1288       9.696148999041e-11       3.961977511472e-12      -3.175035519390e-12       1.313181897673e-14       2.980708478560e-15       4.190511046598e-16      -1.022402345241e-16       0.000000000000e+00       0.000000000000e+00 
 1289       9.677555794883e-11       3.966745795677e-12      -3.265521731962e-12       1.312178560289e-14       2.972391243403e-15       4.220627565407e-16      -1.023066572258e-16       0.000000000000e+00       0.000000000000e+00 
 1290       9.659744854413e-11       3.971031206528e-12      -3.356079384176e-12       1.311183415392e-14       2.964103623202e-15       4.250701319862e-16      -1.023531823957e-16       0.000000000000e+00       0.000000000000e+00 
 1291       9.642712087858e-11       3.974833941213e-12      -3.446671389929e-12       1.310196545264e-14       2.955845508888e-15       4.280705365282e-16      -1.023802559309e-16       0.000000000000e+00       0.000000000000e+00 
 1292       9.626453361937e-11       3.978154208622e-12      -3.537260435672e-12       1.309218032420e-14       2.947616789578e-15       4.310612592105e-16      -1.023883269203e-16       0.000000000000e+00       0.000000000000e+00 
 1293       9.610964499770e-11       3.980992229376e-12      -3.627808979968e-12       1.308247959606e-14       2.939417352563e-15       4.340395725571e-16      -1.023778476508e-16       0.000000000000e+00       0.000000000000e+00 
 1294       9.596241280777e-11       3.983348235855e-12      -3.718279253059e-12       1.307286409798e-14       2.931247083311e-15       4.370027325408e-16      -1.023492736142e-16       0.000000000000e+00       0.000000000000e+00 
 1295       9.582279440586e-11       3.985222472229e-12      -3.808633256424e-12       1.306333466205e-14       2.923105865458e-15       4.399479785509e-16      -1.023030635132e-16       0.000000000000e+00       0.000000000000e+00 
 1296       9.569074670931e-11       3.986615194486e-12      -3.898832762344e-12       1.305389212268e-14       2.914993580805e-15       4.428725333618e-16      -1.022396792684e-16       0.000000000000e+00       0.000000000000e+00 
 1297       9.556622619561e-11       3.987526670465e-12      -3.988839313466e-12       1.304453731657e-14       2.906910109313e-15       4.457736031015e-16      -1.021595860240e-16       0.000000000000e+00       0.000000000000e+00 
 1298       9.544918890138e-11       3.987957179878e-12      -4.078614222363e-12       1.303527108279e-14       2.898855329100e-15       4.486483772192e-16      -1.020632521550e-16       0.000000000000e+00       0.000000000000e+00 
 1299       9.533959042148e-11       3.987907014348e-12      -4.168118571098e-12       1.302609426269e-14       2.890829116435e-15       4.514940284543e-16      -1.019511492731e-16       0.000000000000e+00       0.000000000000e+00 
 1300       9.523738590798e-11       3.987376477431e-12      -4.257313210788e-12       1.301700769999e-14       2.882831345735e-15       4.543077128040e-16      -1.018237522335e-16       0.000000000000e+00       0.000000000000e+00 
 1301       9.514253006923e-11       3.986365884653e-12      -4.346158761163e-12       1.300801224070e-14       2.874861889557e-15       4.570865694921e-16      -1.016815391412e-16       0.000000000000e+00       0.000000000000e+00 
 1302       9.505497716887e-11       3.984875563530e-12      -4.434615610131e-12       1.299910873318e-14       2.866920618599e-15       4.598277209369e-16      -1.015249913573e-16       0.000000000000e+00       0.000000000000e+00 
 1303       9.497468102491e-11       3.982905853607e-12      -4.522643913342e-12       1.299029802814e-14       2.859007401693e-15       4.625282727199e-16      -1.013545935060e-16       0.000000000000e+00       0.000000000000e+00 
 1304       9.490159500873e-11       3.980457106480e-12      -4.610203593748e-12       1.298158097859e-14       2.851122105798e-15       4.651853135534e-16      -1.011708334802e-16       0.000000000000e+00       0.000000000000e+00 
 1305       9.483567204411e-11       3.977529685828e-12      -4.697254341166e-12       1.297295843990e-14       2.843264596000e-15       4.677959152493e-16      -1.009742024489e-16       0.000000000000e+00       0.000000000000e+00 
 1306       9.477686460630e-11       3.974123967445e-12      -4.783755611844e-12       1.296443126979e-14       2.835434735505e-15       4.703571326873e-16      -1.007651948628e-16       0.000000000000e+00       0.000000000000e+00 
 1307       9.472512472103e-11       3.970240339265e-12      -4.869666628019e-12       1.295600032829e-14       2.827632385634e-15       4.728660037830e-16      -1.005443084614e-16       0.000000000000e+00       0.000000000000e+00 
 1308       9.468040396357e-11       3.965879201394e-12      -4.954946377480e-12       1.294766647782e-14       2.819857405821e-15       4.753195494562e-16      -1.003120442789e-16       0.000000000000e+00       0.000000000000e+00 
 1309       9.464265345772e-11       3.961040966139e-12      -5.039553613137e-12       1.293943058311e-14       2.812109653607e-15       4.777147735992e-16      -1.000689066511e-16       0.000000000000e+00       0.000000000000e+00 
 1310       9.461181595218e-11       3.955726705832e-12      -5.123449232622e-12       1.293129333098e-14       2.804388993874e-15       4.800494402051e-16      -9.981537196927e-17       0.000000000000e+00       0.000000000000e+00 
 1311       9.458780195457e-11       3.949940104153e-12      -5.206603447074e-12       1.292325468736e-14       2.796695326681e-15       4.823244143083e-16      -9.955179454671e-17       0.000000000000e+00       0.000000000000e+00 
 1312       9.457051332910e-11       3.943685526648e-12      -5.288988691497e-12       1.291531443420e-14       2.789028559726e-15       4.845413471080e-16      -9.927849971443e-17       0.000000000000e+00       0.000000000000e+00 
 1313       9.455985119362e-11       3.936967374977e-12      -5.370577251703e-12       1.290747234916e-14       2.781388599141e-15       4.867019012011e-16      -9.899581498245e-17       0.000000000000e+00       0.000000000000e+00 
 1314       9.455571591808e-11       3.929790086994e-12      -5.451341264043e-12       1.289972820565e-14       2.773775349480e-15       4.888077506046e-16      -9.870407004411e-17       0.000000000000e+00       0.000000000000e+00 
 1315       9.455800712305e-11       3.922158136819e-12      -5.531252715129e-12       1.289208177279e-14       2.766188713719e-15       4.908605807786e-16      -9.840359678031e-17       0.000000000000e+00       0.000000000000e+00 
 1316       9.456662367814e-11       3.914076034914e-12      -5.610283441572e-12       1.288453281539e-14       2.758628593253e-15       4.928620886482e-16      -9.809472926383e-17       0.000000000000e+00       0.000000000000e+00 
 1317       9.458146370056e-11       3.905548328158e-12      -5.688405129703e-12       1.287708109396e-14       2.751094887889e-15       4.948139826268e-16      -9.777780376354e-17       0.000000000000e+00       0.000000000000e+00 
 1318       9.460242455356e-11       3.896579599920e-12      -5.765589315309e-12       1.286972636469e-14       2.743587495845e-15       4.967179826381e-16      -9.745315874869e-17       0.000000000000e+00       0.000000000000e+00 
 1319       9.462940284489e-11       3.887174470135e-12      -5.841807383353e-12       1.286246837944e-14       2.736106313743e-15       4.985758201389e-16      -9.712113489320e-17       0.000000000000e+00       0.000000000000e+00 
 1320       9.466229442533e-11       3.877337595377e-12      -5.917030567714e-12       1.285530688574e-14       2.728651236611e-15       5.003892381418e-16      -9.678207507989e-17       0.000000000000e+00       0.000000000000e+00 
 1321       9.470099438717e-11       3.867073668935e-12      -5.991229950906e-12       1.284824162676e-14       2.721222157872e-15       5.021599912373e-16      -9.643632440477e-17       0.000000000000e+00       0.000000000000e+00 
 1322       9.474539706263e-11       3.856387420889e-12      -6.064376463814e-12       1.284127234131e-14       2.713818969346e-15       5.038898456171e-16      -9.608423018130e-17       0.000000000000e+00       0.000000000000e+00 
 1323       9.479539602243e-11       3.845283618183e-12      -6.136440885418e-12       1.283439876383e-14       2.706441561243e-15       5.055805790958e-16      -9.572614194468e-17       0.000000000000e+00       0.000000000000e+00 
 1324       9.485088407421e-11       3.833767064696e-12      -6.207393842525e-12       1.282762062439e-14       2.699089822161e-15       5.072339811343e-16      -9.536241145606e-17       0.000000000000e+00       0.000000000000e+00 
 1325       9.491175326103e-11       3.821842601326e-12      -6.277205809497e-12       1.282093764865e-14       2.691763639079e-15       5.088518528617e-16      -9.499339270688e-17       0.000000000000e+00       0.000000000000e+00 
 1326       9.497789485987e-11       3.809515106054e-12      -6.345847107980e-12       1.281434955789e-14       2.684462897360e-15       5.104360070983e-16      -9.461944192307e-17       0.000000000000e+00       0.000000000000e+00 
 1327       9.504919938008e-11       3.796789494027e-12      -6.413287906633e-12       1.280785606897e-14       2.677187480738e-15       5.119882683780e-16      -9.424091756939e-17       0.000000000000e+00       0.000000000000e+00 
 1328       9.512555656191e-11       3.783670717627e-12      -6.479498220856e-12       1.280145689432e-14       2.669937271322e-15       5.135104729708e-16      -9.385818035361e-17       0.000000000000e+00       0.000000000000e+00 
 1329       9.520685537492e-11       3.770163766550e-12      -6.544447912521e-12       1.279515174194e-14       2.662712149588e-15       5.150044689055e-16      -9.347159323086e-17       0.000000000000e+00       0.000000000000e+00 
 1330       9.529298401655e-11       3.756273667878e-12      -6.608106689700e-12       1.278894031539e-14       2.655511994378e-15       5.164721159923e-16      -9.308152140785e-17       0.000000000000e+00       0.000000000000e+00 
 1331       9.538382991053e-11       3.742005486152e-12      -6.670444106391e-12       1.278282231379e-14       2.648336682891e-15       5.179152858451e-16      -9.268833234715e-17       0.000000000000e+00       0.000000000000e+00 
 1332       9.547927970539e-11       3.727364323452e-12      -6.731429562252e-12       1.277679743178e-14       2.641186090687e-15       5.193358619044e-16      -9.229239577146e-17       0.000000000000e+00       0.000000000000e+00 
 1333       9.557921927297e-11       3.712355319467e-12      -6.791032302329e-12       1.277086535952e-14       2.634060091677e-15       5.207357394596e-16      -9.189408366786e-17       0.000000000000e+00       0.000000000000e+00 
 1334       9.568353172831e-11       3.696983982689e-12      -6.849224403011e-12       1.276502565526e-14       2.626958566043e-15       5.221163266998e-16      -9.149368849150e-17       0.000000000000e+00       0.000000000000e+00 
 1335       9.579209146888e-11       3.681257187818e-12      -6.905989766281e-12       1.275927736139e-14       2.619881424096e-15       5.234770418353e-16      -9.109117678696e-17       0.000000000000e+00       0.000000000000e+00 
 1336       9.590477006701e-11       3.665182189436e-12      -6.961315223509e-12       1.275361938417e-14       2.612828582674e-15       5.248167995480e-16      -9.068643287483e-17       0.000000000000e+00       0.000000000000e+00 
 1337       9.602143824087e-11       3.648766291980e-12      -7.015187558104e-12       1.274805062073e-14       2.605799957237e-15       5.261345084582e-16      -9.027934040612e-17       0.000000000000e+00       0.000000000000e+00 
 1338       9.614196585282e-11       3.632016849840e-12      -7.067593505437e-12       1.274256995907e-14       2.598795461864e-15       5.274290711132e-16      -8.986978236099e-17       0.000000000000e+00       0.000000000000e+00 
 1339       9.626622190775e-11       3.614941267454e-12      -7.118519752775e-12       1.273717627804e-14       2.591815009255e-15       5.286993839765e-16      -8.945764104750e-17       0.000000000000e+00       0.000000000000e+00 
 1340       9.639407455144e-11       3.597546999405e-12      -7.167952939212e-12       1.273186844731e-14       2.584858510720e-15       5.299443374165e-16      -8.904279810038e-17       0.000000000000e+00       0.000000000000e+00 
 1341       9.652539106888e-11       3.579841550518e-12      -7.215879655594e-12       1.272664532737e-14       2.577925876183e-15       5.311628156957e-16      -8.862513447979e-17       0.000000000000e+00       0.000000000000e+00 
 1342       9.666003788268e-11       3.561832475959e-12      -7.262286444456e-12       1.272150576950e-14       2.571017014172e-15       5.323536969595e-16      -8.820453047005e-17       0.000000000000e+00       0.000000000000e+00 
 1343       9.679788055135e-11       3.543527381328e-12      -7.307159799946e-12       1.271644861577e-14       2.564131831821e-15       5.335158532250e-16      -8.778086567842e-17       0.000000000000e+00       0.000000000000e+00 
 1344       9.693878376770e-11       3.524933922761e-12      -7.350486167759e-12       1.271147269897e-14       2.557270234866e-15       5.346481503704e-16      -8.735401903383e-17       0.000000000000e+00       0.000000000000e+00 
 1345       9.708261135716e-11       3.506059807024e-12      -7.392251945067e-12       1.270657684266e-14       2.550432127638e-15       5.357494481235e-16      -8.692386878568e-17       0.000000000000e+00       0.000000000000e+00 
 1346       9.722922627615e-11       3.486912791607e-12      -7.432443480447e-12       1.270175986108e-14       2.543617413063e-15       5.368186000507e-16      -8.649029250254e-17       0.000000000000e+00       0.000000000000e+00 
 1347       9.737849061039e-11       3.467500684827e-12      -7.471047073812e-12       1.269702055920e-14       2.536825992660e-15       5.378544535463e-16      -8.605316707096e-17       0.000000000000e+00       0.000000000000e+00 
 1348       9.753026557332e-11       3.447831345923e-12      -7.508048976344e-12       1.269235773264e-14       2.530057766532e-15       5.388558498210e-16      -8.561236869417e-17       0.000000000000e+00       0.000000000000e+00 
 1349       9.768441150437e-11       3.427912685150e-12      -7.543435390418e-12       1.268777016772e-14       2.523312633371e-15       5.398216238911e-16      -8.516777289088e-17       0.000000000000e+00       0.000000000000e+00 
 1350       9.784078786737e-11       3.407752663879e-12      -7.577192469539e-12       1.268325664135e-14       2.516590490448e-15       5.407506045674e-16      -8.471925449402e-17       0.000000000000e+00       0.000000000000e+00 
 1351       9.799925324887e-11       3.387359294691e-12      -7.609306318268e-12       1.267881592109e-14       2.509891233610e-15       5.416416144441e-16      -8.426668764950e-17       0.000000000000e+00       0.000000000000e+00 
 1352       9.815966535649e-11       3.366740641481e-12      -7.639762992154e-12       1.267444676511e-14       2.503214757283e-15       5.424934698879e-16      -8.380994581494e-17       0.000000000000e+00       0.000000000000e+00 
 1353       9.832188101728e-11       3.345904819544e-12      -7.668548497662e-12       1.267014792213e-14       2.496560954461e-15       5.433049810266e-16      -8.334890175847e-17       0.000000000000e+00       0.000000000000e+00 
 1354       9.848575617606e-11       3.324859995681e-12      -7.695648792105e-12       1.266591813148e-14       2.489929716708e-15       5.440749517385e-16      -8.288342755746e-17       0.000000000000e+00       0.000000000000e+00 
 1355       9.865114589378e-11       3.303614388294e-12      -7.721049783574e-12       1.266175612300e-14       2.483320934152e-15       5.448021796409e-16      -8.241339459726e-17       0.000000000000e+00       0.000000000000e+00 
 1356       9.881790434584e-11       3.282176267478e-12      -7.744737330869e-12       1.265766061707e-14       2.476734495485e-15       5.454854560794e-16      -8.193867356998e-17       0.000000000000e+00       0.000000000000e+00 
 1357       9.898588482050e-11       3.260553955126e-12      -7.766697243427e-12       1.265363032456e-14       2.470170287953e-15       5.461235661166e-16      -8.145913447325e-17       0.000000000000e+00       0.000000000000e+00 
 1358       9.915494344662e-11       3.238755789376e-12      -7.786918127653e-12       1.264966387962e-14       2.463628204414e-15       5.467156449564e-16      -8.097462621003e-17       0.000000000000e+00       0.000000000000e+00 
 1359       9.932495042446e-11       3.216790017366e-12      -7.805399959595e-12       1.264575963706e-14       2.457108164567e-15       5.472622514372e-16      -8.048491515027e-17       0.000000000000e+00       0.000000000000e+00 
 1360       9.949577891253e-11       3.194664901522e-12      -7.822145604434e-12       1.264191587271e-14       2.450610093943e-15       5.477643060758e-16      -7.998974590522e-17       0.000000000000e+00       0.000000000000e+00 
 1361       9.966730130777e-11       3.172388755187e-12      -7.837157978582e-12       1.263813085047e-14       2.444133916864e-15       5.482227356926e-16      -7.948886166382e-17       0.000000000000e+00       0.000000000000e+00 
 1362       9.983938924404e-11       3.149969942717e-12      -7.850440049793e-12       1.263440282224e-14       2.437679556450e-15       5.486384734244e-16      -7.898200419004e-17       0.000000000000e+00       0.000000000000e+00 
 1363       1.000119135908e-10       3.127416879576e-12      -7.861994837275e-12       1.263073002795e-14       2.431246934606e-15       5.490124587360e-16      -7.846891382041e-17       0.000000000000e+00       0.000000000000e+00 
 1364       1.001847444517e-10       3.104738032432e-12      -7.871825411814e-12       1.262711069548e-14       2.424835972027e-15       5.493456374323e-16      -7.794932946136e-17       0.000000000000e+00       0.000000000000e+00 
 1365       1.003577511630e-10       3.081941919248e-12      -7.879934895879e-12       1.262354304069e-14       2.418446588191e-15       5.496389616709e-16      -7.742298858671e-17       0.000000000000e+00       0.000000000000e+00 
 1366       1.005308022924e-10       3.059037109378e-12      -7.886326463746e-12       1.262002526735e-14       2.412078701357e-15       5.498933899739e-16      -7.688962723507e-17       0.000000000000e+00       0.000000000000e+00 
 1367       1.007037656376e-10       3.036032223666e-12      -7.891003341608e-12       1.261655556716e-14       2.405732228563e-15       5.501098872397e-16      -7.634898000729e-17       0.000000000000e+00       0.000000000000e+00 
 1368       1.008765082246e-10       3.012935934533e-12      -7.893968807691e-12       1.261313211970e-14       2.399407085623e-15       5.502894247559e-16      -7.580078006384e-17       0.000000000000e+00       0.000000000000e+00 
 1369       1.010488963069e-10       2.989756966079e-12      -7.895226192372e-12       1.260975309240e-14       2.393103187122e-15       5.504329802109e-16      -7.524475912232e-17       0.000000000000e+00       0.000000000000e+00 
 1370       1.012207953632e-10       2.966504094171e-12      -7.894778878290e-12       1.260641664054e-14       2.386820446418e-15       5.505415377058e-16      -7.468064745482e-17       0.000000000000e+00       0.000000000000e+00 
 1371       1.013920700970e-10       2.943186146544e-12      -7.892630300467e-12       1.260312090721e-14       2.380558775635e-15       5.506160877671e-16      -7.410817388537e-17       0.000000000000e+00       0.000000000000e+00 
 1372       1.015625844343e-10       2.919812002889e-12      -7.888783946414e-12       1.259986402330e-14       2.374318085660e-15       5.506576273587e-16      -7.352706578738e-17       0.000000000000e+00       0.000000000000e+00 
 1373       1.017322015227e-10       2.896390594955e-12      -7.883243356259e-12       1.259664410746e-14       2.368098286145e-15       5.506671598935e-16      -7.293704908107e-17       0.000000000000e+00       0.000000000000e+00 
 1374       1.019007837301e-10       2.872930906638e-12      -7.876012122849e-12       1.259345926609e-14       2.361899285497e-15       5.506456952462e-16      -7.233784823088e-17       0.000000000000e+00       0.000000000000e+00 
 1375       1.020681926427e-10       2.849441974076e-12      -7.867093891876e-12       1.259030759331e-14       2.355720990882e-15       5.505942497649e-16      -7.172918624291e-17       0.000000000000e+00       0.000000000000e+00 
 1376       1.022342890642e-10       2.825932885747e-12      -7.856492361985e-12       1.258718717094e-14       2.349563308218e-15       5.505138462836e-16      -7.111078466235e-17       0.000000000000e+00       0.000000000000e+00 
 1377       1.023989330141e-10       2.802412782562e-12      -7.844211284893e-12       1.258409606848e-14       2.343426142174e-15       5.504055141342e-16      -7.048236357092e-17       0.000000000000e+00       0.000000000000e+00 
 1378       1.025619837263e-10       2.778890857958e-12      -7.830254465504e-12       1.258103234307e-14       2.337309396167e-15       5.502702891584e-16      -6.984364158427e-17       0.000000000000e+00       0.000000000000e+00 
 1379       1.027232996477e-10       2.755376357995e-12      -7.814625762022e-12       1.257799403950e-14       2.331212972358e-15       5.501092137201e-16      -6.919433584943e-17       0.000000000000e+00       0.000000000000e+00 
 1380       1.028827384369e-10       2.731878581449e-12      -7.797329086068e-12       1.257497919014e-14       2.325136771650e-15       5.499233367174e-16      -6.853416204225e-17       0.000000000000e+00       0.000000000000e+00 
 1381       1.030401569628e-10       2.708406879907e-12      -7.778368402797e-12       1.257198581496e-14       2.319080693687e-15       5.497137135948e-16      -6.786283436481e-17       0.000000000000e+00       0.000000000000e+00 
 1382       1.031954194339e-10       2.684970296197e-12      -7.757749860477e-12       1.256901193864e-14       2.313044643046e-15       5.494812754971e-16      -6.718018356660e-17       0.000000000000e+00       0.000000000000e+00 
 1383       1.033484218845e-10       2.661576475295e-12      -7.735488203671e-12       1.256605564226e-14       2.307028547907e-15       5.492264351914e-16      -6.648651237970e-17       0.000000000000e+00       0.000000000000e+00 
 1384       1.034990679452e-10       2.638232742084e-12      -7.711600428144e-12       1.256311501209e-14       2.301032341578e-15       5.489494769995e-16      -6.578224383943e-17       0.000000000000e+00       0.000000000000e+00 
 1385       1.036472607339e-10       2.614946462041e-12      -7.686103657805e-12       1.256018812251e-14       2.295055956307e-15       5.486506872813e-16      -6.506780360667e-17       0.000000000000e+00       0.000000000000e+00 
 1386       1.037929028557e-10       2.591725041313e-12      -7.659015144952e-12       1.255727303595e-14       2.289099323289e-15       5.483303544393e-16      -6.434361997269e-17       0.000000000000e+00       0.000000000000e+00 
 1387       1.039358964014e-10       2.568575926786e-12      -7.630352270522e-12       1.255436780290e-14       2.283162372654e-15       5.479887689218e-16      -6.361012386402e-17       0.000000000000e+00       0.000000000000e+00 
 1388       1.040761429469e-10       2.545506606159e-12      -7.600132544342e-12       1.255147046185e-14       2.277245033470e-15       5.476262232273e-16      -6.286774884725e-17       0.000000000000e+00       0.000000000000e+00 
 1389       1.042135435521e-10       2.522524608016e-12      -7.568373605373e-12       1.254857903930e-14       2.271347233740e-15       5.472430119082e-16      -6.211693113389e-17       0.000000000000e+00       0.000000000000e+00 
 1390       1.043479987603e-10       2.499637501897e-12      -7.535093221967e-12       1.254569154972e-14       2.265468900398e-15       5.468394315748e-16      -6.135810958520e-17       0.000000000000e+00       0.000000000000e+00 
 1391       1.044794085969e-10       2.476852898370e-12      -7.500309292106e-12       1.254280599553e-14       2.259609959307e-15       5.464157808991e-16      -6.059172571704e-17       0.000000000000e+00       0.000000000000e+00 
 1392       1.046076725690e-10       2.454178449101e-12      -7.464039843660e-12       1.253992036709e-14       2.253770335259e-15       5.459723606188e-16      -5.981822370471e-17       0.000000000000e+00       0.000000000000e+00 
 1393       1.047326896640e-10       2.431621846932e-12      -7.426303034629e-12       1.253703264267e-14       2.247949951968e-15       5.455094735413e-16      -5.903805038779e-17       0.000000000000e+00       0.000000000000e+00 
 1394       1.048543583490e-10       2.409190825946e-12      -7.387117153398e-12       1.253414078841e-14       2.242148732073e-15       5.450274245472e-16      -5.825165527494e-17       0.000000000000e+00       0.000000000000e+00 
 1395       1.049725765698e-10       2.386893161542e-12      -7.346500618980e-12       1.253124275832e-14       2.236366597129e-15       5.445265205947e-16      -5.745949054879e-17       0.000000000000e+00       0.000000000000e+00 
 1396       1.050872417501e-10       2.364736670508e-12      -7.304471981270e-12       1.252833649426e-14       2.230603467614e-15       5.440070707232e-16      -5.666201107078e-17       0.000000000000e+00       0.000000000000e+00 
 1397       1.051982507905e-10       2.342729211091e-12      -7.261049921290e-12       1.252541992592e-14       2.224859262915e-15       5.434693860574e-16      -5.585967438596e-17       0.000000000000e+00       0.000000000000e+00 
 1398       1.053055000676e-10       2.320878683071e-12      -7.216253251441e-12       1.252249097075e-14       2.219133901336e-15       5.429137798109e-16      -5.505294072784e-17       0.000000000000e+00       0.000000000000e+00 
 1399       1.054088854331e-10       2.299193027828e-12      -7.170100915750e-12       1.251954753402e-14       2.213427300088e-15       5.423405672905e-16      -5.424227302326e-17       0.000000000000e+00       0.000000000000e+00 
 1400       1.055083022132e-10       2.277680228423e-12      -7.122611990121e-12       1.251658750871e-14       2.207739375292e-15       5.417500658999e-16      -5.342813689719e-17       0.000000000000e+00       0.000000000000e+00 
 1401       1.056036452071e-10       2.256348309658e-12      -7.073805682580e-12       1.251360877556e-14       2.202070041974e-15       5.411425951434e-16      -5.261100067761e-17       0.000000000000e+00       0.000000000000e+00 
 1402       1.056948086867e-10       2.235205338160e-12      -7.023701333529e-12       1.251060920301e-14       2.196419214062e-15       5.405184766304e-16      -5.179133540030e-17       0.000000000000e+00       0.000000000000e+00 
 1403       1.057816863953e-10       2.214259422445e-12      -6.972318415991e-12       1.250758664718e-14       2.190786804385e-15       5.398780340785e-16      -5.096961481371e-17       0.000000000000e+00       0.000000000000e+00 
 1404       1.058641715468e-10       2.193518712992e-12      -6.919676535861e-12       1.250453895187e-14       2.185172724671e-15       5.392215933182e-16      -5.014631538382e-17       0.000000000000e+00       0.000000000000e+00 
 1405       1.059421568251e-10       2.172991402314e-12      -6.865795432154e-12       1.250146394850e-14       2.179576885541e-15       5.385494822962e-16      -4.932191629891e-17       0.000000000000e+00       0.000000000000e+00 
 1406       1.060155444452e-10       2.152685145056e-12      -6.810695945089e-12       1.249835956500e-14       2.173999201997e-15       5.378618398471e-16      -4.849689091087e-17       0.000000000000e+00       0.000000000000e+00 
