# Matter power spectrum P(k) at redshift z=4
# for k=1.045e-05 to 8.48825 h/Mpc,
# number of wavenumbers equal to 612
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.908151221584e-02       1.687250832812e+03 
       1.921243154835e-02       1.685400205984e+03 
       1.934341160602e-02       1.683469425540e+03 
       1.947445347077e-02       1.681461613483e+03 
       1.960555825268e-02       1.679375022526e+03 
       1.973672709056e-02       1.677212029066e+03 
       1.986796115246e-02       1.674974320970e+03 
       1.999926163623e-02       1.672662557895e+03 
       2.013062977012e-02       1.670276857531e+03 
       2.026206681336e-02       1.667819552143e+03 
       2.039357405681e-02       1.665293458063e+03 
       2.052515282356e-02       1.662697486318e+03 
       2.065680446963e-02       1.660034330169e+03 
       2.078853038464e-02       1.657305996795e+03 
       2.092033199250e-02       1.654508017993e+03 
       2.105221075219e-02       1.651649676499e+03 
       2.118416815845e-02       1.648726793858e+03 
       2.131620574262e-02       1.645742251834e+03 
       2.144832507339e-02       1.642694737210e+03 
       2.158052775766e-02       1.639590763825e+03 
       2.171281544139e-02       1.636425572599e+03 
       2.184518981047e-02       1.633205191557e+03 
       2.197765259164e-02       1.629924694471e+03 
       2.211020555343e-02       1.626591148493e+03 
       2.224285050711e-02       1.623202862193e+03 
       2.237558930770e-02       1.619762354643e+03 
       2.250842385501e-02       1.616269080461e+03 
       2.264135609466e-02       1.612723885572e+03 
       2.277438801924e-02       1.609129517712e+03 
       2.290752166936e-02       1.605487315804e+03 
       2.304075913487e-02       1.601794493919e+03 
       2.317410255604e-02       1.598054599750e+03 
       2.330755412480e-02       1.594271056143e+03 
       2.344111608601e-02       1.590442146656e+03 
       2.357479073879e-02       1.586567297825e+03 
       2.370858043787e-02       1.582648760731e+03 
       2.384248759499e-02       1.578689825359e+03 
       2.397651468034e-02       1.574689512473e+03 
       2.411066422407e-02       1.570649244299e+03 
       2.424493881783e-02       1.566567421431e+03 
       2.437934111633e-02       1.562450199822e+03 
       2.451387383901e-02       1.558291273777e+03 
       2.464853977174e-02       1.554100040032e+03 
       2.478334176854e-02       1.549871132242e+03 
       2.491828275342e-02       1.545607564337e+03 
       2.505336572221e-02       1.541309908211e+03 
       2.518859374453e-02       1.536982882597e+03 
       2.532396996575e-02       1.532618549149e+03 
       2.545949760907e-02       1.528225660119e+03 
       2.559517997761e-02       1.523799744954e+03 
       2.573102045669e-02       1.519345071901e+03 
       2.586702251600e-02       1.514859508543e+03 
       2.600318971206e-02       1.510348138536e+03 
       2.613952569055e-02       1.505807861781e+03 
       2.627603418892e-02       1.501243802718e+03 
       2.641271903892e-02       1.496651105268e+03 
       2.654958416936e-02       1.492038818472e+03 
       2.668663360886e-02       1.487392623260e+03 
       2.682387148875e-02       1.482727545531e+03 
       2.696130204606e-02       1.478043908429e+03 
       2.709892962664e-02       1.473330658196e+03 
       2.723675868836e-02       1.468599412048e+03 
       2.737479380444e-02       1.463847531414e+03 
       2.751303966691e-02       1.459077934646e+03 
       2.765150109016e-02       1.454283448857e+03 
       2.779018301472e-02       1.449477567456e+03 
       2.792909051104e-02       1.444647674309e+03 
       2.806822878352e-02       1.439801945548e+03 
       2.820760317466e-02       1.434937788714e+03 
       2.834721916939e-02       1.430061436107e+03 
       2.848708239949e-02       1.425170613204e+03 
       2.862719864828e-02       1.420259250817e+03 
       2.876757385545e-02       1.415336591004e+03 
       2.890821412206e-02       1.410399530325e+03 
       2.904912571580e-02       1.405448738158e+03 
       2.919031507636e-02       1.400487667246e+03 
       2.933178882113e-02       1.395512391454e+03 
       2.947355375108e-02       1.390525555819e+03 
       2.961561685685e-02       1.385529480950e+03 
       2.975798532515e-02       1.380519562864e+03 
       2.990066654541e-02       1.375505022012e+03 
       3.004366811665e-02       1.370478182813e+03 
       3.018699785478e-02       1.365439981908e+03 
       3.033066380005e-02       1.360400011362e+03 
       3.047467422493e-02       1.355346168071e+03 
       3.061903764232e-02       1.350288563167e+03 
       3.076376281406e-02       1.345223672180e+03 
       3.090885875989e-02       1.340146997852e+03 
       3.105433476679e-02       1.335071427879e+03 
       3.120020039870e-02       1.329987352949e+03 
       3.134646550675e-02       1.324897398303e+03 
       3.149314023990e-02       1.319804565874e+03 
       3.164023505612e-02       1.314705870596e+03 
       3.178776073406e-02       1.309602412247e+03 
       3.193572838529e-02       1.304493536814e+03 
       3.208414946714e-02       1.299384675580e+03 
       3.223303579609e-02       1.294271922065e+03 
       3.238239956191e-02       1.289155537030e+03 
       3.253225334243e-02       1.284039724551e+03 
       3.268261011904e-02       1.278916654973e+03 
       3.283348329301e-02       1.273798659686e+03 
       3.298488670259e-02       1.268672862412e+03 
       3.313683464103e-02       1.263549556165e+03 
       3.328934187547e-02       1.258424746451e+03 
       3.344242366689e-02       1.253300176957e+03 
       3.359609579103e-02       1.248172502224e+03 
       3.375037456053e-02       1.243044560230e+03 
       3.390527684814e-02       1.237923049016e+03 
       3.406082011128e-02       1.232795186156e+03 
       3.421702241794e-02       1.227669622571e+03 
       3.437390247395e-02       1.222549146001e+03 
       3.453147965192e-02       1.217424898258e+03 
       3.468977402169e-02       1.212303922951e+03 
       3.484880638259e-02       1.207183806417e+03 
       3.500859829758e-02       1.202064482624e+03 
       3.516917212940e-02       1.196948430923e+03 
       3.533055107886e-02       1.191833500590e+03 
       3.549275922540e-02       1.186719516736e+03 
       3.565582157023e-02       1.181605463849e+03 
       3.581976408199e-02       1.176497119660e+03 
       3.598461374536e-02       1.171389007919e+03 
       3.615039861271e-02       1.166285648582e+03 
       3.631714785906e-02       1.161181455469e+03 
       3.648489184058e-02       1.156078529240e+03 
       3.665366215692e-02       1.150983858046e+03 
       3.682349171774e-02       1.145887456620e+03 
       3.699441481367e-02       1.140793781141e+03 
       3.716646719210e-02       1.135703214770e+03 
       3.733968613823e-02       1.130614651705e+03 
       3.751411056177e-02       1.125526532904e+03 
       3.768978108986e-02       1.120445611382e+03 
       3.786674016657e-02       1.115361667861e+03 
       3.804503215979e-02       1.110278067268e+03 
       3.822470347586e-02       1.105203398904e+03 
       3.840580268302e-02       1.100127890029e+03 
       3.858838064404e-02       1.095047629769e+03 
       3.877249065931e-02       1.089975546890e+03 
       3.895818862096e-02       1.084903548263e+03 
       3.914553317941e-02       1.079832546792e+03 
       3.933458592328e-02       1.074760330020e+03 
       3.952541157417e-02       1.069687483028e+03 
       3.971807819759e-02       1.064619369901e+03 
       3.991265743180e-02       1.059552093257e+03 
       4.010922473646e-02       1.054477739336e+03 
       4.030785966288e-02       1.049408327808e+03 
       4.050864614847e-02       1.044335049958e+03 
       4.071167283779e-02       1.039261042928e+03 
       4.091703343322e-02       1.034184340290e+03 
       4.112482707841e-02       1.029109934828e+03 
       4.133515877846e-02       1.024024151229e+03 
       4.154813986079e-02       1.018940153019e+03 
       4.176388848168e-02       1.013849677234e+03 
       4.198253018382e-02       1.008756289460e+03 
       4.220419851120e-02       1.003655959310e+03 
       4.242903568833e-02       9.985532308195e+02 
       4.265719337197e-02       9.934423139308e+02 
       4.288883348483e-02       9.883192627190e+02 
       4.312412914181e-02       9.831974913104e+02 
       4.336326568147e-02       9.780552106423e+02 
       4.360644181685e-02       9.729058847964e+02 
       4.385387092265e-02       9.677483763086e+02 
       4.410578247799e-02       9.625728330123e+02 
       4.436242368764e-02       9.573893826113e+02 
       4.462406130828e-02       9.521870473277e+02 
       4.489098371107e-02       9.469714830846e+02 
       4.516350321751e-02       9.417360555823e+02 
       4.544195875207e-02       9.364786959349e+02 
       4.572671886360e-02       9.311999940384e+02 
       4.601818517708e-02       9.259006609537e+02 
       4.631679634960e-02       9.205681169008e+02 
       4.662303261929e-02       9.152193653055e+02 
       4.693742105388e-02       9.098338348872e+02 
       4.726054162823e-02       9.044148409420e+02 
       4.759303428806e-02       8.989616887814e+02 
       4.793560719149e-02       8.934678603320e+02 
       4.828904636352e-02       8.879303764823e+02 
       4.865422705274e-02       8.823461945242e+02 
       4.903212714816e-02       8.767128603475e+02 
       4.942384310017e-02       8.710205978763e+02 
       4.983060889991e-02       8.652641304145e+02 
       5.025381881014e-02       8.594407596997e+02 
       5.069505471927e-02       8.535412275975e+02 
       5.115611921608e-02       8.475564558160e+02 
       5.163907577182e-02       8.414757239693e+02 
       5.214629778177e-02       8.352888003762e+02 
       5.268052867832e-02       8.289841043187e+02 
       5.324495589638e-02       8.225423119198e+02 
       5.384330215613e-02       8.159449118648e+02 
       5.447993831049e-02       8.091674889467e+02 
       5.516002281028e-02       8.021814778318e+02 
       5.588967347556e-02       7.949543868145e+02 
       5.667617728526e-02       7.874333741296e+02 
       5.752824238763e-02       7.795632228224e+02 
       5.845629166292e-02       7.712659855512e+02 
       5.947278550584e-02       7.624424698283e+02 
       6.059253702404e-02       7.529581013088e+02 
       6.183293616966e-02       7.426335884407e+02 
       6.321391895944e-02       7.312320222473e+02 
       6.475739931141e-02       7.184453406754e+02 
       6.648575417647e-02       7.038783505417e+02 
       6.841893751845e-02       6.870678098487e+02 
       7.057014991713e-02       6.675266972879e+02 
       7.294096001121e-02       6.448567171880e+02 
       7.551806995251e-02       6.189046286271e+02 
       7.827420133877e-02       5.899156851011e+02 
       8.117356133227e-02       5.585928508110e+02 
       8.417927801560e-02       5.260147509595e+02 
       8.725923920168e-02       4.934448616165e+02 
       9.038865675803e-02       4.621204143229e+02 
       9.354994726217e-02       4.330780218735e+02 
       9.673132963228e-02       4.070552716479e+02 
       9.992519888887e-02       3.844565585809e+02 
       1.031267606933e-01       3.653669436624e+02 
       1.063330369207e-01       3.495981329772e+02 
       1.095421943607e-01       3.367488852384e+02 
       1.127531107498e-01       3.262679103378e+02 
       1.159651012776e-01       3.175158076350e+02 
       1.191777488189e-01       3.098285262616e+02 
       1.223907995083e-01       3.025735835874e+02 
       1.256040988568e-01       2.952058580932e+02 
       1.288175528007e-01       2.873108751263e+02 
       1.320311039975e-01       2.786358224291e+02 
       1.352447174182e-01       2.690987005609e+02 
       1.384583715953e-01       2.587769868394e+02 
       1.416720533079e-01       2.478776858566e+02 
       1.448857543556e-01       2.366947306371e+02 
       1.480994695979e-01       2.255617299636e+02 
       1.513131957646e-01       2.148077754356e+02 
       1.545269307318e-01       2.047180271782e+02 
       1.577406730825e-01       1.955165885151e+02 
       1.609544218378e-01       1.873399428735e+02 
       1.641681762942e-01       1.802384658359e+02 
       1.673819359230e-01       1.741848783475e+02 
       1.705957003091e-01       1.690815776354e+02 
       1.738094691134e-01       1.647795298146e+02 
       1.770232420486e-01       1.610923682388e+02 
       1.802370188648e-01       1.578204926382e+02 
       1.834507993398e-01       1.547742376909e+02 
       1.866645832730e-01       1.517909011453e+02 
       1.898783704814e-01       1.486882183470e+02 
       1.930921607962e-01       1.453564944965e+02 
       1.963059540616e-01       1.417370263471e+02 
       1.995197501323e-01       1.378250426683e+02 
       2.027335488731e-01       1.336646328801e+02 
       2.059473501575e-01       1.293398659774e+02 
       2.091611538671e-01       1.249529656666e+02 
       2.123749598908e-01       1.206146005257e+02 
       2.155887681241e-01       1.164224225146e+02 
       2.188025784691e-01       1.124560933617e+02 
       2.220163908332e-01       1.087786128047e+02 
       2.252302051293e-01       1.054271406700e+02 
       2.284440212754e-01       1.024158204999e+02 
       2.316578391940e-01       9.974158394686e+01 
       2.348716588117e-01       9.737412821233e+01 
       2.380854800593e-01       9.527531232428e+01 
       2.412993028713e-01       9.338795035286e+01 
       2.445131271855e-01       9.164719004519e+01 
       2.477269529431e-01       8.998917472363e+01 
       2.509407800884e-01       8.835683799398e+01 
       2.541546085682e-01       8.670152667228e+01 
       2.573684383324e-01       8.499359295351e+01 
       2.605822693330e-01       8.321554009709e+01 
       2.637961015247e-01       8.136397749235e+01 
       2.670099348642e-01       7.944800354203e+01 
       2.702237693103e-01       7.748580760607e+01 
       2.734376048237e-01       7.550347108946e+01 
       2.766514413671e-01       7.353369924631e+01 
       2.798652789047e-01       7.160752915945e+01 
       2.830791174024e-01       6.975585513155e+01 
       2.862929568279e-01       6.800327910184e+01 
       2.895067971499e-01       6.636596720974e+01 
       2.927206383389e-01       6.485050056153e+01 
       2.959344803664e-01       6.345453315528e+01 
       2.991483232052e-01       6.216841660457e+01 
       3.023621668294e-01       6.097767098546e+01 
       3.055760112140e-01       5.986518432646e+01 
       3.087898563352e-01       5.881232108303e+01 
       3.120037021700e-01       5.780095873158e+01 
       3.152175486966e-01       5.681346819366e+01 
       3.184313958939e-01       5.583440328447e+01 
       3.216452437417e-01       5.485119524530e+01 
       3.248590922206e-01       5.385597471852e+01 
       3.280729413120e-01       5.284569480354e+01 
       3.312867909978e-01       5.182232644761e+01 
       3.345006412611e-01       5.079162269433e+01 
       3.377144920850e-01       4.976236937499e+01 
       3.409283434538e-01       4.874384386129e+01 
       3.441421953521e-01       4.774505428334e+01 
       3.473560477652e-01       4.677388363630e+01 
       3.505699006787e-01       4.583705939923e+01 
       3.537837540791e-01       4.493942866746e+01 
       3.569976079530e-01       4.408439884644e+01 
       3.602114622879e-01       4.327333710884e+01 
       3.634253170713e-01       4.250535109667e+01 
       3.666391722915e-01       4.177692313096e+01 
       3.698530279369e-01       4.108270495891e+01 
       3.730668839967e-01       4.041612382395e+01 
       3.762807404600e-01       3.977023005029e+01 
       3.794945973167e-01       3.913901806819e+01 
       3.827084545567e-01       3.851762853352e+01 
       3.859223121705e-01       3.790272653441e+01 
       3.891361701487e-01       3.729217630267e+01 
       3.923500284823e-01       3.668491444649e+01 
       3.955638871628e-01       3.608058662172e+01 
       3.987777461815e-01       3.547974569524e+01 
       4.019916055305e-01       3.488359880906e+01 
       4.052054652017e-01       3.429428713997e+01 
       4.084193251876e-01       3.371442690709e+01 
       4.116331854808e-01       3.314679951539e+01 
       4.148470460741e-01       3.259392063155e+01 
       4.180609069605e-01       3.205736582243e+01 
       4.212747681333e-01       3.153793733265e+01 
       4.244886295860e-01       3.103560960525e+01 
       4.277024913123e-01       3.054977052204e+01 
       4.309163533060e-01       3.007961763219e+01 
       4.341302155611e-01       2.962433038530e+01 
       4.373440780719e-01       2.918284182984e+01 
       4.405579408327e-01       2.875392376681e+01 
       4.437718038381e-01       2.833602311501e+01 
       4.469856670829e-01       2.792729424511e+01 
       4.501995305617e-01       2.752597395932e+01 
       4.534133942698e-01       2.713047788195e+01 
       4.566272582021e-01       2.673980858695e+01 
       4.598411223541e-01       2.635357479772e+01 
       4.630549867210e-01       2.597182879264e+01 
       4.662688512984e-01       2.559490330707e+01 
       4.694827160821e-01       2.522318142570e+01 
       4.726965810677e-01       2.485704280396e+01 
       4.759104462513e-01       2.449684859379e+01 
       4.791243116286e-01       2.414302823851e+01 
       4.823381771960e-01       2.379625229583e+01 
       4.855520429496e-01       2.345719024652e+01 
       4.887659088857e-01       2.312646803277e+01 
       4.919797750007e-01       2.280440895317e+01 
       4.951936412912e-01       2.249099672152e+01 
       4.984075077536e-01       2.218574661363e+01 
       5.016213743848e-01       2.188795554168e+01 
       5.048352411815e-01       2.159682182655e+01 
       5.080491081405e-01       2.131166267883e+01 
       5.112629752588e-01       2.103193704038e+01 
       5.144768425333e-01       2.075725520616e+01 
       5.176907099612e-01       2.048727251024e+01 
       5.209045775396e-01       2.022160892180e+01 
       5.241184452657e-01       1.995983464884e+01 
       5.273323131368e-01       1.970161478907e+01 
       5.305461811503e-01       1.944678140356e+01 
       5.337600493036e-01       1.919540245407e+01 
       5.369739175941e-01       1.894773921909e+01 
       5.401877860195e-01       1.870416311440e+01 
       5.434016545773e-01       1.846497045175e+01 
       5.466155232651e-01       1.823030252509e+01 
       5.498293920807e-01       1.800007233677e+01 
       5.530432610219e-01       1.777426259022e+01 
       5.562571300865e-01       1.755267040424e+01 
       5.594709992723e-01       1.733523244090e+01 
       5.626848685772e-01       1.712200827816e+01 
       5.658987379993e-01       1.691291961556e+01 
       5.691126075365e-01       1.670793813436e+01 
       5.723264771869e-01       1.650690060901e+01 
       5.755403469485e-01       1.630949490022e+01 
       5.787542168196e-01       1.611539134872e+01 
       5.819680867983e-01       1.592431560876e+01 
       5.851819568828e-01       1.573610080236e+01 
       5.883958270714e-01       1.555073276806e+01 
       5.916096973624e-01       1.536823318541e+01 
       5.948235677541e-01       1.518861215556e+01 
       5.980374382449e-01       1.501178554874e+01 
       6.012513088332e-01       1.483764132797e+01 
       6.044651795175e-01       1.466602996803e+01 
       6.076790502961e-01       1.449688924346e+01 
       6.108929211677e-01       1.433022169999e+01 
       6.141067921308e-01       1.416616473804e+01 
       6.173206631839e-01       1.400483822112e+01 
       6.205345343256e-01       1.384630523991e+01 
       6.237484055545e-01       1.369053622481e+01 
       6.269622768694e-01       1.353742689680e+01 
       6.301761482688e-01       1.338677429800e+01 
       6.333900197516e-01       1.323850433336e+01 
       6.366038913164e-01       1.309253241806e+01 
       6.398177629619e-01       1.294884886782e+01 
       6.430316346871e-01       1.280747882730e+01 
       6.462455064906e-01       1.266840401244e+01 
       6.494593783714e-01       1.253151735349e+01 
       6.526732503282e-01       1.239668231146e+01 
       6.558871223600e-01       1.226373879734e+01 
       6.591009944657e-01       1.213259750111e+01 
       6.623148666442e-01       1.200322520785e+01 
       6.655287388943e-01       1.187568481537e+01 
       6.687426112152e-01       1.175001818611e+01 
       6.719564836057e-01       1.162626553548e+01 
       6.751703560649e-01       1.150438818278e+01 
       6.783842285918e-01       1.138429603713e+01 
       6.815981011854e-01       1.126588747125e+01 
       6.848119738448e-01       1.114911151285e+01 
       6.880258465691e-01       1.103395945594e+01 
       6.912397193574e-01       1.092048278396e+01 
       6.944535922087e-01       1.080873088202e+01 
       6.976674651222e-01       1.069870386247e+01 
       7.008813380971e-01       1.059035724077e+01 
       7.040952111324e-01       1.048362367606e+01 
       7.073090842275e-01       1.037832303223e+01 
       7.105229573814e-01       1.027442484173e+01 
       7.137368305933e-01       1.017191316429e+01 
       7.169507038626e-01       1.007080744049e+01 
       7.201645771883e-01       9.971144807600e+00 
       7.233784505698e-01       9.872925081202e+00 
       7.265923240064e-01       9.776092478062e+00 
       7.298061974972e-01       9.680569605733e+00 
       7.330200710416e-01       9.586279236002e+00 
       7.362339446388e-01       9.493165334744e+00 
       7.394478182883e-01       9.401240568668e+00 
       7.426616919892e-01       9.310540469689e+00 
       7.458755657410e-01       9.221107287812e+00 
       7.490894395429e-01       9.132949666291e+00 
       7.523033133944e-01       9.046029606316e+00 
       7.555171872948e-01       8.960274660435e+00 
       8.259205627815e-01       7.334013137091e+00 
       9.280150980228e-01       5.627610853936e+00 
       1.090552453521e+00       3.880588793558e+00 
       1.346943533441e+00       2.366693561208e+00 
       1.693655695988e+00       1.371032619882e+00 
       2.132152443295e+00       7.848821484413e-01 
       2.684220786091e+00       4.456458574665e-01 
       3.379233758430e+00       2.511643721045e-01 
       4.254203250880e+00       1.406067830495e-01 
       5.355724579470e+00       7.823314253805e-02 
       6.742457771666e+00       4.328482320158e-02 
       8.488251426699e+00       2.382603948560e-02 
