# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:dens[1]-dens[1]        3:dens[1]-dens[2]        4:dens[2]-dens[2]    
 2238       1.086055680414e+01      -1.240965753696e-07       7.438093001205e+00 
 2239       1.086239344590e+01      -1.266310700141e-07       7.439561367865e+00 
 2240       1.086422938825e+01      -1.293462023924e-07       7.441029214391e+00 
 2241       1.086606463201e+01      -1.322387664610e-07       7.442496541272e+00 
 2242       1.086789917798e+01      -1.353055434570e-07       7.443963348976e+00 
 2243       1.086973302695e+01      -1.385433018835e-07       7.445429637956e+00 
 2244       1.087156617966e+01      -1.419487974946e-07       7.446895408648e+00 
 2245       1.087339863683e+01      -1.455187732812e-07       7.448360661467e+00 
 2246       1.087523039914e+01      -1.492499594561e-07       7.449825396813e+00 
 2247       1.087706146727e+01      -1.531390734395e-07       7.451289615069e+00 
 2248       1.087889184184e+01      -1.571828198440e-07       7.452753316598e+00 
 2249       1.088072152346e+01      -1.613778904603e-07       7.454216501748e+00 
 2250       1.088255051271e+01      -1.657209642426e-07       7.455679170846e+00 
 2251       1.088437881013e+01      -1.702087072935e-07       7.457141324204e+00 
 2252       1.088620641624e+01      -1.748377728498e-07       7.458602962114e+00 
 2253       1.088803333154e+01      -1.796048012677e-07       7.460064084853e+00 
 2254       1.088985955649e+01      -1.845064200080e-07       7.461524692677e+00 
 2255       1.089168509151e+01      -1.895392436216e-07       7.462984785826e+00 
 2256       1.089350993702e+01      -1.946998737350e-07       7.464444364521e+00 
 2257       1.089533409338e+01      -1.999848990352e-07       7.465903428966e+00 
 2258       1.089715756105e+01      -2.053889283852e-07       7.467361979415e+00 
 2259       1.089898034082e+01      -2.108986762612e-07       7.468820016375e+00 
 2260       1.090080243358e+01      -2.164988389383e-07       7.470277540408e+00 
 2261       1.090262384018e+01      -2.221740578174e-07       7.471734552055e+00 
 2262       1.090444456144e+01      -2.279089193649e-07       7.473191051843e+00 
 2263       1.090626459816e+01      -2.336879550515e-07       7.474647040282e+00 
 2264       1.090808395110e+01      -2.394956412910e-07       7.476102517865e+00 
 2265       1.090990262102e+01      -2.453163993800e-07       7.477557485068e+00 
 2266       1.091172060862e+01      -2.511345954363e-07       7.479011942350e+00 
 2267       1.091353791459e+01      -2.569345403383e-07       7.480465890153e+00 
 2268       1.091535453959e+01      -2.627004896644e-07       7.481919328903e+00 
 2269       1.091717048426e+01      -2.684166436312e-07       7.483372259008e+00 
 2270       1.091898574919e+01      -2.740671470337e-07       7.484824680860e+00 
 2271       1.092080033497e+01      -2.796360891833e-07       7.486276594832e+00 
 2272       1.092261424215e+01      -2.851075038476e-07       7.487728001284e+00 
 2273       1.092442747123e+01      -2.904653691891e-07       7.489178900554e+00 
 2274       1.092624002273e+01      -2.956936077047e-07       7.490629292966e+00 
 2275       1.092805189711e+01      -3.007760861642e-07       7.492079178827e+00 
 2276       1.092986309480e+01      -3.056966155497e-07       7.493528558424e+00 
 2277       1.093167361621e+01      -3.104389509947e-07       7.494977432030e+00 
 2278       1.093348346173e+01      -3.149867917232e-07       7.496425799899e+00 
 2279       1.093529263171e+01      -3.193237809885e-07       7.497873662268e+00 
 2280       1.093710112648e+01      -3.234335060125e-07       7.499321019357e+00 
 2281       1.093890894632e+01      -3.272994979249e-07       7.500767871369e+00 
 2282       1.094071609160e+01      -3.309068958694e-07       7.502214218553e+00 
 2283       1.094252256295e+01      -3.342474511131e-07       7.503660061403e+00 
 2284       1.094432836106e+01      -3.373145549201e-07       7.505105400464e+00 
 2285       1.094613348659e+01      -3.401015772765e-07       7.506550236263e+00 
 2286       1.094793794017e+01      -3.426018668676e-07       7.507994569309e+00 
 2287       1.094974172242e+01      -3.448087510557e-07       7.509438400099e+00 
 2288       1.095154483392e+01      -3.467155358574e-07       7.510881729111e+00 
 2289       1.095334727522e+01      -3.483155059208e-07       7.512324556807e+00 
 2290       1.095514904685e+01      -3.496019245029e-07       7.513766883634e+00 
 2291       1.095695014931e+01      -3.505680334475e-07       7.515208710020e+00 
 2292       1.095875058307e+01      -3.512070531619e-07       7.516650036381e+00 
 2293       1.096055034859e+01      -3.515121825948e-07       7.518090863112e+00 
 2294       1.096234944628e+01      -3.514765992136e-07       7.519531190595e+00 
 2295       1.096414787653e+01      -3.510934589817e-07       7.520971019194e+00 
 2296       1.096594563972e+01      -3.503558963360e-07       7.522410349257e+00 
 2297       1.096774273617e+01      -3.492570241643e-07       7.523849181116e+00 
 2298       1.096953916620e+01      -3.477899337826e-07       7.525287515084e+00 
 2299       1.097133493008e+01      -3.459476949128e-07       7.526725351461e+00 
 2300       1.097313002809e+01      -3.437233556597e-07       7.528162690528e+00 
 2301       1.097492446044e+01      -3.411099424886e-07       7.529599532551e+00 
 2302       1.097671822733e+01      -3.381004602028e-07       7.531035877777e+00 
 2303       1.097851132894e+01      -3.346878919211e-07       7.532471726439e+00 
 2304       1.098030376542e+01      -3.308651990546e-07       7.533907078751e+00 
 2305       1.098209553687e+01      -3.266253212849e-07       7.535341934912e+00 
 2306       1.098388664353e+01      -3.219653043615e-07       7.536776295167e+00 
 2307       1.098567708611e+01      -3.168987121814e-07       7.538210159993e+00 
 2308       1.098746686544e+01      -3.114432934679e-07       7.539643529916e+00 
 2309       1.098925598233e+01      -3.056168611760e-07       7.541076405448e+00 
 2310       1.099104443756e+01      -2.994372925631e-07       7.542508787081e+00 
 2311       1.099283223188e+01      -2.929225292595e-07       7.543940675295e+00 
 2312       1.099461936603e+01      -2.860905773387e-07       7.545372070553e+00 
 2313       1.099640584069e+01      -2.789595073880e-07       7.546802973303e+00 
 2314       1.099819165656e+01      -2.715474545794e-07       7.548233383977e+00 
 2315       1.099997681428e+01      -2.638726187394e-07       7.549663302990e+00 
 2316       1.100176131448e+01      -2.559532644201e-07       7.551092730743e+00 
 2317       1.100354515776e+01      -2.478077209696e-07       7.552521667620e+00 
 2318       1.100532834470e+01      -2.394543826022e-07       7.553950113991e+00 
 2319       1.100711087584e+01      -2.309117084694e-07       7.555378070207e+00 
 2320       1.100889275172e+01      -2.221982227301e-07       7.556805536606e+00 
 2321       1.101067397283e+01      -2.133325146211e-07       7.558232513509e+00 
 2322       1.101245453963e+01      -2.043332385278e-07       7.559659001220e+00 
 2323       1.101423445259e+01      -1.952191140546e-07       7.561085000029e+00 
 2324       1.101601371211e+01      -1.860089260954e-07       7.562510510209e+00 
 2325       1.101779231860e+01      -1.767215249042e-07       7.563935532017e+00 
 2326       1.101957027242e+01      -1.673758261656e-07       7.565360065693e+00 
 2327       1.102134757392e+01      -1.579908110652e-07       7.566784111462e+00 
 2328       1.102312422341e+01      -1.485855263603e-07       7.568207669533e+00 
 2329       1.102490022118e+01      -1.391790844503e-07       7.569630740099e+00 
 2330       1.102667556761e+01      -1.297897049429e-07       7.571053323396e+00 
 2331       1.102845026349e+01      -1.204318326299e-07       7.572475419889e+00 
 2332       1.103022430970e+01      -1.111190015424e-07       7.573897030087e+00 
 2333       1.103199770709e+01      -1.018647918600e-07       7.575318154484e+00 
 2334       1.103377045650e+01      -9.268282996044e-08       7.576738793562e+00 
 2335       1.103554255873e+01      -8.358678846830e-08       7.578158947783e+00 
 2336       1.103731401457e+01      -7.459038630489e-08       7.579578617598e+00 
 2337       1.103908482477e+01      -6.570738873738e-08       7.580997803441e+00 
 2338       1.104085499007e+01      -5.695160742816e-08       7.582416505730e+00 
 2339       1.104262451118e+01      -4.833690048419e-08       7.583834724871e+00 
 2340       1.104439338879e+01      -3.987717250631e-08       7.585252461250e+00 
 2341       1.104616162355e+01      -3.158637463861e-08       7.586669715242e+00 
 2342       1.104792921610e+01      -2.347850461778e-08       7.588086487205e+00 
 2343       1.104969616705e+01      -1.556760682238e-08       7.589502777481e+00 
 2344       1.105146247700e+01      -7.867772322272e-09       7.590918586398e+00 
 2345       1.105322814650e+01      -3.931389278917e-10       7.592333914268e+00 
 2346       1.105499317610e+01       6.842108760388e-09       7.593748761387e+00 
 2347       1.105675756630e+01       1.382373930292e-08       7.595163128037e+00 
 2348       1.105852131759e+01       2.053747437145e-08       7.596577014483e+00 
 2349       1.106028443045e+01       2.696898869976e-08       7.597990420974e+00 
 2350       1.106204690530e+01       3.310391003436e-08       7.599403347747e+00 
 2351       1.106380874256e+01       3.892781908512e-08       7.600815795020e+00 
 2352       1.106556994263e+01       4.442624947594e-08       7.602227762996e+00 
 2353       1.106733050586e+01       4.958468769542e-08       7.603639251863e+00 
 2354       1.106909043266e+01       5.439314386380e-08       7.605050261852e+00 
 2355       1.107084972359e+01       5.885989520000e-08       7.606460793414e+00 
 2356       1.107260837930e+01       6.299782793623e-08       7.607870847046e+00 
 2357       1.107436640035e+01       6.681987431329e-08       7.609280423226e+00 
 2358       1.107612378734e+01       7.033901263013e-08       7.610689522422e+00 
 2359       1.107788054079e+01       7.356826729347e-08       7.612098145085e+00 
 2360       1.107963666123e+01       7.652070886743e-08       7.613506291653e+00 
 2361       1.108139214916e+01       7.920945412308e-08       7.614913962547e+00 
 2362       1.108314700505e+01       8.164766608807e-08       7.616321158175e+00 
 2363       1.108490122935e+01       8.384855409625e-08       7.617727878930e+00 
 2364       1.108665482247e+01       8.582537383724e-08       7.619134125191e+00 
 2365       1.108840778482e+01       8.759142740604e-08       7.620539897321e+00 
 2366       1.109016011678e+01       8.916006335264e-08       7.621945195668e+00 
 2367       1.109191181868e+01       9.054467673165e-08       7.623350020567e+00 
 2368       1.109366289087e+01       9.175870915184e-08       7.624754372337e+00 
 2369       1.109541333363e+01       9.281564882578e-08       7.626158251282e+00 
 2370       1.109716314725e+01       9.372903061945e-08       7.627561657691e+00 
 2371       1.109891233197e+01       9.451243610183e-08       7.628964591839e+00 
 2372       1.110066088803e+01       9.517949359449e-08       7.630367053985e+00 
 2373       1.110240881562e+01       9.574387822122e-08       7.631769044373e+00 
 2374       1.110415611492e+01       9.621931195761e-08       7.633170563234e+00 
 2375       1.110590278609e+01       9.661956368066e-08       7.634571610781e+00 
 2376       1.110764882925e+01       9.695844921838e-08       7.635972187214e+00 
 2377       1.110939424450e+01       9.724983139941e-08       7.637372292717e+00 
 2378       1.111113903202e+01       9.750752741331e-08       7.638771927516e+00 
 2379       1.111288319236e+01       9.774503016875e-08       7.640171092049e+00 
 2380       1.111462672614e+01       9.797578531861e-08       7.641569786795e+00 
 2381       1.111636963395e+01       9.821328384113e-08       7.642968012220e+00 
 2382       1.111811191638e+01       9.847106208750e-08       7.644365768777e+00 
 2383       1.111985357398e+01       9.876270182954e-08       7.645763056903e+00 
 2384       1.112159460727e+01       9.910183030731e-08       7.647159877021e+00 
 2385       1.112333501677e+01       9.950212027675e-08       7.648556229541e+00 
 2386       1.112507480296e+01       9.997729005730e-08       7.649952114859e+00 
 2387       1.112681396629e+01       1.005411035796e-07       7.651347533355e+00 
 2388       1.112855250720e+01       1.012073704330e-07       7.652742485396e+00 
 2389       1.113029042611e+01       1.019899459134e-07       7.654136971335e+00 
 2390       1.113202772340e+01       1.029027310707e-07       7.655530991511e+00 
 2391       1.113376439943e+01       1.039596727564e-07       7.656924546246e+00 
 2392       1.113550045457e+01       1.051747636714e-07       7.658317635850e+00 
 2393       1.113723588911e+01       1.065620424138e-07       7.659710260619e+00 
 2394       1.113897070335e+01       1.081355935259e-07       7.661102420834e+00 
 2395       1.114070489757e+01       1.099095475426e-07       7.662494116761e+00 
 2396       1.114243847201e+01       1.118980810385e-07       7.663885348652e+00 
 2397       1.114417142690e+01       1.141154166757e-07       7.665276116745e+00 
 2398       1.114590376243e+01       1.165758232516e-07       7.666666421262e+00 
 2399       1.114763547878e+01       1.192936157462e-07       7.668056262411e+00 
 2400       1.114936657611e+01       1.222831553700e-07       7.669445640388e+00 
 2401       1.115109705454e+01       1.255588496118e-07       7.670834555370e+00 
 2402       1.115282691429e+01       1.291309857064e-07       7.672223007578e+00 
 2403       1.115455615606e+01       1.329932031915e-07       7.673610997435e+00 
 2404       1.115628478066e+01       1.371349450836e-07       7.674998525405e+00 
 2405       1.115801278885e+01       1.415456174844e-07       7.676385591941e+00 
 2406       1.115974018139e+01       1.462145895419e-07       7.677772197479e+00 
 2407       1.116146695901e+01       1.511311934111e-07       7.679158342443e+00 
 2408       1.116319312243e+01       1.562847242152e-07       7.680544027243e+00 
 2409       1.116491867233e+01       1.616644400066e-07       7.681929252276e+00 
 2410       1.116664360937e+01       1.672595617279e-07       7.683314017924e+00 
 2411       1.116836793421e+01       1.730592731730e-07       7.684698324557e+00 
 2412       1.117009164747e+01       1.790527209479e-07       7.686082172530e+00 
 2413       1.117181474974e+01       1.852290144320e-07       7.687465562183e+00 
 2414       1.117353724161e+01       1.915772257387e-07       7.688848493846e+00 
 2415       1.117525912363e+01       1.980863896770e-07       7.690230967830e+00 
 2416       1.117698039634e+01       2.047455037118e-07       7.691612984437e+00 
 2417       1.117870106024e+01       2.115435279256e-07       7.692994543952e+00 
 2418       1.118042111584e+01       2.184693849792e-07       7.694375646648e+00 
 2419       1.118214056359e+01       2.255119600725e-07       7.695756292782e+00 
 2420       1.118385940395e+01       2.326601009059e-07       7.697136482598e+00 
 2421       1.118557763733e+01       2.399026176411e-07       7.698516216327e+00 
 2422       1.118729526414e+01       2.472282828622e-07       7.699895494184e+00 
 2423       1.118901228475e+01       2.546258315367e-07       7.701274316372e+00 
 2424       1.119072869952e+01       2.620839609762e-07       7.702652683079e+00 
 2425       1.119244450880e+01       2.695913307982e-07       7.704030594478e+00 
 2426       1.119415971292e+01       2.771346950387e-07       7.705408050783e+00 
 2427       1.119587431243e+01       2.846932862527e-07       7.706785052408e+00 
 2428       1.119758830789e+01       2.922443974422e-07       7.708161599805e+00 
 2429       1.119930169984e+01       2.997652467487e-07       7.709537693417e+00 
 2430       1.120101448879e+01       3.072329773761e-07       7.710913333671e+00 
 2431       1.120272667524e+01       3.146246575141e-07       7.712288520981e+00 
 2432       1.120443825966e+01       3.219172802603e-07       7.713663255749e+00 
 2433       1.120614924250e+01       3.290877635442e-07       7.715037538362e+00 
 2434       1.120785962419e+01       3.361129500492e-07       7.716411369196e+00 
 2435       1.120956940514e+01       3.429696071361e-07       7.717784748612e+00 
 2436       1.121127858573e+01       3.496344267658e-07       7.719157676958e+00 
 2437       1.121298716633e+01       3.560840254225e-07       7.720530154569e+00 
 2438       1.121469514728e+01       3.622949440364e-07       7.721902181766e+00 
 2439       1.121640252889e+01       3.682436479065e-07       7.723273758857e+00 
 2440       1.121810931148e+01       3.739065266241e-07       7.724644886138e+00 
 2441       1.121981549530e+01       3.792598939953e-07       7.726015563889e+00 
 2442       1.122152108061e+01       3.842799879638e-07       7.727385792378e+00 
 2443       1.122322606765e+01       3.889429705346e-07       7.728755571859e+00 
 2444       1.122493045662e+01       3.932249276959e-07       7.730124902574e+00 
 2445       1.122663424771e+01       3.971018693431e-07       7.731493784748e+00 
 2446       1.122833744108e+01       4.005497292008e-07       7.732862218597e+00 
 2447       1.123004003687e+01       4.035443647465e-07       7.734230204320e+00 
 2448       1.123174203521e+01       4.060615571330e-07       7.735597742104e+00 
 2449       1.123344343618e+01       4.080770111117e-07       7.736964832121e+00 
 2450       1.123514423994e+01       4.095715369008e-07       7.738331474584e+00 
 2451       1.123684444690e+01       4.105466297865e-07       7.739697669899e+00 
 2452       1.123854405752e+01       4.110089834775e-07       7.741063418513e+00 
 2453       1.124024307226e+01       4.109653166418e-07       7.742428720860e+00 
 2454       1.124194149154e+01       4.104223729330e-07       7.743793577363e+00 
 2455       1.124363931575e+01       4.093869210165e-07       7.745157988430e+00 
 2456       1.124533654529e+01       4.078657545965e-07       7.746521954456e+00 
 2457       1.124703318051e+01       4.058656924422e-07       7.747885475825e+00 
 2458       1.124872922176e+01       4.033935784143e-07       7.749248552908e+00 
 2459       1.125042466934e+01       4.004562814914e-07       7.750611186061e+00 
 2460       1.125211952356e+01       3.970606957970e-07       7.751973375630e+00 
 2461       1.125381378470e+01       3.932137406254e-07       7.753335121946e+00 
 2462       1.125550745299e+01       3.889223604684e-07       7.754696425328e+00 
 2463       1.125720052869e+01       3.841935250419e-07       7.756057286083e+00 
 2464       1.125889301199e+01       3.790342293125e-07       7.757417704502e+00 
 2465       1.126058490308e+01       3.734514935236e-07       7.758777680867e+00 
 2466       1.126227620214e+01       3.674523632222e-07       7.760137215443e+00 
 2467       1.126396690930e+01       3.610439092855e-07       7.761496308485e+00 
 2468       1.126565702469e+01       3.542332279469e-07       7.762854960235e+00 
 2469       1.126734654842e+01       3.470274408233e-07       7.764213170919e+00 
 2470       1.126903548055e+01       3.394336949406e-07       7.765570940752e+00 
 2471       1.127072382116e+01       3.314591627611e-07       7.766928269937e+00 
 2472       1.127241157027e+01       3.231110422094e-07       7.768285158661e+00 
 2473       1.127409872789e+01       3.143965566994e-07       7.769641607101e+00 
 2474       1.127578529417e+01       3.053264058478e-07       7.770997615466e+00 
 2475       1.127747126973e+01       2.959251398798e-07       7.772353184155e+00 
 2476       1.127915665535e+01       2.862208466775e-07       7.773708313601e+00 
 2477       1.128084145176e+01       2.762417067619e-07       7.775063004226e+00 
 2478       1.128252565969e+01       2.660159933877e-07       7.776417256437e+00 
 2479       1.128420927983e+01       2.555720726367e-07       7.777771070633e+00 
 2480       1.128589231287e+01       2.449384035125e-07       7.779124447197e+00 
 2481       1.128757475948e+01       2.341435380340e-07       7.780477386502e+00 
 2482       1.128925662030e+01       2.232161213302e-07       7.781829888908e+00 
 2483       1.129093789595e+01       2.121848917339e-07       7.783181954760e+00 
 2484       1.129261858703e+01       2.010786808760e-07       7.784533584395e+00 
 2485       1.129429869413e+01       1.899264137795e-07       7.785884778134e+00 
 2486       1.129597821782e+01       1.787571089537e-07       7.787235536287e+00 
 2487       1.129765715864e+01       1.675998784883e-07       7.788585859152e+00 
 2488       1.129933551711e+01       1.564839281475e-07       7.789935747012e+00 
 2489       1.130101329374e+01       1.454385574643e-07       7.791285200141e+00 
 2490       1.130269048901e+01       1.344931598343e-07       7.792634218797e+00 
 2491       1.130436710339e+01       1.236772226102e-07       7.793982803228e+00 
 2492       1.130604313733e+01       1.130203271955e-07       7.795330953668e+00 
 2493       1.130771859125e+01       1.025521491390e-07       7.796678670339e+00 
 2494       1.130939346555e+01       9.230245822891e-08       7.798025953449e+00 
 2495       1.131106776062e+01       8.230111858654e-08       7.799372803195e+00 
 2496       1.131274147683e+01       7.257808876092e-08       7.800719219760e+00 
 2497       1.131441461452e+01       6.316342182270e-08       7.802065203316e+00 
 2498       1.131608717406e+01       5.408184651424e-08       7.803410754066e+00 
 2499       1.131775915601e+01       4.533647580250e-08       7.804755872391e+00 
 2500       1.131943056098e+01       3.692500301774e-08       7.806100558704e+00 
 2501       1.132110138954e+01       2.884511211553e-08       7.807444813408e+00 
 2502       1.132277164224e+01       2.109447766666e-08       7.808788636893e+00 
 2503       1.132444131963e+01       1.367076484712e-08       7.810132029538e+00 
 2504       1.132611042221e+01       6.571629428059e-09       7.811474991708e+00 
 2505       1.132777895049e+01      -2.052822342769e-10       7.812817523758e+00 
 2506       1.132944690494e+01      -6.662333208576e-09       7.814159626030e+00 
 2507       1.133111428603e+01      -1.280189599851e-08       7.815501298855e+00 
 2508       1.133278109419e+01      -1.862635255277e-08       7.816842542550e+00 
 2509       1.133444732985e+01      -2.413809427514e-08       7.818183357421e+00 
 2510       1.133611299339e+01      -2.933952203449e-08       7.819523743763e+00 
 2511       1.133777808522e+01      -3.423304617487e-08       7.820863701857e+00 
 2512       1.133944260567e+01      -3.882108652553e-08       7.822203231973e+00 
 2513       1.134110655511e+01      -4.310607241097e-08       7.823542334367e+00 
 2514       1.134276993384e+01      -4.709044266098e-08       7.824881009286e+00 
 2515       1.134443274217e+01      -5.077664562070e-08       7.826219256962e+00 
 2516       1.134609498038e+01      -5.416713916064e-08       7.827557077616e+00 
 2517       1.134775664873e+01      -5.726439068675e-08       7.828894471456e+00 
 2518       1.134941774747e+01      -6.007087715043e-08       7.830231438679e+00 
 2519       1.135107827681e+01      -6.258908505863e-08       7.831567979467e+00 
 2520       1.135273823696e+01      -6.482151048382e-08       7.832904093994e+00 
 2521       1.135439762810e+01      -6.677065907412e-08       7.834239782417e+00 
 2522       1.135605645044e+01      -6.844270278365e-08       7.835575044930e+00 
 2523       1.135771470432e+01      -6.985847324263e-08       7.836909881902e+00 
 2524       1.135937239012e+01      -7.104253223531e-08       7.838244293734e+00 
 2525       1.136102950819e+01      -7.201952085484e-08       7.839578280818e+00 
 2526       1.136268605887e+01      -7.281415958230e-08       7.840911843533e+00 
 2527       1.136434204247e+01      -7.345124836568e-08       7.842244982248e+00 
 2528       1.136599745929e+01      -7.395566669892e-08       7.843577697320e+00 
 2529       1.136765230961e+01      -7.435237370088e-08       7.844909989092e+00 
 2530       1.136930659368e+01      -7.466640819439e-08       7.846241857898e+00 
 2531       1.137096031173e+01      -7.492288878521e-08       7.847573304060e+00 
 2532       1.137261346399e+01      -7.514701394106e-08       7.848904327887e+00 
 2533       1.137426605066e+01      -7.536406207064e-08       7.850234929678e+00 
 2534       1.137591807191e+01      -7.559939160262e-08       7.851565109719e+00 
 2535       1.137756952790e+01      -7.587844106462e-08       7.852894868283e+00 
 2536       1.137922041877e+01      -7.622672916229e-08       7.854224205635e+00 
 2537       1.138087074464e+01      -7.666985485823e-08       7.855553122025e+00 
 2538       1.138252050561e+01      -7.723349745107e-08       7.856881617692e+00 
 2539       1.138416970176e+01      -7.794341665443e-08       7.858209692863e+00 
 2540       1.138581833315e+01      -7.882545267594e-08       7.859537347754e+00 
 2541       1.138746639982e+01      -7.990552629626e-08       7.860864582569e+00 
 2542       1.138911390179e+01      -8.120963894806e-08       7.862191397499e+00 
 2543       1.139076083905e+01      -8.276387279506e-08       7.863517792724e+00 
 2544       1.139240721160e+01      -8.459439081100e-08       7.864843768412e+00 
 2545       1.139405301939e+01      -8.672743685868e-08       7.866169324718e+00 
 2546       1.139569826250e+01      -8.918433964499e-08       7.867494461832e+00 
 2547       1.139734294152e+01      -9.196649303063e-08       7.868819180116e+00 
 2548       1.139898705718e+01      -9.507028949373e-08       7.870143479967e+00 
 2549       1.140063061018e+01      -9.849210839562e-08       7.871467361770e+00 
 2550       1.140227360120e+01      -1.022283159674e-07       7.872790825899e+00 
 2551       1.140391603091e+01      -1.062752652964e-07       7.874113872717e+00 
 2552       1.140555789996e+01      -1.106292963130e-07       7.875436502575e+00 
 2553       1.140719920898e+01      -1.152867357767e-07       7.876758715814e+00 
 2554       1.140883995858e+01      -1.202438972631e-07       7.878080512763e+00 
 2555       1.141048014937e+01      -1.254970811504e-07       7.879401893741e+00 
 2556       1.141211978191e+01      -1.310425746057e-07       7.880722859052e+00 
 2557       1.141375885677e+01      -1.368766515718e-07       7.882043408993e+00 
 2558       1.141539737449e+01      -1.429955727538e-07       7.883363543848e+00 
 2559       1.141703533559e+01      -1.493955856052e-07       7.884683263888e+00 
 2560       1.141867274059e+01      -1.560729243150e-07       7.886002569375e+00 
 2561       1.142030958996e+01      -1.630238097940e-07       7.887321460558e+00 
 2562       1.142194588419e+01      -1.702444496614e-07       7.888639937676e+00 
 2563       1.142358162372e+01      -1.777310382312e-07       7.889958000956e+00 
 2564       1.142521680898e+01      -1.854797564990e-07       7.891275650612e+00 
 2565       1.142685144041e+01      -1.934867721284e-07       7.892592886848e+00 
 2566       1.142848551838e+01      -2.017482394376e-07       7.893909709857e+00 
 2567       1.143011904329e+01      -2.102602993859e-07       7.895226119819e+00 
 2568       1.143175201549e+01      -2.190190795604e-07       7.896542116904e+00 
 2569       1.143338443534e+01      -2.280206941622e-07       7.897857701269e+00 
 2570       1.143501630320e+01      -2.372565419872e-07       7.899172873104e+00 
 2571       1.143664761966e+01      -2.466991711199e-07       7.900487632765e+00 
 2572       1.143827838533e+01      -2.563163336728e-07       7.901801980639e+00 
 2573       1.143990860079e+01      -2.660756803796e-07       7.903115917105e+00 
 2574       1.144153826663e+01      -2.759447604968e-07       7.904429442530e+00 
 2575       1.144316738340e+01      -2.858910217041e-07       7.905742557269e+00 
 2576       1.144479595166e+01      -2.958818100064e-07       7.907055261667e+00 
 2577       1.144642397191e+01      -3.058843696343e-07       7.908367556060e+00 
 2578       1.144805144468e+01      -3.158658429456e-07       7.909679440769e+00 
 2579       1.144967837044e+01      -3.257932703264e-07       7.910990916108e+00 
 2580       1.145130474967e+01      -3.356335900922e-07       7.912301982377e+00 
 2581       1.145293058283e+01      -3.453536383892e-07       7.913612639868e+00 
 2582       1.145455587035e+01      -3.549201490951e-07       7.914922888859e+00 
 2583       1.145618061265e+01      -3.642997537208e-07       7.916232729618e+00 
 2584       1.145780481013e+01      -3.734589813110e-07       7.917542162405e+00 
 2585       1.145942846318e+01      -3.823642583458e-07       7.918851187463e+00 
 2586       1.146105157216e+01      -3.909819086417e-07       7.920159805030e+00 
 2587       1.146267413743e+01      -3.992781532527e-07       7.921468015328e+00 
 2588       1.146429615930e+01      -4.072191103713e-07       7.922775818571e+00 
 2589       1.146591763810e+01      -4.147707952301e-07       7.924083214961e+00 
 2590       1.146753857413e+01      -4.218991200026e-07       7.925390204689e+00 
 2591       1.146915896765e+01      -4.285698937047e-07       7.926696787934e+00 
 2592       1.147077881892e+01      -4.347488220952e-07       7.928002964864e+00 
 2593       1.147239812820e+01      -4.404015075777e-07       7.929308735637e+00 
 2594       1.147401689572e+01      -4.454991350228e-07       7.930614100440e+00 
 2595       1.147563512178e+01      -4.500355645039e-07       7.931919059613e+00 
 2596       1.147725280667e+01      -4.540103348556e-07       7.933223613526e+00 
 2597       1.147886995069e+01      -4.574229865167e-07       7.934527762540e+00 
 2598       1.148048655408e+01      -4.602730615337e-07       7.935831507004e+00 
 2599       1.148210261710e+01      -4.625601035624e-07       7.937134847257e+00 
 2600       1.148371813997e+01      -4.642836578710e-07       7.938437783627e+00 
 2601       1.148533312290e+01      -4.654432713426e-07       7.939740316432e+00 
 2602       1.148694756608e+01      -4.660384924773e-07       7.941042445980e+00 
 2603       1.148856146970e+01      -4.660688713952e-07       7.942344172567e+00 
 2604       1.149017483389e+01      -4.655339598387e-07       7.943645496479e+00 
 2605       1.149178765881e+01      -4.644333111750e-07       7.944946417990e+00 
 2606       1.149339994457e+01      -4.627664803987e-07       7.946246937367e+00 
 2607       1.149501169127e+01      -4.605330241341e-07       7.947547054862e+00 
 2608       1.149662289900e+01      -4.577325006381e-07       7.948846770719e+00 
 2609       1.149823356782e+01      -4.543644698026e-07       7.950146085170e+00 
 2610       1.149984369778e+01      -4.504284931567e-07       7.951444998437e+00 
 2611       1.150145328892e+01      -4.459241338696e-07       7.952743510731e+00 
 2612       1.150306234124e+01      -4.408509567529e-07       7.954041622251e+00 
 2613       1.150467085473e+01      -4.352085282632e-07       7.955339333188e+00 
 2614       1.150627882938e+01      -4.289964165048e-07       7.956636643719e+00 
 2615       1.150788626514e+01      -4.222141912318e-07       7.957933554013e+00 
 2616       1.150949316194e+01      -4.148614238510e-07       7.959230064226e+00 
 2617       1.151109951972e+01      -4.069376874243e-07       7.960526174503e+00 
 2618       1.151270533850e+01      -3.984487239213e-07       7.961821885024e+00 
 2619       1.151431061886e+01      -3.894249836644e-07       7.963117196129e+00 
 2620       1.151591536151e+01      -3.799031895889e-07       7.964412108191e+00 
 2621       1.151751956711e+01      -3.699201795203e-07       7.965706621575e+00 
 2622       1.151912323634e+01      -3.595129062850e-07       7.967000736633e+00 
 2623       1.152072636983e+01      -3.487184378206e-07       7.968294453710e+00 
 2624       1.152232896823e+01      -3.375739572865e-07       7.969587773137e+00 
 2625       1.152393103214e+01      -3.261167631744e-07       7.970880695239e+00 
