# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:dens[1]-dens[1]        3:dens[1]-dens[2]        4:dens[1]-dens[3]        5:dens[1]-dens[4]        6:dens[1]-dens[5]        7:dens[1]-dens[6]        8:dens[1]-dens[7]        9:dens[1]-dens[8]       10:dens[1]-dens[9]       11:dens[1]-dens[10]      12:dens[2]-dens[2]       13:dens[2]-dens[3]       14:dens[2]-dens[4]       15:dens[2]-dens[5]       16:dens[2]-dens[6]       17:dens[2]-dens[7]       18:dens[2]-dens[8]       19:dens[2]-dens[9]       20:dens[2]-dens[10]      21:dens[3]-dens[3]       22:dens[3]-dens[4]       23:dens[3]-dens[5]       24:dens[3]-dens[6]       25:dens[3]-dens[7]       26:dens[3]-dens[8]       27:dens[3]-dens[9]       28:dens[3]-dens[10]      29:dens[4]-dens[4]       30:dens[4]-dens[5]       31:dens[4]-dens[6]       32:dens[4]-dens[7]       33:dens[4]-dens[8]       34:dens[4]-dens[9]       35:dens[4]-dens[10]      36:dens[5]-dens[5]       37:dens[5]-dens[6]       38:dens[5]-dens[7]       39:dens[5]-dens[8]       40:dens[5]-dens[9]       41:dens[5]-dens[10]      42:dens[6]-dens[6]       43:dens[6]-dens[7]       44:dens[6]-dens[8]       45:dens[6]-dens[9]       46:dens[6]-dens[10]      47:dens[7]-dens[7]       48:dens[7]-dens[8]       49:dens[7]-dens[9]       50:dens[7]-dens[10]      51:dens[8]-dens[8]       52:dens[8]-dens[9]       53:dens[8]-dens[10]      54:dens[9]-dens[9]       55:dens[9]-dens[10]      56:dens[10]-dens[10]  
 1714       1.331817794951e+01       6.500099681508e-08       1.189411625872e-08       1.018518861389e-08      -7.302258758294e-09       1.055084797794e-09      -4.017939948555e-11      -4.556224810815e-10       1.435563584608e-09       9.808744823412e-10       9.793131506772e+00       1.453722308163e-08      -5.923589603512e-09       1.206816594875e-08       2.592552405024e-07       1.483116864825e-10      -8.339594601161e-09      -2.054835871674e-09      -1.788726448911e-09       7.870970950831e+00      -9.349508049832e-08      -2.136649593669e-06       3.845529796281e-06      -3.336189219424e-09      -6.622886218801e-09       2.512462915675e-08      -4.884156866728e-08       6.587509809940e+00       2.474382675350e-06       2.720644996600e-06      -8.803525406272e-09      -3.485488721979e-09      -1.819654195529e-09       6.476972831823e-10       5.646743656215e+00       1.627831103302e-06       2.049051804120e-07       2.942316011620e-07      -6.830929888182e-08      -1.575961189175e-08       4.919007760302e+00      -3.586665656295e-07       6.334207684960e-07      -1.198334947092e-06      -5.477130966917e-07       4.335973859259e+00       3.409683617710e-06       2.271680749049e-06       6.991573615903e-07       3.857189588556e+00       4.297239196733e-08       1.276167707748e-08       3.456769857476e+00      -8.567669120320e-08       3.117066490562e+00 
 1715       1.332087129395e+01       6.669960342722e-08       1.272181873594e-08       1.023600682852e-08      -6.775150068390e-09       1.201274893008e-09      -1.924161742523e-10       7.239130290756e-10       1.282721257370e-09       1.013569579992e-09       9.795436924452e+00       1.450620452920e-08      -6.041452211586e-09       1.194234357857e-08       1.884596080532e-07       1.329339865017e-10      -7.772378032356e-09      -1.007840118500e-09      -2.097006096089e-09       7.872998179313e+00      -9.112033512654e-08      -2.102552374134e-06       4.042636631720e-06      -2.866331826479e-09      -5.103852821036e-09       2.978106456468e-08      -5.127566562579e-08       6.589320608788e+00       2.525388226550e-06       2.604357239831e-06      -8.538504431459e-09      -2.294696774057e-09      -2.101826430051e-09       5.241772068389e-10       5.648377111629e+00       1.586661288299e-06       1.572855297864e-07       2.804906505996e-07      -6.354247068269e-08      -7.496948384351e-09       4.920492647591e+00      -3.601643298548e-07       7.174032650919e-07      -1.038367215262e-06      -4.987245255605e-07       4.337330709804e+00       3.384135371633e-06       2.278535009894e-06       7.325420519509e-07       3.858434966184e+00       2.670562731235e-08       1.334076688568e-08       3.457917221256e+00      -8.931672448172e-08       3.118126770885e+00 
 1716       1.332356325603e+01       6.846379179501e-08       1.356850182816e-08       1.029259715640e-08      -6.244787525337e-09       1.350353419751e-09      -3.466137639958e-10       1.885267873845e-09       1.128133062874e-09       1.048971742866e-09       9.797741237629e+00       1.447107213250e-08      -6.162134589342e-09       1.181807363059e-08       1.161687018750e-07       1.150243829262e-10      -7.141916186884e-09       4.992565255978e-11      -2.410950629893e-09       7.875024474182e+00      -8.809277131300e-08      -2.055499300539e-06       4.217257063852e-06      -2.384327223870e-09      -3.536418052440e-09       3.434022303829e-08      -5.357372023840e-08       6.591130597064e+00       2.570992752186e-06       2.465078549624e-06      -8.269525470084e-09      -1.107165710173e-09      -2.382813054973e-09       3.922234527085e-10       5.650009831745e+00       1.538291444797e-06       1.092570122612e-07       2.652513001226e-07      -5.858400075149e-08       9.969703833280e-10       4.921976900011e+00      -3.615405777644e-07       7.996429710430e-07      -8.685896482903e-07      -4.468228768362e-07       4.338686990864e+00       3.346982884558e-06       2.280877883471e-06       7.648996534115e-07       3.859679831094e+00       9.979572222258e-09       1.389666406540e-08       3.459064118999e+00      -9.289203008626e-08       3.119186627221e+00 
 1717       1.332625383741e+01       7.029037840310e-08       1.443361915182e-08       1.035372758391e-08      -5.711394541136e-09       1.502166134501e-09      -5.026889932794e-10       3.017529140968e-09       9.719184876091e-10       1.085632196414e-09       9.800044447570e+00       1.443127692215e-08      -6.284590475693e-09       1.169608077632e-08       4.302560710160e-08       9.504923281725e-11      -6.453877236085e-09       1.105510915916e-09      -2.728992064639e-09       7.877049836455e+00      -8.444955289166e-08      -1.996100677168e-06       4.368318596081e-06      -1.896322572534e-09      -1.938502063623e-09       3.878946609550e-08      -5.573093823545e-08       6.592939775616e+00       2.611169099563e-06       2.305206484531e-06      -8.000476248279e-09       6.623374888781e-11      -2.661726186739e-09       2.522074800486e-10       5.651641822674e+00       1.483191485595e-06       6.098046239926e-08       2.486193568945e-07      -5.345351049841e-08       9.640252139558e-09       4.923460518207e+00      -3.627979166381e-07       8.799304483767e-07      -6.910124009006e-07      -3.923842741313e-07       4.340042703035e+00       3.298943207620e-06       2.278761526891e-06       7.962429044926e-07       3.860924183832e+00      -7.059991123523e-09       1.441205453336e-08       3.460210551214e+00      -9.634359316983e-08       3.120246059966e+00 
 1718       1.332894303963e+01       7.217616413330e-08       1.531662156128e-08       1.041816028744e-08      -5.175195598374e-09       1.656558042544e-09      -6.605582780618e-10       4.109733316327e-09       8.141975931934e-10       1.122095383359e-09       9.802346555468e+00       1.438626742046e-08      -6.407768702426e-09       1.157709304220e-08      -3.032357789195e-08       7.347709677057e-11      -5.713956522814e-09       2.145904694057e-09      -3.049555045559e-09       7.879074267095e+00      -8.022802478355e-08      -1.924969809514e-06       4.494744013178e-06      -1.408493814257e-09      -3.281090627984e-10       4.311609764459e-08      -5.774250471721e-08       6.594748145249e+00       2.645890056397e-06       2.127150052692e-06      -7.735262649422e-09       1.214580295020e-09      -2.937673824711e-09       1.045025795435e-10       5.653273090519e+00       1.421833600118e-06       1.261746822635e-08       2.307011391078e-07      -4.817071500550e-08       1.835062038443e-08       4.924943502796e+00      -3.639389674119e-07       9.580553061692e-07      -5.076551105139e-07      -3.357866281820e-07       4.341397846886e+00       3.240736874154e-06       2.272238395503e-06       8.265846162408e-07       3.862168024924e+00      -2.426659600205e-08       1.486954382921e-08       3.461356518392e+00      -9.961212477701e-08       3.121305069495e+00 
 1719       1.333163086414e+01       7.411793424149e-08       1.621695714464e-08       1.048465162486e-08      -4.636416251789e-09       1.813373396862e-09      -8.201376250925e-10       5.150866210429e-09       6.550910172211e-10       1.156898953811e-09       9.804647562445e+00       1.433548963779e-08      -6.530613187042e-09       1.146184181445e-08      -1.032297370970e-07       5.077874213722e-11      -4.927876601350e-09       3.158035469537e-09      -3.371056838049e-09       7.881097767012e+00      -7.546571326408e-08      -1.842723008720e-06       4.595451374553e-06      -9.270457136214e-10       1.276672561627e-09       4.730736390095e-08      -5.960358412464e-08       6.596555706725e+00       2.675128350768e-06       1.933329728627e-06      -7.477808740576e-09       2.326901959220e-09      -3.209759845185e-09      -5.051612398275e-11       5.654903641372e+00       1.354692257776e-06      -3.566962767067e-08       2.116034767364e-07      -4.275542316409e-08       2.704541382949e-08       4.926425854364e+00      -3.649663646988e-07       1.033806199170e-06      -3.205469111042e-07      -2.774096394654e-07       4.342752422962e+00       3.173087904833e-06       2.261361243349e-06       8.559376723414e-07       3.863411354873e+00      -4.149309014823e-08       1.525165699862e-08       3.462502021007e+00      -1.026380614455e-07       3.122363656169e+00 
 1720       1.333431731226e+01       7.611245833455e-08       1.713407121967e-08       1.055195212706e-08      -4.095283129842e-09       1.972455697028e-09      -9.813426313085e-10       6.129862884896e-09       4.947199741069e-10       1.188573755377e-09       9.806947469550e+00       1.427838706889e-08      -6.652062925600e-09       1.135106184398e-08      -1.750407324784e-07       2.742714624517e-11      -4.101387277299e-09       4.128771096950e-09      -3.691907316918e-09       7.883120337059e+00      -7.020032623042e-08      -1.749979596022e-06       4.669354007519e-06      -4.582118999525e-10       2.857670118472e-09       5.135045330398e-08      -6.130932021026e-08       6.598362460765e+00       2.698856651059e-06       1.726177470033e-06      -7.232056798932e-09       3.392176038008e-09      -3.477083995410e-09      -2.124716688524e-10       5.656533481317e+00       1.282244211316e-06      -8.371772704564e-08       1.914337122882e-07      -3.722753781211e-08       3.564158583734e-08       4.927907573469e+00      -3.658827568092e-07       1.106970826428e-06      -1.317264470526e-07      -2.176348008165e-07       4.344106431785e+00       3.096723812805e-06       2.246183123631e-06       8.843150292302e-07       3.864654174165e+00      -5.859163475615e-08       1.554083847653e-08       3.463647059514e+00      -1.053615648078e-07       3.123421820334e+00 
 1721       1.333700238522e+01       7.815649034729e-08       1.806740632966e-08       1.061880648946e-08      -3.552023936284e-09       2.133647688093e-09      -1.144088483229e-09       7.035607578959e-09       3.332062559307e-10       1.215643823283e-09       9.809246277757e+00       1.421440068930e-08      -6.771051985565e-09       1.124549125124e-08      -2.451013995820e-07       3.897499620550e-12      -3.240265647505e-09       5.044918714920e-09      -4.010508955633e-09       7.885141978036e+00      -6.446975346886e-08      -1.647361907195e-06       4.715360500569e-06      -8.254909264227e-12       4.396626491197e-09       5.523249643380e-08      -6.285483600894e-08       6.600168408043e+00       2.717047565908e-06       1.508136734580e-06      -7.001967338253e-09       4.399329019851e-09      -3.738741887613e-09      -3.809852538213e-10       5.658162616425e+00       1.204968500177e-06      -1.313629748948e-07       1.702997015570e-07      -3.160705587154e-08       4.405570386129e-08       4.929388660639e+00      -3.666908057717e-07       1.177335929913e-06       5.675811299684e-08      -1.568454000456e-07       4.345459873851e+00       3.012375608822e-06       2.226757389168e-06       9.117297162057e-07       3.865896483261e+00      -7.541370348048e-08       1.571945197029e-08       3.464791634349e+00      -1.077225211925e-07       3.124479562318e+00 
 1722       1.333968608413e+01       8.024676851941e-08       1.901640223930e-08       1.068395356351e-08      -3.006867451731e-09       2.296791359482e-09      -1.308289956353e-09       7.856933635939e-09       1.706722332835e-10       1.236626370480e-09       9.811543987968e+00       1.414296895175e-08      -6.886509498646e-09       1.114587153107e-08      -3.127535431416e-07      -1.933279079100e-11      -2.350316139952e-09       5.893224658079e-09      -4.325256815567e-09       7.887162690686e+00      -5.831206692212e-08      -1.535495296994e-06       4.732374696639e-06       4.165337737932e-10       5.875200015315e-09       5.894056592813e-08      -6.423523380872e-08       6.601973549192e+00       2.729673644150e-06       1.281662496704e-06      -6.791519135313e-09       5.337236511583e-09      -3.993824993015e-09      -5.556762353649e-10       5.659791052761e+00       1.123346453849e-06      -1.784407583589e-07       1.483098143752e-07      -2.591406848573e-08       5.220394888495e-08       4.930869116373e+00      -3.673931873537e-07       1.244687293145e-06       2.428490622830e-07      -9.542652255530e-08       4.346812749631e+00       2.920777806384e-06       2.203137692860e-06       9.381948355411e-07       3.867138282601e+00      -9.181008143784e-08       1.576978034284e-08       3.465935745931e+00      -1.096605412262e-07       3.125536882433e+00 
 1723       1.334236840999e+01       8.238001537235e-08       1.998049593056e-08       1.074612634823e-08      -2.460043535227e-09       2.461727943886e-09      -1.473861414553e-09       8.582623429743e-09       7.240856112001e-12       1.250031777764e-09       9.813840601012e+00       1.406352778248e-08      -6.997359653644e-09       1.105294755763e-08      -3.773359326867e-07      -4.178409840300e-11      -1.437370553673e-09       6.660374369049e-09      -4.634538535246e-09       7.889182475700e+00      -5.176552095674e-08      -1.415008143600e-06       4.719295686381e-06       8.098336739864e-10       7.274964355812e-09       6.246167639906e-08      -6.544559512163e-08       6.603777884801e+00       2.736707374765e-06       1.049221264408e-06      -6.604709256337e-09       6.194723164830e-09      -4.241420635850e-09      -7.361621249658e-10       5.661418796376e+00       1.037861695220e-06      -2.247857056246e-07       1.255729353659e-07      -2.016876115682e-08       6.000211486189e-08       4.932348941140e+00      -3.679925910817e-07       1.308809739815e-06       4.244791420724e-07      -3.376505395773e-08       4.348165059570e+00       2.822668426870e-06       2.175377988143e-06       9.637235625963e-07       3.868379572607e+00      -1.076308642081e-07       1.567402549595e-08       3.467079394661e+00      -1.111149594345e-07       3.126593780976e+00 
 1724       1.334504936369e+01       8.455293768632e-08       2.095912159860e-08       1.080405198167e-08      -1.911783125821e-09       2.628297916148e-09      -1.640716809473e-09       9.201408291353e-09      -1.569643454360e-10       1.254363583886e-09       9.816136117644e+00       1.397551057763e-08      -7.102521689297e-09       1.096746758921e-08      -4.381842981496e-07      -6.297457376679e-11      -5.072880986535e-10       7.332992310425e-09      -4.936734319599e-09       7.891201333711e+00      -4.486855263041e-08      -1.286531853061e-06       4.675017801431e-06       1.165295283553e-09       8.577408384556e-09       6.578278434988e-08      -6.648098065451e-08       6.605581415414e+00       2.738121186822e-06       8.132910960557e-07      -6.445553083449e-09       6.960562602429e-09      -4.480611987387e-09      -9.220585863995e-10       5.663045853314e+00       9.490001439414e-07      -2.702316848264e-07       1.021984646954e-07      -1.439141388308e-08       6.736560815521e-08       4.933828135378e+00      -3.684917202625e-07       1.369487132412e-06       5.995715278039e-07       2.775031730828e-08       4.349516804092e+00       2.718789004671e-06       2.143532529458e-06       9.883291459305e-07       3.869620353676e+00      -1.227254568360e-07       1.541430825330e-08       3.468222580920e+00      -1.120248338444e-07       3.127650258227e+00 
 1725       1.334772894601e+01       8.676222647716e-08       2.195171064758e-08       1.085645173248e-08      -1.362318244132e-09       2.796340992164e-09      -1.808769679923e-09       9.701968435309e-09      -3.218192601667e-10       1.248118475673e-09       9.818430538545e+00       1.387834819965e-08      -7.200909887119e-09       1.089018327312e-08      -4.946313254724e-07      -8.242014135023e-11       4.340445642582e-10       7.897641876759e-09      -5.230216929202e-09       7.893219265298e+00      -3.765978195930e-08      -1.150700863739e-06       4.598430607679e-06       1.476540020252e-09       9.763936057720e-09       6.889078809186e-08      -6.733643027986e-08       6.607384141534e+00       2.733887449428e-06       5.763616171636e-07      -6.318084341107e-09       7.623477344853e-09      -4.710478059949e-09      -1.112979433022e-09       5.664672229608e+00       8.572500197733e-07      -3.146118029490e-07       7.829631882534e-08      -8.602401296322e-09       7.420944697722e-08       4.935306699499e+00      -3.688932920032e-07       1.426502370846e-06       7.660398152346e-07       8.872909736007e-08       4.350867983591e+00       2.609884592333e-06       2.107655872704e-06       1.012024907413e-06       3.870860626186e+00      -1.369425728321e-07       1.497266824378e-08       3.469365305072e+00      -1.123289455850e-07       3.128706314450e+00 
 1726       1.335040715762e+01       8.900455697326e-08       2.295769168664e-08       1.090204099137e-08      -8.118819939191e-10       2.965696127764e-09      -1.977933151275e-09       1.007293288621e-08      -4.871991949947e-10       1.229786278133e-09       9.820723864322e+00       1.377146897363e-08      -7.291433564252e-09       1.082184965058e-08      -5.460066522151e-07      -9.963449631631e-11       1.380713283448e-09       8.340825306539e-09      -5.513351669525e-09       7.895236270984e+00      -3.017801218546e-08      -1.008152650751e-06       4.488418898539e-06       1.737160185422e-09       1.081586629319e-08       7.177252766109e-08      -6.800696300660e-08       6.609186063617e+00       2.723978471671e-06       3.409340372022e-07      -6.226355122550e-09       8.172138736630e-09      -4.930093700934e-09      -1.308536625055e-09       5.666297931279e+00       7.631018459456e-07      -3.577584047281e-07       5.397693126506e-08      -2.822192799270e-09       8.044826082902e-08       4.936784633882e+00      -3.692000372321e-07       1.479637391077e-06       9.217880065840e-07       1.487789842539e-07       4.352218598439e+00       2.496703765687e-06       2.067802875704e-06       1.034824242338e-06       3.872100390492e+00      -1.501302331744e-07       1.433106378457e-08       3.470507567463e+00      -1.119657984896e-07       3.129761949891e+00 
 1727       1.335308399907e+01       9.127658859257e-08       2.397649052568e-08       1.093952926266e-08      -2.607085636531e-10       3.136201517614e-09      -2.148119934860e-09       1.030287940518e-08      -6.529788740986e-10       1.197849944578e-09       9.823016095509e+00       1.365429868370e-08      -7.372997066301e-09       1.076322516158e-08      -5.916368631622e-07      -1.141291013019e-10       2.326776376627e-09       8.648983594175e-09      -5.784496380183e-09       7.897252351236e+00      -2.246223004413e-08      -8.595277304119e-07       4.343862688218e-06       1.940718922030e-09       1.171443284799e-08       7.441478473527e-08      -6.848757695093e-08       6.610987182078e+00       2.708366502569e-06       1.095211663889e-07      -6.174435916237e-09       8.595166872769e-09      -5.138529586832e-09      -1.508340266875e-09       5.667922964341e+00       6.670484525106e-07      -3.995030715531e-07       2.935125332409e-08       2.928647297076e-09       8.599628994015e-08       4.938261938876e+00      -3.694147007193e-07       1.528673163733e-06       1.064710496680e-06       2.075058653680e-07       4.353568648982e+00       2.379998628985e-06       2.024028698663e-06       1.056740619533e-06       3.873339646929e+00      -1.621357653099e-07       1.347137176438e-08       3.471649368419e+00      -1.108736186971e-07       3.130817164782e+00 
 1728       1.335575947083e+01       9.357496491944e-08       2.500753017129e-08       1.096762015579e-08       2.909667719147e-10       3.307694594101e-09      -2.319242327363e-09       1.038033441639e-08      -8.190324380751e-10       1.150785546732e-09       9.825307232564e+00       1.352626056938e-08      -7.444499760186e-09       1.071507164973e-08      -6.308454859300e-07      -1.254131831963e-10       3.266264590928e-09       8.808496401977e-09      -6.042001424181e-09       7.899267506467e+00      -1.455160603108e-08      -7.054696646808e-07       4.163637204985e-06       2.080750172726e-09       1.244078419567e-08       7.680428255054e-08      -6.877324930713e-08       6.612787497284e+00       2.687023731012e-06      -1.153525675153e-07      -6.166415632288e-09       8.881130525180e-09      -5.334852217246e-09      -1.711998604297e-09       5.669547334794e+00       5.695849796986e-07      -4.396766203686e-07       4.530754864317e-09       8.629459636049e-09       9.076738470818e-08       4.939738614803e+00      -3.695400410973e-07       1.573389692741e-06       1.192692059102e-06       2.645138147849e-07       4.354918135542e+00       2.260524820039e-06       1.976388804631e-06       1.077787581473e-06       3.874578395810e+00      -1.728058021555e-07       1.237538752663e-08       3.472790708248e+00      -1.089903542533e-07       3.131871959336e+00 
 1729       1.335843357320e+01       9.589631368160e-08       2.605023082264e-08       1.098501137678e-08       8.429076501822e-10       3.480012026228e-09      -2.491212210218e-09       1.029377293352e-08      -9.852334430943e-10       1.087062264850e-09       9.827597275872e+00       1.338677532197e-08      -7.504836026981e-09       1.067815436716e-08      -6.629529865747e-07      -1.329937299201e-10       4.193181062997e-09       8.805681972139e-09      -6.284209677161e-09       7.901281737031e+00      -6.485494670018e-09      -5.466250656026e-07       3.946612884442e-06       2.150758637897e-09       1.297598340377e-08       7.892768581823e-08      -6.885893631839e-08       6.614587009561e+00       2.659922285711e-06      -3.311511024103e-07      -6.206401628929e-09       9.018547069095e-09      -5.518123908915e-09      -1.919118021864e-09       5.671171048631e+00       4.712088812726e-07      -4.781091025760e-07      -2.037257494763e-08       1.425948967794e-08       9.467500513837e-08       4.941214661951e+00      -3.695788308816e-07       1.613566013947e-06       1.303607832329e-06       3.194050906749e-07       4.356267058412e+00       2.139041515353e-06       1.924938959960e-06       1.097978744393e-06       3.875816637425e+00      -1.819862810998e-07       1.102482475261e-08       3.473931587241e+00      -1.062536747131e-07       3.132926333752e+00 
 1730       1.336110630686e+01       9.823755802925e-08       2.710392632330e-08       1.099085614859e-08       1.394830983892e-09       3.653005426492e-09      -2.663932681408e-09       1.003612960259e-08      -1.151445352162e-09       1.005654987085e-09       9.829886226020e+00       1.323542730210e-08      -7.553193952903e-09       1.065288170213e-08      -6.874491533092e-07      -1.365013817040e-10       5.101908961926e-09       8.631304438703e-09      -6.509898964425e-09       7.903295043435e+00       1.692953003012e-09      -3.836882093374e-07       3.692408727051e-06       2.146361844619e-09       1.330600613527e-08       8.077467352964e-08      -6.874148331567e-08       6.616385719353e+00       2.627072603510e-06      -5.357025868849e-07      -6.296829190706e-09       9.000159918897e-09      -5.687547333617e-09      -2.129097296629e-09       5.672794110540e+00       3.724080925978e-07      -5.146573493696e-07      -4.524476782773e-08       1.980009941891e-08       9.765398801858e-08       4.942690080688e+00      -3.695331711279e-07       1.649032198741e-06       1.395806895604e-06       3.718280014539e-07       4.357615417956e+00       2.016214215068e-06       1.869755798731e-06       1.117326603246e-06       3.877054372109e+00      -1.895626149727e-07       9.408979469624e-09       3.475072005708e+00      -1.026213748832e-07       3.133980288286e+00 
 1731       1.336377767399e+01       1.005968532977e-07       2.816761275238e-08       1.098615175638e-08       1.946269631799e-09       3.826588619015e-09      -2.837272874679e-09       9.618373698784e-09      -1.317492922661e-09       9.075868682663e-10       9.832174084642e+00       1.307246473686e-08      -7.589954179109e-09       1.063822102004e-08      -7.045118507843e-07      -1.360692757112e-10       5.988438268333e-09       8.294137626413e-09      -6.719613485518e-09       7.905307426956e+00       9.925919113076e-09      -2.175352819328e-07       3.403659351719e-06       2.071736248847e-09       1.343678112365e-08       8.234718595619e-08      -6.842537255796e-08       6.618183627716e+00       2.588638889282e-06      -7.283304250736e-07      -6.433374275131e-09       8.835810543542e-09      -5.842900480674e-09      -2.340508462101e-09       5.674416520012e+00       2.736254186808e-07      -5.492878647046e-07      -6.996548494709e-08       2.524142327905e-08       9.972605088486e-08       4.944164871781e+00      -3.694024290241e-07       1.679825848633e-06       1.469567496753e-06       4.216209522098e-07       4.358963214874e+00       1.892322188385e-06       1.810998705280e-06       1.135838935304e-06       3.878291600437e+00      -1.955805784850e-07       7.547793191151e-09       3.476211964099e+00      -9.813277555872e-08       3.135033823480e+00 
 1732       1.336644767712e+01       1.029726581218e-07       2.924019769883e-08       1.097236272931e-08       2.496708563372e-09       4.000690768990e-09      -3.011092926145e-09       9.056048797521e-09      -1.483190575128e-09       7.943997980576e-10       9.834460853580e+00       1.289830374599e-08      -7.615798639921e-09       1.063277366256e-08      -7.144926445685e-07      -1.319573991835e-10       6.849149291636e-09       7.807515796176e-09      -6.914343629126e-09       7.907318889027e+00       1.815169680162e-08      -4.909127782209e-08       3.083767103049e-06       1.933225569388e-09       1.337927666274e-08       8.365025569264e-08      -6.791702394787e-08       6.619980735827e+00       2.544824632458e-06      -9.087317644772e-07      -6.609997791836e-09       8.539675173260e-09      -5.984105361357e-09      -2.551710702382e-09       5.676038275201e+00       1.752938516137e-07      -5.819946312324e-07      -9.441236971940e-08       3.057576823474e-08       1.009348409579e-07       4.945639036074e+00      -3.691852828959e-07       1.706036921534e-06       1.525654104769e-06       4.686696113765e-07       4.360310449935e+00       1.767548564006e-06       1.748848455976e-06       1.153522366363e-06       3.879528323029e+00      -2.001264422308e-07       5.468984606983e-09       3.477351462887e+00      -9.284784130733e-08       3.136086939937e+00 
 1733       1.336911631869e+01       1.053634238422e-07       3.032058360502e-08       1.095096048776e-08       3.045630385212e-09       4.175240710505e-09      -3.185252321622e-09       8.364772186706e-09      -1.648351877957e-09       6.676429865492e-10       9.836746534612e+00       1.271336250775e-08      -7.631412559527e-09       1.063513438300e-08      -7.177448137927e-07      -1.244269875982e-10       7.680405905440e-09       7.184836750388e-09      -7.095084554390e-09       7.909329431029e+00       2.630829368677e-08       1.207145004756e-07       2.736150450909e-06       1.737203669469e-09       1.314451410664e-08       8.468894190792e-08      -6.722288942343e-08       6.621777044826e+00       2.495834328781e-06      -1.076602500696e-06      -6.820632204098e-09       8.125997269606e-09      -6.111083798723e-09      -2.761055609414e-09       5.677659374217e+00       7.784838139954e-08      -6.127716275080e-07      -1.184625026799e-07       3.579540702332e-08       1.013242180060e-07       4.947112574386e+00      -3.688804059803e-07       1.727755847605e-06       1.564834942772e-06       5.128591518434e-07       4.361657123886e+00       1.642077326978e-06       1.683486704051e-06       1.170383563199e-06       3.880764540485e+00      -2.032868941328e-07       3.200403353718e-09       3.478490502529e+00      -8.682682388267e-08       3.137139638245e+00 
 1734       1.337178360101e+01       1.077675944947e-07       3.140766775926e-08       1.092342335330e-08       3.592515337652e-09       4.350166946056e-09      -3.359609895687e-09       7.560234973970e-09      -1.812789546174e-09       5.288729749156e-10       9.839031129445e+00       1.251806126195e-08      -7.637484456797e-09       1.064389133674e-08      -7.146233536652e-07      -1.137405264908e-10       8.478555523975e-09       6.439561925535e-09      -7.262836197885e-09       7.911339054294e+00       3.433343145127e-08       2.909484361240e-07       2.364244013891e-06       1.490074600615e-09       1.274356794747e-08       8.546833038507e-08      -6.634945300551e-08       6.623572555809e+00       2.441873481792e-06      -1.231637275696e-06      -7.059181487540e-09       7.609087623287e-09      -6.223757427432e-09      -2.966887172020e-09       5.679279815120e+00      -1.827400116674e-08      -6.416128279958e-07      -1.419924006744e-07       4.089257809434e-08       1.009382546571e-07       4.948585487507e+00      -3.684864664185e-07       1.745073529967e-06       1.587881993530e-06       5.540742502561e-07       4.363003237449e+00       1.516093319929e-06       1.615095980882e-06       1.186429233635e-06       3.882000253384e+00      -2.051490400536e-07       7.700302050620e-10       3.479629083460e+00      -8.013026264369e-08       3.138191918978e+00 
 1735       1.337444952631e+01       1.101836067999e-07       3.250034228833e-08       1.089123655870e-08       4.136841291359e-09       4.525397646078e-09      -3.534023830735e-09       6.658202193936e-09      -1.976315440206e-09       3.796536460702e-10       9.841314639720e+00       1.231282231296e-08      -7.634706150096e-09       1.065762607169e-08      -7.054849779875e-07      -1.001617532795e-10       9.239929078519e-09       5.585216484797e-09      -7.418603280595e-09       7.913347760101e+00       4.216454543033e-08       4.606725917385e-07       1.971498582770e-06       1.198272646553e-09       1.218756589302e-08       8.599353356120e-08      -6.530323084510e-08       6.625367269835e+00       2.383148604309e-06      -1.373529476074e-06      -7.319521088826e-09       7.003324451993e-09      -6.322047693551e-09      -3.167541764952e-09       5.680899595925e+00      -1.126343016179e-07      -6.685122030752e-07      -1.648780160489e-07       4.585948556081e-08       9.982123671030e-08       4.950057776201e+00      -3.680021272489e-07       1.758081345408e-06       1.595571004984e-06       5.921990863175e-07       4.364348791325e+00       1.389782244312e-06       1.543859697280e-06       1.201666126598e-06       3.883235462285e+00      -2.058004044066e-07      -1.794022737874e-09       3.480767206101e+00      -7.281898497379e-08       3.139243782693e+00 
