# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:dens[1]-dens[1]        3:dens[1]-dens[2]        4:dens[1]-dens[3]        5:dens[1]-dens[4]        6:dens[1]-dens[5]        7:dens[1]-dens[6]        8:dens[1]-dens[7]        9:dens[1]-dens[8]       10:dens[1]-dens[9]       11:dens[1]-dens[10]      12:dens[2]-dens[2]       13:dens[2]-dens[3]       14:dens[2]-dens[4]       15:dens[2]-dens[5]       16:dens[2]-dens[6]       17:dens[2]-dens[7]       18:dens[2]-dens[8]       19:dens[2]-dens[9]       20:dens[2]-dens[10]      21:dens[3]-dens[3]       22:dens[3]-dens[4]       23:dens[3]-dens[5]       24:dens[3]-dens[6]       25:dens[3]-dens[7]       26:dens[3]-dens[8]       27:dens[3]-dens[9]       28:dens[3]-dens[10]      29:dens[4]-dens[4]       30:dens[4]-dens[5]       31:dens[4]-dens[6]       32:dens[4]-dens[7]       33:dens[4]-dens[8]       34:dens[4]-dens[9]       35:dens[4]-dens[10]      36:dens[5]-dens[5]       37:dens[5]-dens[6]       38:dens[5]-dens[7]       39:dens[5]-dens[8]       40:dens[5]-dens[9]       41:dens[5]-dens[10]      42:dens[6]-dens[6]       43:dens[6]-dens[7]       44:dens[6]-dens[8]       45:dens[6]-dens[9]       46:dens[6]-dens[10]      47:dens[7]-dens[7]       48:dens[7]-dens[8]       49:dens[7]-dens[9]       50:dens[7]-dens[10]      51:dens[8]-dens[8]       52:dens[8]-dens[9]       53:dens[8]-dens[10]      54:dens[9]-dens[9]       55:dens[9]-dens[10]      56:dens[10]-dens[10]  
 2255       1.460442846794e+01      -4.170373201581e-08      -2.916807274757e-08       6.085655965864e-08       2.580482284305e-08       8.226849872452e-09      -2.507505645582e-09       1.177352792377e-09      -3.921552042088e-09      -7.249794147152e-09       1.090344058532e+01      -2.620871181254e-08       3.851766365835e-08       1.263975626647e-08      -5.628760992640e-07       1.094194363999e-09       4.612939325871e-09       7.326523135241e-09      -2.127313743155e-08       8.851289193719e+00       3.865495319332e-08       5.977350831381e-07       9.741898493373e-07      -5.669630603457e-09       2.693727537111e-08      -1.179368005093e-09       3.849203868092e-08       7.465769818730e+00      -2.525797144130e-06       2.705997972175e-06       1.454098569956e-08       1.541355422770e-08       1.117542316282e-09       1.572586046544e-09       6.441130199047e+00      -3.663840472260e-07       3.063232476870e-07      -2.843111832493e-08      -4.852944237048e-08       6.594895201032e-09       5.642474131133e+00      -1.136750745680e-08      -4.403043414294e-07       1.447032267961e-06       3.773297256943e-07       4.998307668310e+00       8.890483396748e-09       5.671594548079e-07      -1.106531173915e-06       4.466129771789e+00       8.642140942239e-08      -1.411330621896e-08       4.018616236149e+00       1.480178409927e-07       3.637060315988e+00 
 2256       1.460653580284e+01      -4.209451192646e-08      -2.909652291637e-08       6.082916197731e-08       2.576704232607e-08       8.189425460523e-09      -2.494982873754e-09       1.639845982148e-09      -3.910427068901e-09      -7.252696228344e-09       1.090527587791e+01      -2.627286941113e-08       3.861783567141e-08       1.268326828636e-08      -6.069940393538e-07       1.035048210732e-09       4.266984483560e-09       7.398638071982e-09      -2.121758586903e-08       8.852916482747e+00       3.575456791157e-08       6.430256976347e-07       8.364837128214e-07      -5.743343763503e-09       2.651617741734e-08      -1.678542193372e-09       3.737158293092e-08       7.467231867538e+00      -2.559619711313e-06       3.024202075782e-06       1.495043867737e-08       1.566819501455e-08       9.945643531329e-10       1.519854817563e-09       6.442455684716e+00      -4.536289415149e-07       3.219805737047e-07      -4.694731638497e-08      -4.835102054718e-08       6.493242660707e-09       5.643683697468e+00      -1.373956193654e-08      -4.436427184618e-07       1.544708179462e-06       3.189041093143e-07       4.999416997013e+00       7.405667808302e-09       7.291191420577e-07      -1.186672276041e-06       4.467151285535e+00       8.004492740759e-08      -1.233557235902e-08       4.019560130656e+00       1.485252968786e-07       3.637935042307e+00 
 2257       1.460864228445e+01      -4.249460124499e-08      -2.898274271308e-08       6.071316918885e-08       2.569802125209e-08       8.140333529394e-09      -2.478901300566e-09       2.148727138086e-09      -3.894461338974e-09      -7.251452665063e-09       1.090711048529e+01      -2.634114238230e-08       3.871790503684e-08       1.272341669701e-08      -6.393460006734e-07       9.825736900283e-10       3.954371718589e-09       7.417251015516e-09      -2.109326642562e-08       8.854543188366e+00       3.276133341361e-08       6.878142133924e-07       6.841403693224e-07      -5.803672253805e-09       2.591240026669e-08      -2.192037559772e-09       3.627192982083e-08       7.468693403233e+00      -2.591601947763e-06       3.319078822229e-06       1.527377186613e-08       1.582795840350e-08       8.864183910466e-10       1.463603306615e-09       6.443780718262e+00      -5.387271971087e-07       3.374151724790e-07      -6.460749055344e-08      -4.812656194052e-08       6.356672414253e-09       5.644892856097e+00      -1.585921264056e-08      -4.473343420072e-07       1.634067251591e-06       2.561320968809e-07       5.000525957758e+00       5.701928116652e-09       8.809879681001e-07      -1.252366009824e-06       4.468172465658e+00       7.231775955929e-08      -1.055926903799e-08       4.020503721444e+00       1.488801206194e-07       3.638809489558e+00 
 2258       1.461074791308e+01      -4.291375599796e-08      -2.882317119802e-08       6.050671141310e-08       2.559821067186e-08       8.079156597632e-09      -2.458986817512e-09       2.704367017858e-09      -3.873553235129e-09      -7.246093877019e-09       1.090894440779e+01      -2.641325004007e-08       3.881791227717e-08       1.276025704487e-08      -6.590223828356e-07       9.373460044178e-10       3.677163672172e-09       7.379418685815e-09      -2.089882902234e-08       8.856169311014e+00       2.967339884978e-08       7.320845743266e-07       5.174094336537e-07      -5.850376530452e-09       2.512151363170e-08      -2.720417268452e-09       3.519498217275e-08       7.470154426069e+00      -2.621690205877e-06       3.588370477554e-06       1.550656526997e-08       1.589108590013e-08       7.946702736168e-10       1.403766583133e-09       6.445105299915e+00      -6.211090490527e-07       3.526128018982e-07      -8.124768589637e-08      -4.785585603913e-08       6.184205692523e-09       5.646101607226e+00      -1.771070111408e-08      -4.513971268728e-07       1.714530199325e-06       1.891942616747e-07       5.001634550723e+00       3.775800466290e-09       1.021362749459e-06      -1.302540243711e-06       4.469193312314e+00       6.321249084311e-08      -8.794413754469e-09       4.021447008671e+00       1.490763194134e-07       3.639683657854e+00 
 2259       1.461285268967e+01      -4.335920338519e-08      -2.861540247888e-08       6.021085035179e-08       2.546853793932e-08       8.005671869451e-09      -2.434999138815e-09       3.303014945299e-09      -3.847662470574e-09      -7.236307531024e-09       1.091077764619e+01      -2.648842378730e-08       3.891692482442e-08       1.279382862530e-08      -6.665474586786e-07       8.989207941692e-10       3.433824361903e-09       7.287287179026e-09      -2.063638931415e-08       8.857794851288e+00       2.649292342879e-08       7.758306166737e-07       3.381703366120e-07      -5.883665095954e-09       2.415557197555e-08      -3.263283140139e-09       3.413996550893e-08       7.471614936555e+00      -2.649850950634e-06       3.831802911267e-06       1.565088751972e-08       1.586476371041e-08       7.188790348396e-10       1.340718702705e-09       6.446429430064e+00      -7.002615419561e-07       3.675640348908e-07      -9.681746167768e-08      -4.753927005760e-08       5.978112829014e-09       5.647309951227e+00      -1.929782556032e-08      -4.558164196744e-07       1.786064934277e-06       1.186653329074e-07       5.002742776236e+00       1.645104732256e-09       1.149930797370e-06      -1.337570527031e-06       4.470213825815e+00       5.283312178065e-08      -7.045323699027e-09       4.022389992585e+00       1.490962771309e-07       3.640557547449e+00 
 2260       1.461495661528e+01      -4.383755466975e-08      -2.835731456515e-08       5.982738714926e-08       2.531005263541e-08       7.919704908978e-09      -2.406705854571e-09       3.939875117525e-09      -3.816764078301e-09      -7.221694418416e-09       1.091261020132e+01      -2.656577044858e-08       3.901376328484e-08       1.282416677479e-08      -6.628070185917e-07       8.665964600661e-10       3.221909892035e-09       7.144286575045e-09      -2.030893921815e-08       8.859419809809e+00       2.322307953416e-08       8.190486473919e-07       1.487168329219e-07      -5.903859587167e-09       2.303080220828e-08      -3.819994461049e-09       3.310543087402e-08       7.473074935251e+00      -2.676055618707e-06       4.049599504645e-06       1.571044257186e-08       1.575844371839e-08       6.580985221779e-10       1.274944965576e-09       6.447753109131e+00      -7.756846398311e-07       3.822606298257e-07      -1.112947533493e-07      -4.717731750036e-08       5.741486250548e-09       5.648517888503e+00      -2.062930655592e-08      -4.605693480232e-07       1.848776736868e-06       4.522056258857e-08       5.003850634660e+00      -6.669462175258e-10       1.266652488925e-06      -1.358197014570e-06       4.471234006509e+00       4.131693576754e-08      -5.314896042225e-09       4.023332673452e+00       1.489194130153e-07       3.641431158625e+00 
 2261       1.461705969096e+01      -4.435544433532e-08      -2.804677829325e-08       5.935812995405e-08       2.512380826598e-08       7.821080749108e-09      -2.373873760732e-09       4.610134456706e-09      -3.780833037870e-09      -7.201853948546e-09       1.091444207402e+01      -2.664439366565e-08       3.910724409753e-08       1.285130697821e-08      -6.486900743505e-07       8.396688710067e-10       3.038967474710e-09       6.953859478181e-09      -1.991948172009e-08       8.861044187178e+00       1.986705140577e-08       8.617349644294e-07      -4.864911639741e-08      -5.911282874451e-09       2.176348990802e-08      -4.389908151627e-09       3.208992401983e-08       7.474534422699e+00      -2.700275559492e-06       4.241984614268e-06       1.568894811996e-08       1.558161189731e-08       6.113791205950e-10       1.206932412008e-09       6.449076337523e+00      -8.468765601060e-07       3.966943177601e-07      -1.246574259448e-07      -4.677051401059e-08       5.477429566239e-09       5.649725419445e+00      -2.171389742630e-08      -4.656329560840e-07       1.902771323812e-06      -3.046238223570e-08       5.004958126346e+00      -3.137055919252e-09       1.371488145379e-06      -1.365162588327e-06       4.472253854733e+00       2.880171106638e-08      -3.606038084184e-09       4.024275051529e+00       1.485250747018e-07       3.642304491661e+00 
 2262       1.461916191768e+01      -4.491953011178e-08      -2.768165731871e-08       5.880489392681e-08       2.491086226627e-08       7.709623890948e-09      -2.336268858233e-09       5.308962590857e-09      -3.739844275357e-09      -7.176384147264e-09       1.091627326508e+01      -2.672339389393e-08       3.919617952979e-08       1.287528486900e-08      -6.250888627104e-07       8.174313611865e-10       2.882535420041e-09       6.719461031146e-09      -1.947103088680e-08       8.862667983975e+00       1.642803515320e-08       9.038858567162e-07      -2.516173349264e-07      -5.906259063061e-09       2.036997938629e-08      -4.972378763896e-09       3.109198539945e-08       7.475993399426e+00      -2.722482035014e-06       4.409183573164e-06       1.559013561007e-08       1.534378834754e-08       5.777677486842e-10       1.137169824209e-09       6.450399115633e+00      -9.133337717032e-07       4.108568024106e-07      -1.368832740046e-07      -4.631937737270e-08       5.189057579941e-09       5.650932544433e+00      -2.256038428257e-08      -4.709842044822e-07       1.948154848621e-06      -1.077034168037e-07       5.006065251637e+00      -5.741844220290e-09       1.464398032115e-06      -1.359212860575e-06       4.473273370816e+00       1.542572135725e-08      -1.921667265736e-09       4.025217127067e+00       1.478925381383e-07       3.643177546827e+00 
 2263       1.462126329640e+01      -4.553649300079e-08      -2.725980810837e-08       5.816950124829e-08       2.467227600531e-08       7.585158303264e-09      -2.293656352132e-09       6.031511834629e-09      -3.693772663309e-09      -7.144881655400e-09       1.091810377526e+01      -2.680186839893e-08       3.927937767253e-08       1.289613622931e-08      -5.928988490003e-07       7.991747272806e-10       2.750143126188e-09       6.444558929046e-09      -1.896661187858e-08       8.864291200759e+00       1.290923876905e-08       9.454976041551e-07      -4.578694217400e-07      -5.889113494552e-09       1.886667375331e-08      -5.566758478805e-09       3.011015016128e-08       7.477451865943e+00      -2.742646219838e-06       4.551422691955e-06       1.541775025614e-08       1.505452733449e-08       5.563078547982e-10       1.066147728268e-09       6.451721443839e+00      -9.745509931165e-07       4.247397601232e-07      -1.479500215005e-07      -4.582442751484e-08       4.879496302702e-09       5.652139263835e+00      -2.317758605845e-08      -4.765999702105e-07       1.985033902115e-06      -1.858200359586e-07       5.007172010865e+00      -8.457847186215e-09       1.545342358621e-06      -1.341096176910e-06       4.474292555079e+00       1.327736288122e-09      -2.647111795714e-10       4.026158900307e+00       1.470010075065e-07       3.644050324387e+00 
 2264       1.462336382803e+01      -4.621303730148e-08      -2.677907993260e-08       5.745378112733e-08       2.440911479032e-08       7.447507421922e-09      -2.245800650738e-09       6.772917170096e-09      -3.642593020700e-09      -7.106941727251e-09       1.091993360531e+01      -2.687891125279e-08       3.935564243569e-08       1.291389699020e-08      -5.530187307163e-07       7.841872256263e-10       2.639311069441e-09       6.132633433365e-09      -1.840926096165e-08       8.865913838067e+00       9.313882142289e-09       9.865664776140e-07      -6.650787423022e-07      -5.860172748176e-09       1.727003498336e-08      -6.172397103576e-09       2.914294814319e-08       7.478909822741e+00      -2.760739200975e-06       4.668929260010e-06       1.517555105548e-08       1.472341732656e-08       5.460394131792e-10       9.943583960825e-10       6.453043322506e+00      -1.030021190489e-06       4.383348398438e-07      -1.578353217611e-07      -4.528618651135e-08       4.551882965212e-09       5.653345578009e+00      -2.357435454716e-08      -4.824570465357e-07       2.013515512924e-06      -2.641273114693e-07       5.008278404350e+00      -1.126151700787e-08       1.614281278450e-06      -1.311563619310e-06       4.475311407833e+00      -1.335297797469e-08       1.361892418608e-09       4.027100371485e+00       1.458296151438e-07       3.644922824598e+00 
 2265       1.462546351342e+01      -4.695589063598e-08      -2.623731485743e-08       5.665956980885e-08       2.412244787116e-08       7.296494149334e-09      -2.192465364744e-09       7.528296227548e-09      -3.586280112882e-09      -7.062158229060e-09       1.092176275594e+01      -2.695361333068e-08       3.942377354359e-08       1.292860323181e-08      -5.063504411148e-07       7.717545694058e-10       2.547550794294e-09       5.787177385962e-09      -1.780202552051e-08       8.867535896417e+00       5.645197071580e-09       1.027088738917e-06      -8.709104193599e-07      -5.819764642278e-09       1.559658398007e-08      -6.788642069059e-09       2.818890386655e-08       7.480367270297e+00      -2.776731977791e-06       4.761931546585e-06       1.486731080411e-08       1.436008103303e-08       5.459989200877e-10       9.222958472958e-10       6.454364751985e+00      -1.079235575689e-06       4.516336630893e-07      -1.665167573969e-07      -4.470517858529e-08       4.209366030257e-09       5.654551487298e+00      -2.375957443836e-08      -4.885321429055e-07       2.033707147994e-06      -3.419378893509e-07       5.009384432405e+00      -1.412922190838e-08       1.671174889198e-06      -1.271369009190e-06       4.476329929382e+00      -2.847665819607e-08       2.955195598938e-09       4.028041540828e+00       1.443574214638e-07       3.645795047712e+00 
