# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 1000, i.e. number of multipoles equal to 999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:dens[1]-dens[1]        3:dens[1]-dens[2]        4:dens[1]-dens[3]        5:dens[1]-dens[4]        6:dens[1]-dens[5]        7:dens[1]-dens[6]        8:dens[1]-dens[7]        9:dens[1]-dens[8]       10:dens[1]-dens[9]       11:dens[1]-dens[10]      12:dens[1]-dens[11]      13:dens[2]-dens[2]       14:dens[2]-dens[3]       15:dens[2]-dens[4]       16:dens[2]-dens[5]       17:dens[2]-dens[6]       18:dens[2]-dens[7]       19:dens[2]-dens[8]       20:dens[2]-dens[9]       21:dens[2]-dens[10]      22:dens[2]-dens[11]      23:dens[3]-dens[3]       24:dens[3]-dens[4]       25:dens[3]-dens[5]       26:dens[3]-dens[6]       27:dens[3]-dens[7]       28:dens[3]-dens[8]       29:dens[3]-dens[9]       30:dens[3]-dens[10]      31:dens[3]-dens[11]      32:dens[4]-dens[4]       33:dens[4]-dens[5]       34:dens[4]-dens[6]       35:dens[4]-dens[7]       36:dens[4]-dens[8]       37:dens[4]-dens[9]       38:dens[4]-dens[10]      39:dens[4]-dens[11]      40:dens[5]-dens[5]       41:dens[5]-dens[6]       42:dens[5]-dens[7]       43:dens[5]-dens[8]       44:dens[5]-dens[9]       45:dens[5]-dens[10]      46:dens[5]-dens[11]      47:dens[6]-dens[6]       48:dens[6]-dens[7]       49:dens[6]-dens[8]       50:dens[6]-dens[9]       51:dens[6]-dens[10]      52:dens[6]-dens[11]      53:dens[7]-dens[7]       54:dens[7]-dens[8]       55:dens[7]-dens[9]       56:dens[7]-dens[10]      57:dens[7]-dens[11]      58:dens[8]-dens[8]       59:dens[8]-dens[9]       60:dens[8]-dens[10]      61:dens[8]-dens[11]      62:dens[9]-dens[9]       63:dens[9]-dens[10]      64:dens[9]-dens[11]      65:dens[10]-dens[10]     66:dens[10]-dens[11]     67:dens[11]-dens[11]  
  714       1.751576532267e+01       2.237263178837e-07      -6.119091487689e-08       4.956781522815e-09       1.348148224288e-08      -5.497116182497e-09      -8.213981794864e-08       4.608255162611e-09      -3.375369576398e-09       1.339572395875e-09      -1.694849742829e-09       1.390933648734e+01       2.014081240671e-08      -6.051067303809e-09      -4.879934204481e-09       2.504557199627e-09       1.950950440851e-09      -1.253042677091e-09       9.387475255517e-10      -5.013835205565e-10       4.274575179645e-10       1.054118837505e+01       1.078287616345e-08       1.424219195139e-09      -8.923403924232e-10      -6.213756195064e-10       1.990067218168e-10       1.163054195062e-10       1.388639914648e-10       1.134517969574e-09       8.723241555750e+00       7.800348339191e-10       2.450581504425e-10      -1.594429205357e-09       1.140969713924e-08      -4.839548587772e-09       1.637385773192e-09       7.767717553951e-09       7.511416335921e+00      -4.336489291804e-10       1.089992089235e-08       1.069977221693e-08      -3.268518679844e-09       9.313738291429e-09      -4.685094697710e-09       6.619812386522e+00      -3.960671917252e-09       4.649333246217e-09       2.888467246292e-08       1.154290025311e-09      -1.837893892578e-08       5.924765784863e+00      -2.374721572634e-08      -9.682375384741e-09      -2.426131160705e-08       2.196958436677e-08       5.361912621927e+00      -2.007875121504e-08       4.750093037276e-08      -9.421615959438e-09       4.893622667593e+00      -6.697733773122e-09      -5.211761241745e-08       4.496072856675e+00      -1.065274008534e-08       4.153269669005e+00 
  715       1.752292189806e+01       2.285501304943e-07      -6.251977266183e-08       4.989538697596e-09       1.375684057165e-08      -5.612854091226e-09      -8.187663922507e-08       4.710235317747e-09      -3.452812859217e-09       1.368845636774e-09      -1.732795946094e-09       1.391604556736e+01       2.057366403530e-08      -6.042672778700e-09      -4.999216681849e-09       2.534476089888e-09       2.012211229563e-09      -1.287717223973e-09       9.576810152699e-10      -5.168687393802e-10       4.438157476634e-10       1.054710828995e+01       1.085538076602e-08       1.476106332899e-09      -9.037414850566e-10      -6.232478057876e-10       2.281063491870e-10       1.109801752032e-10       1.362688502235e-10       1.047805100416e-09       8.728608342693e+00       8.633664677183e-10       1.791280577689e-10      -1.530613736148e-09       1.080078677364e-08      -3.802200818375e-09       2.453569263194e-09       7.689302539331e-09       7.516356463116e+00      -1.252955908429e-10       1.081025381125e-08       1.033156933082e-08      -2.722840382799e-09       7.834513989244e-09      -4.680713084588e-09       6.624403728165e+00      -2.918877161722e-09       5.169589275267e-09       2.846842265752e-08      -5.803630999863e-10      -1.610645762215e-08       5.929061431814e+00      -2.349617481138e-08      -7.104862212900e-09      -2.335179183862e-08       1.889631301525e-08       5.365951271484e+00      -1.686322048749e-08       4.737165050743e-08      -5.632377433838e-09       4.897434172970e+00      -9.859757207702e-09      -4.790421724353e-08       4.499681237141e+00      -5.386559605061e-09       4.156693974463e+00 
  716       1.753006869301e+01       2.332013385356e-07      -6.380698068303e-08       5.022404385425e-09       1.402290103896e-08      -5.725537262479e-09      -8.159619569177e-08       4.808739547171e-09      -3.527227657590e-09       1.397408641086e-09      -1.769406064339e-09       1.392274642557e+01       2.100751831778e-08      -6.034329651704e-09      -5.119322907392e-09       2.563852760820e-09       2.073341405613e-09      -1.322682194943e-09       9.766722466400e-10      -5.328696386688e-10       4.601494075745e-10       1.055302141296e+01       1.092781302092e-08       1.537831967940e-09      -9.154329679149e-10      -6.214944306198e-10       2.567236984205e-10       1.059199619219e-10       1.346598520669e-10       9.490188678462e-10       8.733969198513e+00       9.614501830800e-10       1.022390059941e-10      -1.465476902699e-09       1.006384897993e-08      -2.728709854430e-09       3.263424412129e-09       7.610220245957e-09       7.521291284737e+00       2.030198473081e-10       1.071565769806e-08       9.956445209640e-09      -2.176657717212e-09       6.303152821269e-09      -4.621753813054e-09       6.628990253733e+00      -1.862304605579e-09       5.632283692169e-09       2.799377103236e-08      -2.313205914299e-09      -1.363802607564e-08       5.933352679497e+00      -2.324943541481e-08      -4.390001217736e-09      -2.242691953387e-08       1.562353197358e-08       5.369985861714e+00      -1.354434267878e-08       4.723294758757e-08      -1.710848655763e-09       4.901241924584e+00      -1.297422051263e-08      -4.299459094534e-08       4.503286131155e+00      -7.752705379637e-11       4.160115012777e+00 
  717       1.753720576119e+01       2.376763461997e-07      -6.505121744652e-08       5.055305133673e-09       1.427944424834e-08      -5.834977490994e-09      -8.129842107281e-08       4.903678111645e-09      -3.598595394177e-09       1.425207423153e-09      -1.804649881881e-09       1.392943910423e+01       2.144283220687e-08      -6.026220457131e-09      -5.240186737720e-09       2.592793842364e-09       2.134315336534e-09      -1.357943432220e-09       9.957885268518e-10      -5.493064030280e-10       4.764510860679e-10       1.055892777570e+01       1.100017768587e-08       1.608679073827e-09      -9.274133692238e-10      -6.164162940723e-10       2.847543309676e-10       1.010969194913e-10       1.340241879415e-10       8.393278722913e-10       8.739324148275e+00       1.072725250092e-09       1.525101557824e-11      -1.399681353653e-09       9.213577865085e-09      -1.628258304554e-09       4.063870904340e-09       7.531110530816e-09       7.526220821860e+00       5.480662085928e-10       1.061620382499e-08       9.575581969819e-09      -1.630613751002e-09       4.729092745443e-09      -4.512617906281e-09       6.633571982032e+00      -7.942527901941e-10       6.036021054459e-09       2.746254154295e-08      -4.038911636076e-09      -1.100309169655e-08       5.937639544036e+00      -2.300731125851e-08      -1.570862328224e-09      -2.148757972256e-08       1.218509927530e-08       5.374016407537e+00      -1.014486899905e-08       4.708608625267e-08       2.301097896958e-09       4.905045935724e+00      -1.603155430583e-08      -3.748094775459e-08       4.506887550089e+00       5.233796851253e-09       4.163532794830e+00 
  718       1.754433315145e+01       2.419715308214e-07      -6.625114995384e-08       5.088166668845e-09       1.452624907324e-08      -5.940984713552e-09      -8.098324945705e-08       4.994960538965e-09      -3.666897515436e-09       1.452187451817e-09      -1.838496948746e-09       1.393612364205e+01       2.188006778741e-08      -6.018529757362e-09      -5.361741262640e-09       2.621407198894e-09       2.195107128155e-09      -1.393506831340e-09       1.015097914555e-09      -5.660982941737e-10       4.927132946231e-10       1.056482740729e+01       1.107247959080e-08       1.687921946828e-09      -9.396811829977e-10      -6.083178068673e-10       3.120926843339e-10       9.648285685662e-11       1.343488359806e-10       7.199145763981e-10       8.744673215153e+00       1.195612511795e-09      -8.096554611627e-11      -1.333897206463e-09       8.264840300461e-09      -5.101334942537e-10       4.851794711724e-09       7.452620412890e-09       7.531145094024e+00       9.065749451610e-10       1.051196457666e-08       9.190175301507e-09      -1.085358618341e-09       3.121880289618e-09      -4.357759316250e-09       6.638148930583e+00       2.819421772474e-10       6.379394520304e-09       2.687658246909e-08      -5.752094630814e-09      -8.231443595836e-09       5.941922040454e+00      -2.277011918652e-08       1.319106592675e-09      -2.053466813689e-08       8.615263905089e-09       5.378042922924e+00      -6.687810904361e-09       4.693234585776e-08       6.361114268630e-09       4.908846218847e+00      -1.902208659295e-08      -3.145657848971e-08       4.510485504570e+00       1.050639720978e-08       4.166947330850e+00 
  719       1.755145090772e+01       2.460832428003e-07      -6.740543366591e-08       5.120913893719e-09       1.476309265187e-08      -6.043367002808e-09      -8.065061530059e-08       5.082495621735e-09      -3.732115491990e-09       1.478293648588e-09      -1.870916579972e-09       1.394280007412e+01       2.231969229443e-08      -6.011444149904e-09      -5.483918802465e-09       2.649801933574e-09       2.255690623718e-09      -1.429378341326e-09       1.034669222478e-09      -5.831636476833e-10       5.089284675704e-10       1.057072033444e+01       1.114472363809e-08       1.774826174920e-09      -9.522348689005e-10      -5.975070032482e-10       3.386320682195e-10       9.204925090301e-11       1.356205606812e-10       5.919753542409e-10       8.750016420409e+00       1.328514318854e-09      -1.855299279360e-10      -1.268802073471e-09       7.232676533476e-09       6.162721669974e-10       5.624047977230e-09       7.375404098108e-09       7.536064119217e+00       1.275240006386e-09       1.040301345439e-08       8.801434516239e-09      -5.415495440470e-10       1.491170933143e-09      -4.161685112475e-09       6.642721115617e+00       1.362906492220e-09       6.660985813727e-09       2.623776650410e-08      -7.447310207078e-09      -5.353213789742e-09       5.946200182667e+00      -2.253817917553e-08       4.246078422088e-09      -1.956909124955e-08       4.948667174816e-09       5.382065420892e+00      -3.196441009797e-09       4.677302052536e-08       1.042637536110e-08       4.912642785573e+00      -2.193604241535e-08      -2.501585435910e-08       4.514080004479e+00       1.569880335587e-08       4.170358630406e+00 
  720       1.755855906902e+01       2.500078055235e-07      -6.851271246689e-08       5.153470884497e-09       1.498975038203e-08      -6.141930561118e-09      -8.030045342925e-08       5.166191415139e-09      -3.794230818986e-09       1.503470385811e-09      -1.901877854924e-09       1.394946843194e+01       2.276217813104e-08      -6.005152274431e-09      -5.606650905333e-09       2.678088392711e-09       2.316039403008e-09      -1.465563964870e-09       1.054572020048e-09      -6.004198697468e-10       5.250889618324e-10       1.057660658134e+01       1.121691480288e-08       1.868648606802e-09      -9.650728521078e-10      -5.842955538456e-10       3.642646606573e-10       8.776724527934e-11       1.378259120818e-10       4.567205405308e-10       8.755353783390e+00       1.469814464239e-09      -2.975509580481e-10      -1.205081087997e-09       6.132300799285e-09       1.741460818679e-09       6.377448898362e-09       7.300123004291e-09       7.540977913866e+00       1.650717707259e-09       1.028942508034e-08       8.410582594581e-09       1.491320231722e-13      -1.532705115405e-10      -3.928955670732e-09       6.647288552068e+00       2.445228521334e-09       6.879365189837e-09       2.554799084403e-08      -9.119054412515e-09      -2.398878404470e-09       5.950473983475e+00      -2.231181434517e-08       7.175845451313e-09      -1.859176631180e-08       1.220344099634e-09       5.386083913498e+00       3.057059974978e-10       4.660941919734e-08       1.445357726915e-08       4.916435646677e+00      -2.476354349812e-08      -1.825423076441e-08       4.517671058939e+00       2.076908727551e-08       4.173766702402e+00 
  721       1.756565766940e+01       2.537415152881e-07      -6.957161862808e-08       5.185760887941e-09       1.520599591601e-08      -6.236479714362e-09      -7.993269904103e-08       5.245955234715e-09      -3.853225016457e-09       1.527661484844e-09      -1.931349616595e-09       1.395612874337e+01       2.320800288639e-08      -5.999844819838e-09      -5.729868344512e-09       2.706378170107e-09       2.376126781477e-09      -1.502069758508e-09       1.074876636011e-09      -6.177834339176e-10       5.411870566648e-10       1.058248616970e+01       1.128905813332e-08       1.968637320898e-09      -9.781935231682e-10      -5.689987785456e-10       3.888815041523e-10       8.360764922198e-11       1.409512249397e-10       3.153744798241e-10       8.760685321510e+00       1.617878117898e-09      -4.161270070520e-10      -1.143426930416e-09       4.979101932456e-09       2.855828782148e-09       7.108781610681e-09       7.227445786104e-09       7.545886492830e+00       2.029626596780e-09       1.017127520178e-08       8.018856233774e-09       5.390659305797e-10      -1.801569517314e-09      -3.664184861786e-09       6.651851253557e+00       3.525458670811e-09       7.033091400049e-09       2.480917727691e-08      -1.076176382988e-08       6.007411191594e-10       5.954743454556e+00      -2.209135096845e-08       1.007381805989e-08      -1.760362139154e-08      -2.534275225970e-09       5.390098411832e+00       3.794832445216e-09       4.644286568687e-08       1.839893561592e-08       4.920224812088e+00      -2.749460789814e-08      -1.126825110374e-08       4.521258676320e+00       2.567486202409e-08       4.177171555073e+00 
  722       1.757274673794e+01       2.572806412235e-07      -7.058077277180e-08       5.217706318518e-09       1.541160115534e-08      -6.326816905774e-09      -7.954728770864e-08       5.321693654126e-09      -3.909079629682e-09       1.550810214220e-09      -1.959300470922e-09       1.396278103263e+01       2.365764935372e-08      -5.995714531282e-09      -5.853501115718e-09       2.734784111414e-09       2.435925809369e-09      -1.538901832797e-09       1.095654161050e-09      -6.351698778646e-10       5.572149533983e-10       1.058835911871e+01       1.136115875086e-08       2.074031594367e-09      -9.915952378646e-10      -5.519356593565e-10       4.123725018203e-10       7.954093637857e-11       1.449826179083e-10       1.691755757320e-10       8.766011050241e+00       1.771051761433e-09      -5.403459510905e-10      -1.084539854241e-09       3.788643978652e-09       3.949666193558e-09       7.814796071309e-09       7.158048360000e-09       7.550789869388e+00       2.408547326355e-09       1.004864069530e-08       7.627505895386e-09       1.074522208507e-09      -3.443741460789e-09      -3.372040240121e-09       6.656409232395e+00       4.600109254958e-09       7.120711657315e-09       2.402327227197e-08      -1.236981537304e-08       3.614476821044e-09       5.959008606459e+00      -2.187711848212e-08       1.290502338970e-08      -1.660559541142e-08      -6.279364252101e-09       5.394108926013e+00       7.246876762818e-09       4.627469873026e-08       2.221818388829e-08       4.924010290878e+00      -3.011914965205e-08      -4.155550574969e-09       4.524842864225e+00       3.037328014388e-08       4.180573195981e+00 
  723       1.757982629872e+01       2.606214252142e-07      -7.153878383526e-08       5.249228755546e-09       1.560633624574e-08      -6.412742689768e-09      -7.914415538191e-08       5.393312502935e-09      -3.961776229550e-09       1.572859287825e-09      -1.985698786091e-09       1.396942532024e+01       2.411160554821e-08      -5.992956217236e-09      -5.977478434427e-09       2.763420318488e-09       2.495409270849e-09      -1.576066352490e-09       1.116976450407e-09      -6.524938001225e-10       5.731647751797e-10       1.059422544506e+01       1.143322185055e-08       2.184061872113e-09      -1.005276317076e-09      -5.334288532761e-10       4.346264135268e-10       7.553724363188e-11       1.499059927147e-10       1.937634012843e-11       8.771330983100e+00       1.927663122773e-09      -6.692851349619e-10      -1.029127712209e-09       2.576666806312e-09       5.013156636787e-09       8.492207942426e-09       7.092613929174e-09       7.555688055229e+00       2.784022518189e-09       9.921599571068e-09       7.237795852960e-09       1.605832134470e-09      -5.069691240717e-09      -3.057243232667e-09       6.660962499564e+00       5.665654364644e-09       7.140761601347e-09       2.319224706887e-08      -1.393752608302e-08       6.610813017140e-09       5.963269448593e+00      -2.166944949708e-08       1.563410401899e-08      -1.559863818687e-08      -9.978698597394e-09       5.398115465178e+00       1.063751256846e-08       4.610627203892e-08       2.586657177230e-08       4.927792091259e+00      -3.262697842431e-08       2.985140021032e-09       4.528423629488e+00       3.482103208158e-08       4.183971632009e+00 
