# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 1000, i.e. number of multipoles equal to 999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:dens[1]-dens[1]        3:dens[1]-dens[2]        4:dens[1]-dens[3]        5:dens[1]-dens[4]        6:dens[1]-dens[5]        7:dens[1]-dens[6]        8:dens[1]-dens[7]        9:dens[1]-dens[8]       10:dens[1]-dens[9]       11:dens[1]-dens[10]      12:dens[1]-dens[11]      13:dens[2]-dens[2]       14:dens[2]-dens[3]       15:dens[2]-dens[4]       16:dens[2]-dens[5]       17:dens[2]-dens[6]       18:dens[2]-dens[7]       19:dens[2]-dens[8]       20:dens[2]-dens[9]       21:dens[2]-dens[10]      22:dens[2]-dens[11]      23:dens[3]-dens[3]       24:dens[3]-dens[4]       25:dens[3]-dens[5]       26:dens[3]-dens[6]       27:dens[3]-dens[7]       28:dens[3]-dens[8]       29:dens[3]-dens[9]       30:dens[3]-dens[10]      31:dens[3]-dens[11]      32:dens[4]-dens[4]       33:dens[4]-dens[5]       34:dens[4]-dens[6]       35:dens[4]-dens[7]       36:dens[4]-dens[8]       37:dens[4]-dens[9]       38:dens[4]-dens[10]      39:dens[4]-dens[11]      40:dens[5]-dens[5]       41:dens[5]-dens[6]       42:dens[5]-dens[7]       43:dens[5]-dens[8]       44:dens[5]-dens[9]       45:dens[5]-dens[10]      46:dens[5]-dens[11]      47:dens[6]-dens[6]       48:dens[6]-dens[7]       49:dens[6]-dens[8]       50:dens[6]-dens[9]       51:dens[6]-dens[10]      52:dens[6]-dens[11]      53:dens[7]-dens[7]       54:dens[7]-dens[8]       55:dens[7]-dens[9]       56:dens[7]-dens[10]      57:dens[7]-dens[11]      58:dens[8]-dens[8]       59:dens[8]-dens[9]       60:dens[8]-dens[10]      61:dens[8]-dens[11]      62:dens[9]-dens[9]       63:dens[9]-dens[10]      64:dens[9]-dens[11]      65:dens[10]-dens[10]     66:dens[10]-dens[11]     67:dens[11]-dens[11]  
  439       1.505959541645e+01      -7.346707103466e-08      -7.372232876671e-09      -7.015831663607e-09       1.494184321948e-09       8.954790844551e-11       8.521294340273e-08       1.584505443478e-09      -1.176823949783e-09       1.183286143353e-10      -7.075488755846e-10       1.165381629831e+01      -8.186602422022e-09      -9.768840611671e-10       9.912835699616e-10      -3.671076579054e-10      -6.005024176151e-10       4.183719749973e-10      -2.863071044598e-10       8.077165882992e-11       2.615020070022e-11       8.576372732904e+00       6.505701708245e-09      -1.804460608706e-10       1.467303820377e-10       1.548628872035e-09      -5.171530795710e-09       3.724806167853e-09       3.086520112984e-09      -4.808681730433e-10       6.955178895517e+00       2.848106206259e-09       6.241558702143e-10      -5.401790616918e-09       1.233064380881e-08      -1.265746437838e-08       2.372989775147e-08      -2.052918596108e-09       5.893044722592e+00       1.050538448855e-08       1.654474989841e-08      -3.061296914259e-08      -1.176989503744e-09       2.880432978572e-08       1.714971125340e-08       5.122841880159e+00       1.513831678965e-08      -1.637543182833e-08       5.352391710016e-08      -1.859752187920e-08      -1.746397612107e-08       4.530096009489e+00       5.590911900517e-08       1.573219018382e-08      -7.262274998726e-08       6.160965698547e-08       4.055644281804e+00       1.711224709187e-08      -5.631681144998e-08       6.651585950518e-08       3.665139415107e+00      -9.476814996088e-08       5.067158427667e-08       3.336935801071e+00      -1.369259770990e-07       3.056597396919e+00 
  440       1.507087075987e+01      -7.515644176375e-08      -7.443161612901e-09      -7.178564463450e-09       1.511446287915e-09       9.366192027843e-11       8.525796888884e-08       1.620516681738e-09      -1.206809559607e-09       1.183062618892e-10      -7.244342302497e-10       1.166398758328e+01      -8.161030334872e-09      -1.039651528754e-09       1.003667219708e-09      -3.794825267942e-10      -6.134563655165e-10       4.302156708200e-10      -3.008013767742e-10       8.557386348291e-11      -2.070439642618e-11       8.585121533684e+00       6.422702653257e-09      -2.030972695854e-10       1.483673297187e-10       1.572252423189e-09      -6.101601509738e-09       4.902365724779e-09       2.818375520226e-09      -4.624136251451e-10       6.962990539168e+00       3.029465784052e-09       5.828047589024e-10      -5.240142263902e-09       1.428819819780e-08      -1.093770526322e-08       2.349710485414e-08      -2.343667833807e-09       5.900151117471e+00       1.027098450926e-08       1.610389134547e-08      -3.076797661629e-08      -3.480198777196e-10       3.080701118471e-08       2.087275613952e-08       5.129380201717e+00       1.659554935210e-08      -1.618728106676e-08       5.296374707862e-08      -1.554358736570e-08      -2.258666823888e-08       4.536158805461e+00       5.573182987618e-08       2.279947599002e-08      -7.264860853589e-08       6.171156253116e-08       4.061298068741e+00       1.121851766554e-08      -5.722180099157e-08       6.994264495537e-08       3.670436124851e+00      -8.659268377906e-08       5.905652295069e-08       3.341914264136e+00      -1.206933402766e-07       3.061291160303e+00 
  441       1.508212311910e+01      -7.683847754316e-08      -7.515202433972e-09      -7.339790966448e-09       1.528594277041e-09       9.759573740233e-11       8.528880639098e-08       1.656392518929e-09      -1.236594943498e-09       1.183076292899e-10      -7.411020525720e-10       1.167413957305e+01      -8.144442314052e-09      -1.105165398787e-09       1.016161234689e-09      -3.906727977150e-10      -6.265864353883e-10       4.426993378799e-10      -3.156384357698e-10       9.007621090471e-11      -6.769525920201e-11       8.593854787576e+00       6.331532124320e-09      -2.267963343848e-10       1.491154470226e-10       1.593254203105e-09      -6.952511247953e-09       6.023315483527e-09       2.548769510262e-09      -4.419059862740e-10       6.970788882750e+00       3.191662499548e-09       5.362734521933e-10      -5.081366168487e-09       1.604444377009e-08      -9.167067457827e-09       2.317818079058e-08      -2.627246412819e-09       5.907245833740e+00       1.000778481266e-08       1.565507890502e-08      -3.091001461672e-08       4.773877077522e-10       3.262485464725e-08       2.424750380799e-08       5.135908104230e+00       1.801356322518e-08      -1.583478084082e-08       5.229941267801e-08      -1.245977363371e-08      -2.740419738135e-08       4.542212212055e+00       5.554916073889e-08       2.944602459883e-08      -7.262309108759e-08       6.131916620118e-08       4.066943370669e+00       5.308209977593e-09      -5.811180935925e-08       7.261166506643e-08       3.675725081667e+00      -7.818339537462e-08       6.654625921869e-08       3.346885625976e+00      -1.039668296569e-07       3.065978349486e+00 
  442       1.509335237338e+01      -7.851178617389e-08      -7.588319855471e-09      -7.499400063415e-09       1.545620259871e-09       1.013572688491e-10       8.530470973282e-08       1.692113708020e-09      -1.266133092648e-09       1.183468395048e-10      -7.575244083004e-10       1.168427219470e+01      -8.137875844265e-09      -1.173425756525e-09       1.028752852628e-09      -4.004334748797e-10      -6.398910267429e-10       4.558574610750e-10      -3.308067130687e-10       9.421929084030e-11      -1.139146220774e-10       8.602572454922e+00       6.232094349603e-09      -2.516953464498e-10       1.489009023150e-10       1.611343106936e-09      -7.708405391827e-09       7.074055772842e-09       2.277702309085e-09      -4.193815993769e-10       6.978573902707e+00       3.331148461228e-09       4.846933611011e-10      -4.925691754617e-09       1.756320091632e-08      -7.359925467470e-09       2.277293891883e-08      -2.903453936055e-09       5.914328854448e+00       9.716814331120e-09       1.519838938957e-08      -3.103893615001e-08       1.299394755616e-09       3.424036762374e-08       2.720453718143e-08       5.142425578469e+00       1.938786660843e-08      -1.530981491184e-08       5.153184753040e-08      -9.356511697842e-09      -3.184830724483e-08       4.548256222819e+00       5.535931073664e-08       3.556164346393e-08      -7.254775379296e-08       6.041058686138e-08       4.072580185168e+00      -5.819019575480e-10      -5.898640825207e-08       7.444097733769e-08       3.681006280774e+00      -6.963625322090e-08       7.297633071787e-08       3.351849885020e+00      -8.698701638105e-08       3.070658968186e+00 
  443       1.510455836860e+01      -8.017495327028e-08      -7.662477601239e-09      -7.657279072128e-09       1.562516097232e-09       1.049546044000e-10       8.530492163177e-08       1.727660713881e-09      -1.295376214205e-09       1.184382663376e-10      -7.736729144081e-10       1.169438535181e+01      -8.142385474240e-09      -1.244432248684e-09       1.041429070578e-09      -4.085153596509e-10      -6.533684901828e-10       4.697250431924e-10      -3.462943829130e-10       9.794267823416e-11      -1.584383167189e-10       8.611274480674e+00       6.124293219394e-09      -2.779489809944e-10       1.476486931644e-10       1.626223266690e-09      -8.353158006169e-09       8.040752535001e-09       2.005174106708e-09      -3.948778221861e-10       6.986345564088e+00       3.444315295441e-09       4.281991835715e-10      -4.773351870078e-09       1.880767452401e-08      -5.530921400901e-09       2.228120479010e-08      -3.172088022571e-09       5.921400153669e+00       9.399125643378e-09       1.473390192469e-08      -3.115459403304e-08       2.118167281457e-09       3.563577724479e-08       2.967325120418e-08       5.148932607953e+00       2.071389522795e-08      -1.460415023169e-08       5.066202060661e-08      -6.244423410110e-09      -3.584956815606e-08       4.554290825265e+00       5.516044703510e-08       4.103423116990e-08      -7.242419025434e-08       5.896363854894e-08       4.078208504745e+00      -6.414382122160e-09      -5.984516521737e-08       7.534729972112e-08       3.686279712984e+00      -6.104899650856e-08       7.817947294932e-08       3.356807035918e+00      -6.999889842622e-08       3.075333016919e+00 
  444       1.511574091707e+01      -8.182654214188e-08      -7.737638598662e-09      -7.813313729410e-09       1.579273539689e-09       1.083960156806e-10       8.528867364045e-08       1.763013711805e-09      -1.324275726996e-09       1.185965358344e-10      -7.895187366803e-10       1.170447892422e+01      -8.159042909745e-09      -1.318184080192e-09       1.054176643549e-09      -4.146650272714e-10      -6.670171270976e-10       4.843376076408e-10      -3.620893606359e-10       1.011849276219e-10      -2.003256795443e-10       8.619960794251e+00       6.008032286702e-09      -3.057145115534e-10       1.452826400475e-10       1.637594025318e-09      -8.870370338370e-09       8.909336026437e-09       1.731185056587e-09      -3.684330335960e-10       6.994103820439e+00       3.527493812282e-09       3.669289246934e-10      -4.624582804251e-09       1.974045058003e-08      -3.694966492627e-09       2.170281624649e-08      -3.432944299765e-09       5.928459696409e+00       9.055795117119e-09       1.426169796327e-08      -3.125684089704e-08       2.933875842838e-09       3.679302880952e-08       3.158184627069e-08       5.155429168878e+00       2.198701194552e-08      -1.370943633991e-08       4.969093644949e-08      -3.134322537400e-09      -3.933737057250e-08       4.560316000812e+00       5.495070464247e-08       4.574976682812e-08      -7.225403175424e-08       5.695582892350e-08       4.083828316781e+00      -1.215112877236e-08      -6.068764363479e-08       7.524600333518e-08       3.691545364659e+00      -5.252114519272e-08       8.198560380162e-08       3.361757069502e+00      -5.325192570642e-08       3.080000492955e+00 
  445       1.512689979714e+01      -8.346509367531e-08      -7.813764973961e-09      -7.967388183212e-09       1.595884227007e-09       1.116899572551e-10       8.525518608814e-08       1.798152586023e-09      -1.352782257259e-09       1.188365276896e-10      -8.050325873035e-10       1.171455276784e+01      -8.188937106587e-09      -1.394680010954e-09       1.066982083144e-09      -4.186248035918e-10      -6.808351893611e-10       4.997312011844e-10      -3.781793011326e-10       1.038835675217e-10      -2.386194592566e-10       8.628631309391e+00       5.883214767849e-09      -3.351518242707e-10       1.417253800542e-10       1.645149910801e-09      -9.243369317660e-09       9.665499518358e-09       1.455735275046e-09      -3.400866400395e-10       7.001848613692e+00       3.576953671469e-09       3.010239169103e-10      -4.479624305867e-09       2.032349277311e-08      -1.867242625199e-09       2.103762351875e-08      -3.685816395566e-09       5.935507438521e+00       8.687923051578e-09       1.378186129978e-08      -3.134552919113e-08       3.746695568633e-09       3.769378427381e-08       3.285732165399e-08       5.161915230045e+00       2.320250636763e-08      -1.261720476083e-08       4.861963540721e-08      -3.721583897657e-11      -4.223991858264e-08       4.566331724723e+00       5.472818622975e-08       4.959229947271e-08      -7.203894748389e-08       5.436435771829e-08       4.089439603477e+00      -1.775337071526e-08      -6.151340270035e-08       7.405110517867e-08       3.696803217660e+00      -4.415401004014e-08       8.422180807435e-08       3.366699972745e+00      -3.700002517357e-08       3.084661390293e+00 
  446       1.513803486429e+01      -8.508914889531e-08      -7.890807555519e-09      -8.119395456267e-09       1.612342712356e-09       1.148462680278e-10       8.520383202698e-08       1.833056648252e-09      -1.380852376232e-09       1.191701195829e-10      -8.201908124432e-10       1.172460679288e+01      -8.232875784429e-09      -1.473870364776e-09       1.079835541737e-09      -4.202038895510e-10      -6.948205760691e-10       5.159245547922e-10      -3.945478707591e-10       1.059917660817e-10      -2.725439237934e-10       8.637285975099e+00       5.749944622241e-09      -3.663599989661e-10       1.369150355268e-10       1.648659414112e-09      -9.459648993925e-09       1.029788961416e-08       1.178863249768e-09      -3.099108776328e-10       7.009579911722e+00       3.589989147984e-09       2.306826104440e-10      -4.338668005854e-09       2.052879733182e-08      -6.165051453731e-11       2.028628894420e-08      -3.930598578950e-09       5.942543356590e+00       8.296728890260e-09       1.329453476494e-08      -3.142058827379e-08       4.556708629278e-09       3.832417092698e-08       3.344552779856e-08       5.168390776900e+00       2.435636912300e-08      -1.132378404838e-08       4.744962177673e-08       3.036537495450e-09      -4.450132513244e-08       4.572337986269e+00       5.449134681431e-08       5.247222263893e-08      -7.178038065638e-08       5.117805878240e-08       4.095042358338e+00      -2.318632615895e-08      -6.232198378534e-08       7.170448524533e-08       3.702053264050e+00      -3.603336233023e-08       8.476133858772e-08       3.371635741354e+00      -2.145962471481e-08       3.089315709874e+00 
  447       1.514914638892e+01      -8.669731769759e-08      -7.968674016899e-09      -8.269269228522e-09       1.628655644550e-09       1.178798163188e-10       8.513463507116e-08       1.867703786270e-09      -1.408469063335e-09       1.195963005334e-10      -8.349938782750e-10       1.173464120200e+01      -8.290479070840e-09      -1.555511341113e-09       1.092742607149e-09      -4.194943335431e-10      -7.089699134884e-10       5.328649206534e-10      -4.111634323970e-10       1.075289373096e-10      -3.021064763988e-10       8.645924930613e+00       5.609137004034e-09      -3.991847481271e-10       1.308558307724e-10       1.648204201949e-09      -9.524357243637e-09       1.080779429788e-08       9.007624443246e-10      -2.781073465107e-10       7.017297822589e+00       3.568216060442e-09       1.563238331157e-10      -4.201700799417e-09       2.037074669176e-08       1.713904503751e-09       1.945271461085e-08      -4.167597379546e-09       5.949567538823e+00       7.883839984487e-09       1.280009231486e-08      -3.148225844535e-08       5.363608088969e-09       3.868920085547e-08       3.337205594289e-08       5.174855884665e+00       2.544764326755e-08      -9.845222472169e-09       4.618416311891e-08       6.079779879832e-09      -4.613352421910e-08       4.578334850076e+00       5.424016197683e-08       5.441213402150e-08      -7.147874691420e-08       4.743365777479e-08       4.100636636291e+00      -2.843335397569e-08      -6.311286905628e-08       6.826460084910e-08       3.707295550793e+00      -2.817680078868e-08       8.367240890695e-08       3.376564418071e+00      -6.682167872977e-09       3.093963490669e+00 
  448       1.516023472894e+01      -8.828821212329e-08      -8.047259686481e-09      -8.416953074776e-09       1.644832883949e-09       1.208069757184e-10       8.504778766494e-08       1.902071284681e-09      -1.435621901389e-09       1.201107381503e-10      -8.494484825865e-10       1.174465625952e+01      -8.361056506141e-09      -1.639305949619e-09       1.105712889615e-09      -4.166620508392e-10      -7.232794445315e-10       5.504804756100e-10      -4.279899886773e-10       1.085317728395e-10      -3.275154616109e-10       8.654548355200e+00       5.461927703537e-09      -4.334047313252e-10       1.235691123383e-10       1.643947647897e-09      -9.447245582771e-09       1.119976801951e-08       6.216684921321e-10      -2.449136346591e-10       7.025002483799e+00       3.514381617520e-09       7.842889019650e-11      -4.068656395413e-09       1.987480340539e-08       3.452948880866e-09       1.854169401164e-08      -4.397230106960e-09       5.956580096948e+00       7.451012519908e-09       1.229897257754e-08      -3.153086454862e-08       6.166984461048e-09       3.879881837085e-08       3.268331968844e-08       5.181310647450e+00       2.647614873206e-08      -8.202850408925e-09       4.482703374124e-08       9.086082402343e-09      -4.716603749596e-08       4.584322396656e+00       5.397499735766e-08       5.546375273598e-08      -7.113421025091e-08       4.318069289914e-08       4.106222505096e+00      -3.348225624067e-08      -6.388552147515e-08       6.382064876713e-08       3.712530136419e+00      -2.058468934446e-08       8.107421865881e-08       3.381486055542e+00       7.322505665031e-09       3.098604779537e+00 
  449       1.517130021920e+01      -8.986042377808e-08      -8.126457934623e-09      -8.562390085104e-09       1.660884506033e-09       1.236444373273e-10       8.494348858407e-08       1.936136100732e-09      -1.462300394792e-09       1.207090060334e-10      -8.635615204780e-10       1.175465221342e+01      -8.443902867033e-09      -1.724951536907e-09       1.118756171943e-09      -4.118763313455e-10      -7.377453285236e-10       5.686979955541e-10      -4.449908714714e-10       1.090377241194e-10      -3.489837642900e-10       8.663156417399e+00       5.309473987027e-09      -4.687943975456e-10       1.150768268693e-10       1.636056754467e-09      -9.238267114058e-09       1.147846922824e-08       3.418211532520e-10      -2.105718318688e-10       7.032694024891e+00       3.431288345935e-09      -2.511672600652e-12      -3.939466436774e-09       1.906695019328e-08       5.148900815077e-09       1.755812015072e-08      -4.619923173949e-09       5.963581136438e+00       7.000037495984e-09       1.179162272746e-08      -3.156673962013e-08       6.966422365661e-09       3.866319362857e-08       3.142668093379e-08       5.187755154297e+00       2.744171465354e-08      -6.418410989360e-09       4.338209110330e-08       1.204891013807e-08      -4.762902920444e-08       4.590300702320e+00       5.369622728552e-08       5.567989338517e-08      -7.074694483526e-08       3.846968371088e-08       4.111800028919e+00      -3.832065641927e-08      -6.463939827852e-08       5.846361236635e-08       3.717757076383e+00      -1.325734208869e-08       7.708838910858e-08       3.386400703770e+00       2.054453447333e-08       3.103239621037e+00 
  450       1.518234317122e+01      -9.141252372771e-08      -8.206160162627e-09      -8.705522863247e-09       1.676820802677e-09       1.264092115727e-10       8.482194297603e-08       1.969874862661e-09      -1.488493969306e-09       1.213865832192e-10      -8.773400856167e-10       1.176462929523e+01      -8.538298079884e-09      -1.812139754425e-09       1.131882410476e-09      -4.053098591570e-10      -7.523636407168e-10       5.874428474216e-10      -4.621287381189e-10       1.090850068370e-10      -3.667288364531e-10       8.671749274915e+00       5.152954718387e-09      -5.051239612929e-10       1.054015248500e-10       1.624702174621e-09      -8.907577700527e-09       1.164866099417e-08       6.146433693359e-11      -1.753285552506e-10       7.040372567351e+00       3.321794410070e-09      -8.599801654437e-11      -3.814060487209e-09       1.797369296194e-08       6.795069664426e-09       1.650698612253e-08      -4.836112150400e-09       5.970570756444e+00       6.532740925809e-09       1.127849853388e-08      -3.159022494013e-08       7.761500500372e-09       3.829272397555e-08       2.965045537690e-08       5.194189489121e+00       2.834417945055e-08      -4.514062454151e-09       4.185327630761e-08       1.496162157812e-08      -4.755330996821e-08       4.596269839125e+00       5.340423482939e-08       5.511447248041e-08      -7.031713508070e-08       3.335213675745e-08       4.117369268296e+00      -4.293599845063e-08      -6.537395095339e-08       5.228627190808e-08       3.722976423021e+00      -6.195022884287e-09       7.183897718766e-08       3.391308410079e+00       3.297403556747e-08       3.107868057405e+00 
  451       1.519336387295e+01      -9.294306239356e-08      -8.286255791720e-09      -8.846293524997e-09       1.692652283429e-09       1.291186300264e-10       8.468336240020e-08       2.003263868050e-09      -1.514191971844e-09       1.221388536259e-10      -8.907914714911e-10       1.177458771979e+01      -8.643507134018e-09      -1.900556526329e-09       1.145101736070e-09      -3.971387321114e-10      -7.671303718058e-10       6.066389811858e-10      -4.793655676553e-10       1.087126053465e-10      -3.809727241087e-10       8.680327074493e+00       4.993570480735e-09      -5.421593786982e-10       9.456636434650e-11       1.610058233290e-09      -8.465537139058e-09       1.171521163007e-08      -2.191538758428e-10      -1.394349747506e-10       7.048038224518e+00       3.188813931594e-09      -1.715209573077e-10      -3.692366017906e-09       1.662206382178e-08       8.384655359423e-09       1.539338569082e-08      -5.046241817309e-09       5.977549049724e+00       6.050984035927e-09       1.076006440928e-08      -3.160167008260e-08       8.551791610776e-09       3.769803529763e-08       2.740391801736e-08       5.200613730658e+00       2.918339089857e-08      -2.512380509892e-09       4.024461459046e-08       1.781746805872e-08      -4.697034058739e-08       4.602229874828e+00       5.309941185041e-08       5.382251486301e-08      -6.984497571486e-08       2.788055121851e-08       4.122930280088e+00      -4.731554583130e-08      -6.608862521300e-08       4.538321485258e-08       3.728188225522e+00       6.020550244145e-10       6.545248952120e-08       3.396209219087e+00       4.460110458478e-08       3.112490128520e+00 
  452       1.520436258857e+01      -9.445056944813e-08      -8.366632252023e-09      -8.984643696585e-09       1.708389676795e-09       1.317903472214e-10       8.452796486803e-08       2.036279082172e-09      -1.539383670252e-09       1.229611054991e-10      -9.039231726655e-10       1.178452768511e+01      -8.758779995001e-09      -1.989882017355e-09       1.158424455059e-09      -3.875424813426e-10      -7.820414274420e-10       6.262089218516e-10      -4.966626570408e-10       1.079602770949e-10      -3.919420940913e-10       8.688889951808e+00       4.832543698065e-09      -5.796623236248e-10       8.259511474912e-11       1.592302948900e-09      -7.922710333920e-09       1.168309531304e-08      -4.997812098214e-10      -1.031468386650e-10       7.055691101502e+00       3.035317309091e-09      -2.585619123909e-10      -3.574308394225e-09       1.503962410496e-08       9.910747815744e-09       1.422251386774e-08      -5.250766220758e-09       5.984516102573e+00       5.556663466159e-09       1.023679345766e-08      -3.160143296524e-08       9.336862461110e-09       3.688998336718e-08       2.473730865863e-08       5.207027952400e+00       2.995920620541e-08      -4.363606850561e-10       3.856021581277e-08       2.060959319032e-08      -4.591223583264e-08       4.608180872837e+00       5.278215905378e-08       5.186016012552e-08      -6.933067184914e-08       2.210842454617e-08       4.128483117440e+00      -5.144638069887e-08      -6.678286097265e-08       3.785084616369e-08       3.733392529887e+00       7.133729401985e-09       5.805789645565e-08       3.401103172674e+00       5.541581596480e-08       3.117105871883e+00 
  453       1.521533955819e+01      -9.593355371063e-08      -8.447174971533e-09      -9.120514513069e-09       1.724043931512e-09       1.344423424693e-10       8.435597488329e-08       2.068896136337e-09      -1.564058253095e-09       1.238485308571e-10      -9.167428860342e-10       1.179444937220e+01      -8.883351517926e-09      -2.079790600698e-09       1.171861050230e-09      -3.767040908352e-10      -7.970926277488e-10       6.460737614490e-10      -5.139806173873e-10       1.068685570484e-10      -3.998682608962e-10       8.697438031352e+00       4.671118756872e-09      -6.173901637751e-10       6.951216051414e-11       1.571618054895e-09      -7.289868470327e-09       1.155739270632e-08      -7.801611729281e-10      -6.672449915559e-11       7.063331295095e+00       2.864331537680e-09      -3.465928485447e-10      -3.459810862400e-09       1.325446738336e-08       1.136632634694e-08       1.299966749285e-08      -5.450148725894e-09       5.991471994754e+00       5.051711469418e-09       9.709167522922e-09      -3.158987989945e-08       1.011627380487e-08       3.587965519054e-08       2.170183741027e-08       5.213432222544e+00       3.067149208650e-08       1.690579314047e-09       3.680427495088e-08       2.333103228670e-08      -4.441176823937e-08       4.614122892162e+00       5.245288604068e-08       4.928466903309e-08      -6.877443904815e-08       1.609025810519e-08       4.134027829739e+00      -5.531540291558e-08      -6.745609232555e-08       2.978739861344e-08       3.738589378892e+00       1.339988941226e-08       4.978664608645e-08       3.405990309945e+00       6.540822312966e-08       3.121715322580e+00 
  454       1.522629499766e+01      -9.739050304250e-08      -8.527767365091e-09      -9.253846616720e-09       1.739626217831e-09       1.370929216771e-10       8.416762348219e-08       2.101090326249e-09      -1.588204829443e-09       1.247962249365e-10      -9.292585120761e-10       1.180435294489e+01      -9.016441360703e-09      -2.169950825879e-09       1.185422181792e-09      -3.648100169777e-10      -8.122797068366e-10       6.661531510269e-10      -5.312793701873e-10       1.054787621184e-10      -4.049872135139e-10       8.705971426309e+00       4.510562127790e-09      -6.550959367968e-10       5.534250490612e-11       1.548189021255e-09      -6.577990187975e-09       1.134329158091e-08      -1.060033033726e-09      -3.043293776444e-11       7.070958893686e+00       2.678940528639e-09      -4.350762291934e-10      -3.348794536239e-09       1.129522248639e-08       1.274425907711e-08       1.173024581219e-08      -5.644862070907e-09       5.998416799428e+00       4.538096111535e-09       9.177677237247e-09      -3.156738564036e-08       1.088958035540e-08       3.467837035561e-08       1.834969019023e-08       5.219826603932e+00       3.132012484030e-08       3.844597247311e-09       3.498107258745e-08       2.597471179409e-08      -4.250237190188e-08       4.620055987368e+00       5.211201136015e-08       4.615442994486e-08      -6.817650339934e-08       9.881562813241e-09       4.139564462574e+00      -5.890932915196e-08      -6.810774751860e-08       2.129294308663e-08       3.743778812057e+00       1.940047600869e-08       4.077267828557e-08       3.410870667207e+00       7.456835866444e-08       3.126318513264e+00 
  455       1.523722909830e+01      -9.881988424291e-08      -8.608290823359e-09      -9.384580155412e-09       1.755147928798e-09       1.397607191651e-10       8.396314827365e-08       2.132836610348e-09      -1.611812428656e-09       1.257991856378e-10      -9.414781561086e-10       1.181423854966e+01      -9.157253897343e-09      -2.260025386624e-09       1.199118688345e-09      -3.520502081165e-10      -8.275983123171e-10       6.863652926470e-10      -5.485181435414e-10       1.038329955885e-10      -4.075396422651e-10       8.714490238449e+00       4.352162487226e-09      -6.925283263892e-10       4.011177374008e-11       1.522205076024e-09      -5.798262754593e-09       1.104608743737e-08      -1.339131798873e-09       5.458209070655e-12       7.078573977167e+00       2.482285429028e-09      -5.234649618571e-10      -3.241178383825e-09       9.191056518978e-09       1.403730235364e-08       1.041975105731e-08      -5.835388421004e-09       6.005350583084e+00       4.017821471078e-09       8.642822069438e-09      -3.153433343681e-08       1.165633075655e-08       3.329768237936e-08       1.473403422706e-08       5.226211153993e+00       3.190499042364e-08       6.001423984874e-09       3.309497540226e-08       2.853344872025e-08      -4.021814626755e-08       4.625980208527e+00       5.175996256099e-08       4.252896523526e-08      -6.753710158242e-08       3.538864781100e-09       4.145093057690e+00      -6.221469197045e-08      -6.873724892827e-08       1.246939888543e-08       3.748960865605e+00       2.513548232470e-08       3.115243872915e-08       3.415744277930e+00       8.288623449762e-08       3.130915474121e+00 
  456       1.524814202668e+01      -1.002201429443e-07      -8.688624701797e-09      -9.512654781007e-09       1.770620681528e-09       1.424646994830e-10       8.374279347944e-08       2.164109608162e-09      -1.634870000167e-09       1.268523129705e-10      -9.534101295425e-10       1.182410631547e+01      -9.304978131249e-09      -2.349671088737e-09       1.212961587854e-09      -3.386181241101e-10      -8.430440048187e-10       7.066269313774e-10      -5.656554683866e-10       1.019741515402e-10      -4.077709656349e-10       8.722994558008e+00       4.197230838988e-09      -7.294316384098e-10       2.384621912356e-11       1.493859226827e-09      -4.962083239492e-09       1.067118412751e-08      -1.617188190576e-09       4.067462450124e-11       7.086176616854e+00       2.277564941317e-09      -6.112023455756e-10      -3.136879214208e-09       6.971677879420e-09       1.523810015986e-08       9.073789024360e-09      -6.022219422394e-09       6.012273405472e+00       3.492927839172e-09       8.105110373298e-09      -3.149111508133e-08       1.241606755325e-08       3.174938005530e-08       1.090902356219e-08       5.232585924686e+00       3.242598452708e-08       8.136361151159e-09       3.115043666304e-08       3.099995006357e-08      -3.759385993093e-08       4.631895601166e+00       5.139717624370e-08       3.846893771537e-08      -6.685648093895e-08      -2.880289047113e-09       4.150613652953e+00      -6.521783890901e-08      -6.934401303638e-08       3.420544034004e-09       3.754135572428e+00       3.060495406403e-08       2.106489292513e-08       3.420611172719e+00       9.035184208140e-08       3.135506232844e+00 
